seed,mean_aspect_ratio,fraction_elongated
1099062448631258,2.751999999999999,0.4379999999999999
853827592514924,1.0,0.0
1052030010736714,1.0,0.0
993068073743470,1.0,0.0
375074238073900,1.0,0.0
416178520884477,1.0,0.0
874051135843279,1.47648,0.11911999999999998
12944511869278,4.079839999999998,0.76996
542029227742456,1.0,0.0
1011744331896734,1.0,0.0
211701226972609,1.0,0.0
292918525777755,1.0,0.0
731147908347497,4.1599999999999975,0.7899999999999995
985549376192247,1.0,0.0
873456432950595,1.0,0.0
422219896800918,1.0,0.0
900740014674953,1.0,0.0
1020578668480920,1.0,0.0
343569160877337,1.0,0.0
78804909138230,1.0,0.0
333614425743970,1.0,0.0
974443487743328,1.0,0.0
703985244396274,1.0,0.0
1122578106359740,1.0,0.0
492938554100859,1.0,0.0
170902461924754,1.0,0.0
260045648084392,1.0,0.0
450419983107763,1.0,0.0
543308666121182,1.0,0.0
593849570694833,1.0,0.0
582382717235568,1.0,0.0
1123570616129223,1.0,0.0
680622798933824,1.0,0.0
201764007966294,1.0,0.0
453356923466257,1.0,0.0
346214149398000,1.0,0.0
353918643079908,1.0,0.0
971536625474344,1.1312000000000004,0.03280000000000002
799035771825238,1.0,0.0
1114806189928891,1.0,0.0
216465895742590,1.0,0.0
926435018171726,1.0,0.0
744517311885370,1.0,0.0
812580382463326,5.0,1.0
521742092743191,1.0,0.0
1008612444973162,1.0,0.0
121838283310165,1.0,0.0
431006493426170,1.0,0.0
765322069857382,1.0,0.0
725201757884584,1.0,0.0
184656659025018,1.0,0.0
1034686135547599,1.0,0.0
380972098894405,1.6342400000000004,0.15856
742183958399040,1.0,0.0
37852570490343,1.2052799999999995,0.05132000000000001
734109262104827,1.0,0.0
401686787590537,1.0,0.0
350020380685320,4.99984,0.9999600000000001
484612500106051,1.0,0.0
604884003999171,1.0,0.0
501697692195937,1.0,0.0
851083349436041,1.0,0.0
796940938751527,1.0,0.0
7713914261614,1.0,0.0
