step,msd_global,msd_round,msd_elongated,n_round,n_elongated
0,0.0,0.0,,500,0
100,9.574677216021376,9.574677216021376,,500,0
200,12.80907822768845,11.089616968865,45.478842145334035,475,25
300,16.76647402718062,11.682455013721011,68.17155516327226,455,45
400,21.322559778502015,11.49879177233093,87.06623797364698,435,65
500,30.69918407898652,16.3188008381249,102.94761554211057,417,83
600,37.873439361509284,16.999064130798185,113.63969019890513,392,108
700,45.84535754644113,19.481946114456225,124.09865814614237,374,126
800,54.94083365222487,20.81110690584192,137.6937327496191,354,146
900,69.37086305577458,26.96303779155112,163.76247412775584,345,155
1000,81.32427504004801,28.53139464329821,189.48529829192566,336,164
1100,101.44684324219793,43.71931703609274,219.71787254251097,336,164
1200,118.29959828108383,49.307525300582746,247.56060857788475,326,174
1300,138.02337327107742,55.28736198814932,268.52450446992276,306,194
1400,153.3418725230345,56.54798500392048,290.349645678109,293,207
1500,180.1008183796723,60.15261759698776,340.4054231640077,286,214
1600,220.32559391665075,77.40826812050315,405.20029976304363,282,218
1700,252.21378389380453,108.28908820200418,441.4481060070975,284,216
1800,278.560305192861,131.37623624049974,470.51003566990374,283,217
1900,309.9879500309569,127.87330249232987,543.6601690188755,281,219
2000,334.7276401627648,167.34719512660774,577.5933839407181,296,204
2100,352.51695101033897,207.28641427255778,574.0301939134193,302,198
2200,383.7935251793611,239.69512129430413,596.3743388315739,298,202
2300,417.6588445244411,245.32225991530422,638.7847818539728,281,219
2400,461.91541907722797,254.41610595979404,721.75690126933,278,222
2500,477.8693944447301,262.6770584767663,747.344481828036,278,222
2600,498.4549605879091,291.56086033003993,753.3780484056408,276,224
2700,532.1283577392594,298.53544613926607,797.6655991307048,266,234
2800,571.5529424533617,348.52411922986727,839.777033819062,273,227
2900,617.834419804378,352.1668250723335,919.8326257818303,266,234
3000,671.2359378966801,345.74318900410356,1010.0141051114026,255,245
3100,741.6446421714362,369.05906973289234,1108.3161579046061,248,252
3200,815.2702302659887,389.25433488734,1208.5156721539722,240,260
3300,886.9451000343151,405.48672321780094,1303.7299635471184,232,268
3400,942.7843311915249,471.8355032174502,1340.7447799223846,229,271
3500,1006.6462181789313,503.64692844115035,1424.8910488400168,227,273
3600,1064.8171225195952,523.970155332738,1496.7164991939917,222,278
3700,1135.648722315551,523.8172081009164,1620.2894557973939,221,279
