step,msd_global,n_round,n_elongated,density
12800,31383.322593598194,45.4375,954.5625,0.7
12900,32172.068109820135,45.734375,954.265625,0.7
13000,32958.79481346194,45.515625,954.484375,0.7
13100,33765.07440195304,44.375,955.625,0.7
13200,34584.01862362452,42.828125,957.171875,0.7
13300,35417.02745987657,41.984375,958.015625,0.7
13400,36264.54502787845,40.578125,959.421875,0.7
13500,37132.333723812255,39.765625,960.234375,0.7
13600,38010.63466127821,38.921875,961.078125,0.7
13700,38899.81177149913,38.03125,961.96875,0.7
13800,39801.30198467489,36.953125,963.046875,0.7
13900,40727.42891486092,36.5,963.5,0.7
14000,41660.611100688635,35.5625,964.4375,0.7
14100,42609.427237522475,34.8125,965.1875,0.7
14200,43561.84312124323,34.046875,965.953125,0.7
14300,44535.350184161856,33.34375,966.65625,0.7
14400,45518.425183470325,32.859375,967.140625,0.7
14500,46494.81303917596,31.734375,968.265625,0.7
14600,47504.315924607385,30.484375,969.515625,0.7
14700,48530.048292341125,29.265625,970.734375,0.7
14800,49577.10794720474,28.03125,971.96875,0.7
14900,50618.85667012904,27.0,973.0,0.7
15000,51676.98211127978,25.5,974.5,0.7
15100,52742.97564894828,24.71875,975.28125,0.7
15200,53842.01313675307,24.296875,975.703125,0.7
15300,54944.539449473385,24.171875,975.828125,0.7
15400,56072.97116379942,24.515625,975.484375,0.7
15500,57200.41652525289,24.390625,975.609375,0.7
15600,58343.235463934805,24.4375,975.5625,0.7
15700,59489.69569893367,24.546875,975.453125,0.7
15800,60648.7392874808,24.8125,975.1875,0.7
15900,61825.386778022345,24.109375,975.890625,0.7
16000,63007.55424577728,24.125,975.875,0.7
16100,64211.59642689106,24.0625,975.9375,0.7
16200,65429.40539116883,23.5,976.5,0.7
16300,66651.57876493855,22.96875,977.03125,0.7
16400,67891.68330243361,22.03125,977.96875,0.7
16500,69133.65599972516,20.359375,979.640625,0.7
16600,70403.27256606698,19.671875,980.328125,0.7
16700,71685.79387973958,18.9375,981.0625,0.7
16800,72988.78707006226,18.53125,981.46875,0.7
16900,74316.40448104354,18.109375,981.890625,0.7
17000,75657.4483291411,17.765625,982.234375,0.7
17100,76999.20042204608,17.25,982.75,0.7
17200,78360.40994044096,16.890625,983.109375,0.7
17300,79729.6626956944,16.609375,983.390625,0.7
17400,81125.3538744494,16.140625,983.859375,0.7
17500,82533.89383245996,15.984375,984.015625,0.7
17600,83957.53222288622,15.828125,984.171875,0.7
17700,85404.69370967851,15.46875,984.53125,0.7
17800,86851.90423487988,15.15625,984.84375,0.7
17900,88313.87813057839,14.921875,985.078125,0.7
18000,89781.57767569581,14.625,985.375,0.7
18100,91286.02384784026,14.1875,985.8125,0.7
18200,92797.5855984416,13.703125,986.296875,0.7
18300,94299.97759142057,13.453125,986.546875,0.7
18400,95821.86571537706,12.9375,987.0625,0.7
18500,97359.50173732745,12.84375,987.15625,0.7
18600,98897.55933572495,12.5625,987.4375,0.7
18700,100443.27895646119,12.328125,987.671875,0.7
18800,102013.03442644826,11.984375,988.015625,0.7
18900,103600.77848019358,11.46875,988.53125,0.7
19000,105214.96079561985,11.328125,988.671875,0.7
19100,106855.68145926784,11.484375,988.515625,0.7
19200,108500.3036168533,11.5625,988.4375,0.7
19300,110152.94302166915,11.890625,988.109375,0.7
19400,111843.55520332787,11.65625,988.34375,0.7
19500,113551.97128617852,11.578125,988.421875,0.7
19600,115256.4718606823,11.40625,988.59375,0.7
19700,116998.93593996466,11.40625,988.59375,0.7
19800,118731.02248242733,11.296875,988.703125,0.7
19900,120481.92772799458,11.1875,988.8125,0.7
20000,122221.88266454371,11.546875,988.453125,0.7
20100,123951.9176883059,11.515625,988.484375,0.7
20200,125716.74003150853,11.5625,988.4375,0.7
20300,127511.1717902153,11.671875,988.328125,0.7
20400,129292.53249322003,11.765625,988.234375,0.7
20500,131112.9692409031,12.09375,987.90625,0.7
20600,132926.2284466889,11.96875,988.03125,0.7
20700,134758.2400862863,11.921875,988.078125,0.7
20800,136622.74599351664,11.953125,988.046875,0.7
20900,138510.69271747695,12.171875,987.828125,0.7
21000,140394.4398315506,12.34375,987.65625,0.7
21100,142294.80600669642,12.484375,987.515625,0.7
21200,144231.2669184542,12.609375,987.390625,0.7
21300,146160.66054918125,12.53125,987.46875,0.7
21400,148094.04713345005,12.53125,987.46875,0.7
21500,150039.4961221287,12.0625,987.9375,0.7
21600,152011.810534553,11.796875,988.203125,0.7
21700,154017.7457771919,11.5625,988.4375,0.7
21800,156037.93036043155,11.4375,988.5625,0.7
21900,158058.0524603247,11.203125,988.796875,0.7
22000,160086.47057136032,11.265625,988.734375,0.7
22100,162158.76841171633,11.328125,988.671875,0.7
22200,164246.81950064225,11.15625,988.84375,0.7
22300,166348.92196964382,11.046875,988.953125,0.7
22400,168470.33913747972,10.859375,989.140625,0.7
22500,170577.279998286,10.765625,989.234375,0.7
22600,172712.57592126593,10.59375,989.40625,0.7
22700,174846.8271018269,10.140625,989.859375,0.7
22800,176999.78480533874,10.09375,989.90625,0.7
22900,179169.3277134467,10.125,989.875,0.7
23000,181359.45782467088,10.21875,989.78125,0.7
23100,183554.14138272373,10.375,989.625,0.7
23200,185740.17252945667,10.40625,989.59375,0.7
23300,187944.79743520147,10.71875,989.28125,0.7
23400,190177.10928396808,10.78125,989.21875,0.7
23500,192422.86265304702,10.734375,989.265625,0.7
23600,194692.97003783903,10.828125,989.171875,0.7
23700,196992.3505944859,11.09375,988.90625,0.7
23800,199295.82933481204,10.953125,989.046875,0.7
23900,201619.32896014958,10.921875,989.078125,0.7
24000,203967.05971248896,10.640625,989.359375,0.7
24100,206344.31456189652,10.515625,989.484375,0.7
24200,208714.72497555078,10.265625,989.734375,0.7
24300,211077.28407026062,9.9375,990.0625,0.7
24400,213450.741384942,9.765625,990.234375,0.7
24500,215857.8648268525,9.609375,990.390625,0.7
24600,218245.4307376952,9.703125,990.296875,0.7
24700,220671.72774382663,9.578125,990.421875,0.7
24800,223090.72308230205,9.609375,990.390625,0.7
24900,225525.49523089585,9.84375,990.15625,0.7
25000,228000.02400992316,9.71875,990.28125,0.7
25100,230494.79098933592,9.78125,990.21875,0.7
25200,233018.550747676,9.65625,990.34375,0.7
25300,235522.389690808,9.65625,990.34375,0.7
25400,238039.310651215,9.609375,990.390625,0.7
25500,240592.87982869608,9.546875,990.453125,0.7
25600,243137.95113430743,9.453125,990.546875,0.7
25700,245697.7718220981,9.40625,990.59375,0.7
25800,248302.6373938786,9.5625,990.4375,0.7
25900,250895.4629802549,9.3125,990.6875,0.7
26000,253512.304150108,9.359375,990.640625,0.7
26100,256105.40980917274,9.328125,990.671875,0.7
26200,258739.9936016265,9.40625,990.59375,0.7
26300,261396.1980970038,9.34375,990.65625,0.7
26400,264079.13652236294,9.328125,990.671875,0.7
26500,266783.8942755592,9.296875,990.703125,0.7
26600,269481.5701660034,9.203125,990.796875,0.7
26700,272197.5681824384,9.171875,990.828125,0.7
26800,274944.44058905164,9.15625,990.84375,0.7
26900,277676.1438343202,9.125,990.875,0.7
27000,280423.63293770945,9.125,990.875,0.7
27100,283160.15760122915,9.09375,990.90625,0.7
27200,285901.8688365599,9.015625,990.984375,0.7
27300,288689.29922013514,8.921875,991.078125,0.7
27400,291470.96502486547,8.84375,991.15625,0.7
27500,294298.35563157615,8.890625,991.109375,0.7
27600,297137.46908806387,8.96875,991.03125,0.7
27700,299992.83214458503,8.90625,991.09375,0.7
27800,302860.80869225203,8.8125,991.1875,0.7
27900,305748.63144791266,8.859375,991.140625,0.7
28000,308655.6234581971,8.875,991.125,0.7
28100,311595.78699084796,8.828125,991.171875,0.7
28200,314520.5689210267,8.734375,991.265625,0.7
28300,317443.4546447468,8.703125,991.296875,0.7
28400,320392.01540055824,8.71875,991.28125,0.7
28500,323374.6743312802,8.71875,991.28125,0.7
28600,326371.8795094574,8.671875,991.328125,0.7
28700,329408.9003548734,8.640625,991.359375,0.7
28800,332442.62945034425,8.640625,991.359375,0.7
28900,335431.1633144578,8.703125,991.296875,0.7
29000,338458.37639595533,8.765625,991.234375,0.7
29100,341501.2555814608,8.875,991.125,0.7
29200,344568.8816681415,8.8125,991.1875,0.7
29300,347638.6896846409,8.6875,991.3125,0.7
29400,350742.5973745972,8.65625,991.34375,0.7
29500,353841.86677366495,8.640625,991.359375,0.7
29600,356970.7971798416,8.640625,991.359375,0.7
29700,360096.6719477733,8.65625,991.34375,0.7
29800,363255.9184111838,8.703125,991.296875,0.7
29900,366403.65081322344,8.8125,991.1875,0.7
30000,369588.145214515,8.6875,991.3125,0.7
30100,372785.27386113687,8.515625,991.484375,0.7
30200,376033.91318154713,8.40625,991.59375,0.7
30300,379285.1634760773,8.390625,991.609375,0.7
30400,382517.21523981664,8.328125,991.671875,0.7
30500,385780.7323767357,8.328125,991.671875,0.7
30600,389056.6744509638,8.296875,991.703125,0.7
30700,392380.2001169729,8.328125,991.671875,0.7
30800,395697.45857305493,8.34375,991.65625,0.7
30900,398985.6496541253,8.3125,991.6875,0.7
31000,402320.6992225938,8.421875,991.578125,0.7
31100,405638.20125755924,8.46875,991.53125,0.7
31200,408948.61443299666,8.640625,991.359375,0.7
31300,412311.32296943973,8.5,991.5,0.7
31400,415691.2402550516,8.46875,991.53125,0.7
31500,419123.8607405601,8.34375,991.65625,0.7
31600,422542.98271206376,8.375,991.625,0.7
31700,425952.0298229297,8.34375,991.65625,0.7
31800,429410.17592385825,8.390625,991.609375,0.7
31900,432905.4935683566,8.3125,991.6875,0.7
32000,436396.5342281321,8.34375,991.65625,0.7
32100,439925.1894866994,8.296875,991.703125,0.7
32200,443429.85274787847,8.28125,991.71875,0.7
32300,446966.4833613683,8.25,991.75,0.7
32400,450533.432800347,8.25,991.75,0.7
32500,454041.8250253339,8.28125,991.71875,0.7
32600,457597.2906984635,8.28125,991.71875,0.7
32700,461166.28774378553,8.265625,991.734375,0.7
32800,464742.14745768934,8.296875,991.703125,0.7
32900,468340.46052606375,8.265625,991.734375,0.7
33000,471977.018245975,8.25,991.75,0.7
33100,475611.440258782,8.265625,991.734375,0.7
33200,479284.81474418635,8.28125,991.71875,0.7
33300,482933.51502219285,8.359375,991.640625,0.7
33400,486645.7685388689,8.375,991.625,0.7
33500,490357.1809922418,8.328125,991.671875,0.7
33600,494066.5375443839,8.28125,991.71875,0.7
33700,497778.82943772804,8.203125,991.796875,0.7
33800,501516.7756711998,8.1875,991.8125,0.7
33900,505275.04430615937,8.21875,991.78125,0.7
34000,509068.7083979507,8.296875,991.703125,0.7
34100,512847.6519135092,8.21875,991.78125,0.7
34200,516642.64140691794,8.15625,991.84375,0.7
34300,520451.5199687978,8.15625,991.84375,0.7
34400,524268.6414820193,8.0625,991.9375,0.7
34500,528105.5131930287,8.09375,991.90625,0.7
34600,532004.1000008989,8.140625,991.859375,0.7
34700,535854.125619639,8.1875,991.8125,0.7
34800,539758.5047743549,8.140625,991.859375,0.7
34900,543625.090757769,8.140625,991.859375,0.7
35000,547481.126369556,8.09375,991.90625,0.7
35100,551367.1262414046,8.046875,991.953125,0.7
35200,555301.779560037,8.0625,991.9375,0.7
35300,559210.3687205163,8.0625,991.9375,0.7
35400,563174.901388416,8.09375,991.90625,0.7
35500,567122.8571187608,8.0625,991.9375,0.7
35600,571086.9928363836,8.0625,991.9375,0.7
35700,575122.1410116695,8.078125,991.921875,0.7
35800,579189.6571261466,8.0,992.0,0.7
35900,583274.7401800049,7.984375,992.015625,0.7
36000,587357.8200405835,8.015625,991.984375,0.7
36100,591439.2526630184,7.96875,992.03125,0.7
36200,595514.2742998507,8.0,992.0,0.7
36300,599589.250034987,8.015625,991.984375,0.7
36400,603692.1727280491,8.0,992.0,0.7
36500,607805.6113182222,8.03125,991.96875,0.7
36600,611928.0622821148,8.046875,991.953125,0.7
36700,616061.9178849298,8.0,992.0,0.7
36800,620145.3404123487,8.015625,991.984375,0.7
36900,624296.7014214549,8.0,992.0,0.7
37000,628461.4213891401,8.0,992.0,0.7
37100,632666.9295561821,8.078125,991.921875,0.7
37200,636939.6313584017,7.984375,992.015625,0.7
37300,641214.4430467314,7.984375,992.015625,0.7
37400,645465.5074974615,7.984375,992.015625,0.7
37500,649787.5523917604,7.984375,992.015625,0.7
37600,654118.6382496868,8.0,992.0,0.7
37700,658425.5157150284,7.984375,992.015625,0.7
37800,662743.1071451677,8.03125,991.96875,0.7
37900,667045.5833585765,8.0,992.0,0.7
38000,671358.4823266729,8.046875,991.953125,0.7
38100,675644.3260803226,8.09375,991.90625,0.7
38200,680004.9744008884,8.078125,991.921875,0.7
38300,684366.1376137704,8.09375,991.90625,0.7
38400,688761.3545264774,8.15625,991.84375,0.7
38500,693169.3162695216,8.109375,991.890625,0.7
38600,697610.6238557864,8.109375,991.890625,0.7
38700,702093.3441464211,8.09375,991.90625,0.7
38800,706578.7123318278,8.109375,991.890625,0.7
38900,711094.702755528,8.109375,991.890625,0.7
39000,715600.2470875457,8.125,991.875,0.7
39100,720120.438666098,8.1875,991.8125,0.7
39200,724601.8246670464,8.15625,991.84375,0.7
39300,729131.993815865,8.125,991.875,0.7
39400,733675.5594242725,8.109375,991.890625,0.7
39500,738221.9135657907,8.140625,991.859375,0.7
39600,742793.6258337159,8.21875,991.78125,0.7
39700,747342.1075876399,8.28125,991.71875,0.7
39800,751904.7142022868,8.3125,991.6875,0.7
39900,756542.2752129053,8.3125,991.6875,0.7
40000,761171.3387305881,8.328125,991.671875,0.7
40100,765793.3853155288,8.203125,991.796875,0.7
40200,770472.2044676903,8.15625,991.84375,0.7
40300,775155.951928493,8.15625,991.84375,0.7
40400,779868.9523952918,8.203125,991.796875,0.7
40500,784569.8647031157,8.171875,991.828125,0.7
40600,789330.6739641427,8.15625,991.84375,0.7
40700,794065.6006180913,8.140625,991.859375,0.7
40800,798784.8026202817,8.25,991.75,0.7
40900,803495.8964226879,8.3125,991.6875,0.7
41000,808237.7619387638,8.40625,991.59375,0.7
41100,813007.1577526836,8.4375,991.5625,0.7
41200,817796.7284525099,8.453125,991.546875,0.7
41300,822613.3788231642,8.46875,991.53125,0.7
41400,827441.0899921944,8.484375,991.515625,0.7
41500,832257.3712734,8.5625,991.4375,0.7
41600,837144.2893992865,8.546875,991.453125,0.7
41700,842027.468058667,8.609375,991.390625,0.7
41800,846911.6071610504,8.640625,991.359375,0.7
41900,851831.8846809426,8.65625,991.34375,0.7
42000,856775.3930050678,8.5625,991.4375,0.7
42100,861722.841321673,8.578125,991.421875,0.7
42200,866723.7770213783,8.515625,991.484375,0.7
42300,871636.0088999408,8.28125,991.71875,0.7
42400,876603.0163833223,8.296875,991.703125,0.7
42500,881597.6407844453,8.453125,991.546875,0.7
42600,886571.8497731087,8.390625,991.609375,0.7
42700,891595.4424972669,8.34375,991.65625,0.7
42800,896618.8698446538,8.484375,991.515625,0.7
42900,901658.4123559315,8.421875,991.578125,0.7
43000,906750.2493467251,8.359375,991.640625,0.7
43100,911819.8129425071,8.265625,991.734375,0.7
43200,916914.8583958031,8.21875,991.78125,0.7
43300,922011.9561352265,8.25,991.75,0.7
43400,927157.0284874063,8.203125,991.796875,0.7
43500,932304.7661582135,8.203125,991.796875,0.7
43600,937403.5199181074,8.140625,991.859375,0.7
43700,942562.8727260116,8.15625,991.84375,0.7
43800,947746.0624989958,8.140625,991.859375,0.7
43900,952956.5910289298,8.125,991.875,0.7
44000,958105.5948214595,8.171875,991.828125,0.7
44100,963360.8691296782,8.125,991.875,0.7
44200,968598.2962213121,8.125,991.875,0.7
44300,973910.3238199318,8.125,991.875,0.7
44400,979190.7412227106,8.125,991.875,0.7
44500,984498.4706572775,8.03125,991.96875,0.7
44600,989790.8330518373,8.0,992.0,0.7
44700,995138.265282693,7.9375,992.0625,0.7
44800,1000428.8624977355,7.96875,992.03125,0.7
44900,1005748.7157522248,7.953125,992.046875,0.7
45000,1011036.9925547991,7.921875,992.078125,0.7
45100,1016392.5567921647,7.875,992.125,0.7
45200,1021789.3274941372,7.859375,992.140625,0.7
45300,1027120.4053834645,7.8125,992.1875,0.7
45400,1032500.9176925411,7.765625,992.234375,0.7
45500,1037911.4748054441,7.703125,992.296875,0.7
45600,1043324.0187113008,7.65625,992.34375,0.7
45700,1048782.377674793,7.59375,992.40625,0.7
45800,1054189.5501622758,7.546875,992.453125,0.7
45900,1059663.081251536,7.515625,992.484375,0.7
46000,1065140.7613399958,7.421875,992.578125,0.7
46100,1070641.8308360386,7.4375,992.5625,0.7
46200,1076159.723708265,7.421875,992.578125,0.7
46300,1081643.260505472,7.359375,992.640625,0.7
46400,1087132.9024854847,7.390625,992.609375,0.7
46500,1092629.3864701367,7.359375,992.640625,0.7
46600,1098261.6823054024,7.296875,992.703125,0.7
46700,1103826.0517349117,7.125,992.875,0.7
46800,1109434.6007005884,7.0625,992.9375,0.7
46900,1115046.8284801156,7.03125,992.96875,0.7
47000,1120688.1686820867,7.03125,992.96875,0.7
47100,1126353.4856968005,7.015625,992.984375,0.7
47200,1131990.3933319338,7.03125,992.96875,0.7
47300,1137662.6039512472,7.015625,992.984375,0.7
47400,1143347.020653272,7.046875,992.953125,0.7
47500,1149054.3331468503,7.03125,992.96875,0.7
47600,1154785.9234977872,7.03125,992.96875,0.7
47700,1160556.3551333256,7.03125,992.96875,0.7
47800,1166206.6598837464,7.0625,992.9375,0.7
47900,1171973.9315033809,6.984375,993.015625,0.7
48000,1177783.86029265,6.96875,993.03125,0.7
48100,1183594.4554741404,6.953125,993.046875,0.7
48200,1189409.7625069947,6.953125,993.046875,0.7
48300,1195285.458365279,6.96875,993.03125,0.7
48400,1201217.269198321,7.0,993.0,0.7
48500,1207132.7402209237,6.96875,993.03125,0.7
48600,1212950.5800746758,6.953125,993.046875,0.7
48700,1218855.1861120341,6.96875,993.03125,0.7
48800,1224756.4401881793,6.953125,993.046875,0.7
48900,1230656.8276003504,6.9375,993.0625,0.7
49000,1236593.295881244,6.96875,993.03125,0.7
49100,1242452.0078239122,6.953125,993.046875,0.7
49200,1248421.0493242976,6.921875,993.078125,0.7
49300,1254392.8412075697,6.921875,993.078125,0.7
49400,1260380.2455912246,6.953125,993.046875,0.7
49500,1266422.4582596782,6.921875,993.078125,0.7
49600,1272420.0641811872,6.921875,993.078125,0.7
49700,1278454.2156524132,6.9375,993.0625,0.7
49800,1284530.56612933,6.921875,993.078125,0.7
49900,1290597.486750984,6.921875,993.078125,0.7
50000,1296660.9451287307,6.921875,993.078125,0.7
0,0.0,1000.0,0.0,0.75
100,15.957583211785602,1000.0,0.0,0.75
200,18.470222119597583,978.84375,21.15625,0.75
300,21.333071947967305,960.875,39.125,0.75
400,24.94123542474566,939.4375,60.5625,0.75
500,29.80786856750011,914.4375,85.5625,0.75
600,36.56366581871878,888.359375,111.640625,0.75
700,44.85309617536551,862.6875,137.3125,0.75
800,54.54697749605477,835.75,164.25,0.75
900,65.75834205445632,811.765625,188.234375,0.75
1000,78.44406453638753,789.484375,210.515625,0.75
1100,92.59200756263947,768.609375,231.390625,0.75
1200,108.63768945701734,751.75,248.25,0.75
1300,125.76974105546465,736.5625,263.4375,0.75
1400,143.34960760517464,723.625,276.375,0.75
1500,162.22536174233457,710.734375,289.265625,0.75
1600,181.31188000720277,699.015625,300.984375,0.75
1700,201.47971502963432,690.84375,309.15625,0.75
1800,221.91597138586346,683.984375,316.015625,0.75
1900,243.808304152391,677.609375,322.390625,0.75
2000,266.35504017981265,673.03125,326.96875,0.75
2100,290.50159930961706,666.21875,333.78125,0.75
2200,314.7112515372587,659.375,340.625,0.75
2300,340.59574029957724,653.625,346.375,0.75
2400,368.4282995884139,648.859375,351.140625,0.75
2500,396.5173853273811,643.546875,356.453125,0.75
2600,424.1803808360391,635.796875,364.203125,0.75
2700,452.55423737851646,629.21875,370.78125,0.75
2800,481.55775335961505,623.5625,376.4375,0.75
2900,512.7986472895502,616.90625,383.09375,0.75
3000,543.9648219767632,610.140625,389.859375,0.75
3100,577.4230364282796,605.046875,394.953125,0.75
3200,611.7492558326386,599.25,400.75,0.75
3300,649.4124678288921,594.40625,405.59375,0.75
3400,685.1353218371391,588.953125,411.046875,0.75
3500,722.531041228112,582.765625,417.234375,0.75
3600,762.1286267435261,577.640625,422.359375,0.75
3700,803.5434868245411,571.953125,428.046875,0.75
3800,846.57504857203,565.09375,434.90625,0.75
3900,892.1687190808559,559.34375,440.65625,0.75
4000,938.5931417815002,552.90625,447.09375,0.75
4100,985.4744738761128,548.6875,451.3125,0.75
4200,1032.4092961942051,542.609375,457.390625,0.75
4300,1081.1803888556055,536.390625,463.609375,0.75
4400,1129.9682149203145,531.25,468.75,0.75
4500,1184.524068423341,526.234375,473.765625,0.75
4600,1241.2955085446715,518.390625,481.609375,0.75
4700,1300.9427789129822,510.25,489.75,0.75
4800,1364.7008765088967,503.328125,496.671875,0.75
4900,1431.1604046819184,496.640625,503.359375,0.75
5000,1498.3293768027693,490.890625,509.109375,0.75
5100,1567.8609786612221,484.328125,515.671875,0.75
5200,1639.5586909596361,476.53125,523.46875,0.75
5300,1714.2551487660862,468.375,531.625,0.75
5400,1787.7087442183051,462.65625,537.34375,0.75
5500,1863.5200628665716,454.65625,545.34375,0.75
5600,1941.328986524814,447.59375,552.40625,0.75
5700,2020.7574744177866,441.78125,558.21875,0.75
5800,2100.5005130944533,434.078125,565.921875,0.75
5900,2184.054347953626,427.796875,572.203125,0.75
6000,2271.9612079001718,422.03125,577.96875,0.75
