step,nematic,polar,nematic_2,polar_2,fraction_elongated
100,0.0,0.0,0.0,0.0,0.0
200,0.3569783734717063,0.40122298432614917,0.0025932334616935466,0.002817467189621486,0.008421875000000006
300,0.29032007058360976,0.324144770803396,0.0035476349752919145,0.003941423978578086,0.01448437500000001
400,0.2421609382454629,0.26747810429277835,0.004500061121836281,0.0048698441994757214,0.021906249999999995
500,0.20756525099202114,0.23088100515376436,0.0056210747420870925,0.005859193715831821,0.031140624999999995
600,0.20983448371236357,0.2132572822342285,0.0074672728415829965,0.007389881695160861,0.042421875000000005
700,0.19675124205911831,0.18595202155579785,0.009957319010802174,0.008807246237585173,0.055234374999999995
800,0.19655097148034606,0.18283742685019735,0.01241714521136159,0.011217219991991783,0.06917187500000001
900,0.1893943661653505,0.1695635245858754,0.014801010303988468,0.012587882823554664,0.08428125000000004
1000,0.19741142688084104,0.16614916086213405,0.018308922328949484,0.014376202663255599,0.09968750000000004
1100,0.18780147928926563,0.160681822998307,0.020367618870360323,0.016393268713338557,0.11587499999999995
1200,0.17560143256011287,0.159929850881304,0.022827331471370546,0.01892974239167391,0.13062499999999994
1300,0.17643103517491054,0.16007291626360842,0.02583811882081501,0.021829586693425287,0.14562499999999998
1400,0.1730956157971366,0.16424494324942462,0.028179694664757678,0.024334953349358,0.15945312499999992
1500,0.1717109134356823,0.16451194311534045,0.030019364826326916,0.027417874934200705,0.174046875
1600,0.1848617165365351,0.17287511923361484,0.034584804626352446,0.03179961647674612,0.18856250000000002
1700,0.19258562383511543,0.1733914474713875,0.038115972945526766,0.03402795512733494,0.19992187500000003
1800,0.19766089369694986,0.17385540802123983,0.04118489873506371,0.03635048489286587,0.2104843750000001
1900,0.20362130025218517,0.1726426408819279,0.04510198324539316,0.03801147622781098,0.219734375
2000,0.21675819500944637,0.1735106090682966,0.050178386224499064,0.039772855899268426,0.22859374999999998
2100,0.2241208017542126,0.17470625096187312,0.054421298304639924,0.0419677971038622,0.23767187500000003
2200,0.23495887754428757,0.18113137792693462,0.05885300621679494,0.04504855605497432,0.24578125000000015
2300,0.24150593060706102,0.18413028473870402,0.06162002856066427,0.046886460731089805,0.251625
2400,0.24662921179682887,0.1897571181988052,0.06435384243960181,0.04907826646135484,0.25771875
2500,0.24926269981970928,0.1959681168426853,0.06608014506538863,0.051641313437546195,0.26406250000000003
2600,0.25391962942642743,0.20376811947311088,0.06852773399775051,0.054541667940891554,0.26884375
2700,0.2620358348310922,0.20485396639575854,0.07230596505881208,0.056395834573251376,0.27529687500000005
2800,0.2680700045985562,0.212331505801801,0.07527928437122977,0.05995348218036449,0.2806406249999999
2900,0.27257909433719135,0.21690796195909176,0.07823550150743125,0.062606307870644,0.2866718750000001
3000,0.2760685703310309,0.2237650095111848,0.08090351878821554,0.06597238608765152,0.2921875
3100,0.28646862209782836,0.22748648425326828,0.0851124850542361,0.06797194857681392,0.2965000000000001
3200,0.28766411605212533,0.2332723208598707,0.08720393479123664,0.07110086776821067,0.3024687499999999
3300,0.29590254166767277,0.23225297960913668,0.09070061373433994,0.07199168222422096,0.30628125000000006
3400,0.29897616681197975,0.24036750853115962,0.09268043752563768,0.07577250723728472,0.3106250000000001
3500,0.3052204250464265,0.24794014990765978,0.09584589985814194,0.07912468220425435,0.31456249999999997
3600,0.3154375968581382,0.2521570139261753,0.10048214470824107,0.08182084674435382,0.31984374999999987
3700,0.3184287322113745,0.25417909982750386,0.10313909876340022,0.08420641352136417,0.3256875000000001
3800,0.3211875118635109,0.25872076838022223,0.10601864875700458,0.08727529352439564,0.331
3900,0.32777179059266326,0.26415269244553885,0.1102364100680774,0.09063307547367794,0.33643749999999994
4000,0.33399860504254414,0.2680627361734872,0.11434745098054863,0.0935855169860128,0.34184375
4100,0.3329394869344487,0.27617183751674534,0.11537879221868037,0.09732971984975851,0.3452812499999999
4200,0.33793691967376244,0.2848561765426959,0.11825303159081761,0.10131616440688503,0.3485468750000001
4300,0.3318435270816749,0.292316458109227,0.11811909155364796,0.1055964699752429,0.35378124999999994
4400,0.33222367686663395,0.29863617806872145,0.1203685618189597,0.10931400525868856,0.35878124999999983
4500,0.3390973036124442,0.30454544348679957,0.12439563166311249,0.11282571195677392,0.3630937500000002
4600,0.34998875281515823,0.3042024943720452,0.13019047038678622,0.11429752063165512,0.36767187500000004
4700,0.3566633429707424,0.3070967563067253,0.13427440105050892,0.11702905220560872,0.372421875
4800,0.3618300973824235,0.3171120319235658,0.13796502416221423,0.12209531338190248,0.3771562500000001
4900,0.36215961812645936,0.3251302470817692,0.13981161555999239,0.1268640343014688,0.381671875
5000,0.3649623415387543,0.33239942559033625,0.14236196795841383,0.13151297873728154,0.38610937500000003
5100,0.3609400205455096,0.3324482520826496,0.1431091262285976,0.13364631610241026,0.3915625
5200,0.3609512760502035,0.3362050135620322,0.14542428879330724,0.13774782747294717,0.3978749999999999
5300,0.3695282566142713,0.34527873966140854,0.15028443152994128,0.14285467434184657,0.40084375000000005
5400,0.3793924094691827,0.3508991053631949,0.1567630836929438,0.14725197871547938,0.40582812500000004
5500,0.38864332792427797,0.3592046057152571,0.162435725187227,0.15244661230679063,0.41
5600,0.4003716673065786,0.36786181175916205,0.1689640089911061,0.1576922125551659,0.4131406250000001
5700,0.4079056292400443,0.37577308821836997,0.17478206529207302,0.16338952721340866,0.41851562499999995
5800,0.41588658768456677,0.37986954301585,0.18061543111046588,0.16725937401451701,0.42324999999999996
5900,0.42343212665543584,0.39028473053857177,0.18643193046426693,0.17398176131820728,0.4285312499999999
6000,0.4255086325427298,0.40061081750374855,0.18965254887095961,0.1803218523780797,0.4329687499999999
6100,0.4308674211267632,0.4100141010147783,0.19409469922041242,0.18627776577247324,0.43696875
6200,0.43915086026687833,0.41349933959636265,0.20040543079697387,0.1902073033280246,0.44201562499999997
6300,0.4425543573046291,0.4156140772205912,0.20473081889010547,0.193558051477005,0.44732812499999997
6400,0.4468904182598371,0.4204010087470359,0.20843619060365298,0.19734582102189813,0.4507968749999999
6500,0.44837388946995893,0.42458272631057264,0.21146861507722514,0.20116003815794903,0.4553437500000001
6600,0.45595108870535395,0.4300821099346313,0.21644906493039026,0.20520150955372715,0.45995312499999996
6700,0.4642168506045843,0.4389225714636769,0.22245311281850674,0.21174129310215736,0.46501562500000004
6800,0.46834544166313796,0.4434306159208916,0.22724034934169363,0.21630639356621226,0.47017187500000013
6900,0.4746984326172539,0.4524835678669115,0.2332551350756534,0.22292797318009083,0.47487500000000005
7000,0.48132849849624715,0.45624527022951794,0.23939641647671897,0.22779626867030645,0.48035937500000014
7100,0.48289897993658926,0.4608992833079866,0.2432003776393375,0.23303799375459683,0.48596875000000006
7200,0.48542150189610656,0.46122130809249307,0.24756842194079198,0.2359094876408974,0.49065625000000007
7300,0.48472793206630743,0.4624879450134381,0.24995200393845085,0.23962312072178815,0.4954062499999999
7400,0.48762536737621115,0.4670736878758889,0.25470152473364,0.24455853330837626,0.501171875
7500,0.494363037022707,0.46704999921130474,0.26141751230113086,0.2477249242523467,0.5077812499999999
7600,0.5063491333366323,0.47173654143902694,0.2705877717463641,0.2530729434086346,0.51446875
7700,0.5146523806402279,0.478971780806363,0.27707765773536275,0.25880515526754333,0.51825
7800,0.5265920051303583,0.4843160436275086,0.284794492782808,0.26348630627357134,0.5219218750000001
7900,0.5311132738221306,0.4853714310088004,0.29123473573998476,0.2676011179067287,0.5291875
8000,0.5367885593675995,0.4837500591376507,0.29688718909390127,0.2700098973706918,0.5344687499999998
8100,0.5413842980703694,0.48277691217962504,0.3024666609052967,0.2727300877283544,0.5401875
8200,0.5457770949499338,0.4836139035634519,0.30744597787866507,0.2758148833532573,0.5446875000000001
8300,0.5482232495985634,0.4864179459871934,0.31181820979597064,0.2804471880441392,0.55021875
8400,0.5526887933432134,0.49014843338803016,0.317353988174281,0.28606169141338156,0.55565625
8500,0.5556014766097452,0.494790350597016,0.3228994858591876,0.2918570898959711,0.5610937500000001
8600,0.5622272234449708,0.5003550175158361,0.3306644515875431,0.2980999488039803,0.567140625
8700,0.5632830663839608,0.5018892295257392,0.33530872613592716,0.30233235965310445,0.573
