density,nematic,polar,nematic_2,polar_2,nematic_std,polar_std,nematic_2_std,polar_2_std,n_realizations
0.4,0.26020963625753357,0.5356965413829758,0.25195463059516787,0.5180830996925716,0.11512987355847706,0.15755426409145593,0.11509481491076032,0.15847857852730257,128
0.5,0.229880576625611,0.487544758386693,0.21580579382559878,0.45673680109364806,0.10445223796865961,0.1559082383471437,0.10363343895985885,0.15664872394195736,128
0.6,0.19481008297319738,0.4229793431563005,0.17173033018232184,0.37157486776071863,0.10560578481467384,0.1455280792351578,0.10508615151468735,0.1456261180564294,128
0.7,0.16668720925973926,0.32929652529050196,0.1257951608006566,0.2493574081026993,0.06253702393575536,0.12648506023966688,0.054437975103669184,0.11025354838353968,128
0.75,0.14103082324655825,0.26349808359824933,0.09140441896416882,0.1719052043093373,0.04652108231948262,0.10293695295004603,0.036019612827234745,0.08045739565512522,128
0.76,0.13731478617053755,0.26613204188060424,0.0865467022297072,0.168788366187663,0.04639196966436841,0.10784145865456747,0.036955784632143815,0.0839910871853538,128
0.77,0.14187996192616992,0.2625869779559432,0.0865262199959187,0.16127246382986443,0.04652419407683807,0.10187397803231325,0.03785931311548128,0.07927580169809911,128
0.78,0.1333191507577715,0.24371896656796851,0.07515256139238632,0.13876502824849196,0.042159576380006995,0.09709332993216267,0.031643385305826506,0.07140018572764327,128
0.79,0.13013364089567742,0.23999205353991276,0.06979672571696552,0.1301678000138933,0.03832572844325087,0.09766259217954326,0.0272948659504158,0.0668007089663907,128
0.8,0.12415397775082462,0.21789618687299592,0.06099983147338631,0.10731991948504148,0.03827113197114398,0.07383677339977142,0.023998695337636395,0.045394277342905576,128
0.81,0.12081543227317848,0.21191396953564476,0.05490398124290307,0.09634976944873136,0.029228290754749725,0.06338059129114955,0.017568532080030595,0.03506609623885942,128
0.82,0.12409168862004297,0.21191409576073397,0.05315730538733009,0.09205287943288666,0.035751314676477935,0.08067952976191417,0.022817592256734985,0.05198092695949569,128
0.83,0.1264581806623909,0.22512530730329602,0.049197018597715525,0.08869992735221509,0.03541851911354794,0.076383697523722,0.021603220492618317,0.043544589208171024,128
0.84,0.12862274240413404,0.2216093200395569,0.04326588491749761,0.07535493596877788,0.03132803131348753,0.06607856478028822,0.018156550947300485,0.035021402185956015,128
0.845,0.12799063484660822,0.2132223539841328,0.03673745243520719,0.06458886163772087,0.045768019882861846,0.07992005404944358,0.025911340805933332,0.04763323011928482,128
0.848,0.14734364115756973,0.19379735356102837,0.028255485720179323,0.04869067970322187,0.06733949913099413,0.08022278168391274,0.02161347706725133,0.04378643630227365,128
0.85,0.18751791524213268,0.17086433667099518,0.022249638804049288,0.03152396945692254,0.11335790775768682,0.07187810289407522,0.020404955741566293,0.038286049361548176,128
0.852,0.19030121952616416,0.17136809296505703,0.016954377860756882,0.024556293990642145,0.11438499392162309,0.08736405157629466,0.01565101477550811,0.03335381190500284,128
0.855,0.2212222833140602,0.16292182298567315,0.011800497794875114,0.014422683555432548,0.14889487752096753,0.09000040655401498,0.014878343961658975,0.03125023815060831,128
0.86,0.24333579386232074,0.16145660560900424,0.005416800024903035,0.004382073874520008,0.15351743176655025,0.05199926274640727,0.0038530204715316037,0.005847257741161007,128
0.87,0.23301351042606988,0.19190250827177308,0.0029277063393393504,0.0024000730979095854,0.0819837495679602,0.0361988654020795,0.0010505669484759386,0.00045365536502272707,128
0.88,0.31697518025297944,0.273455740675227,0.0018672335693809502,0.001572042741188932,0.0918429902527554,0.056244108361410576,0.0006704690320333744,0.0003404600519878953,128
0.9,0.6116863249831969,0.5897433804112144,0.0006258084043626102,0.0005919285678533594,0.14060647012859165,0.10678122809553516,0.00024743005755468946,0.00019886363757516998,128
