step,mean_aspect_ratio,fraction_elongated
100,1.0,0.0
200,1.001125,0.00028125000000000003
300,1.001,0.00025
400,1.001,0.00025
500,1.00075,0.0001875
600,1.00075,0.0001875
700,1.00075,0.0001875
800,1.00075,0.0001875
900,1.00075,0.0001875
1000,1.00075,0.0001875
1100,1.000625,0.00015625
1200,1.000625,0.00015625
1300,1.000625,0.00015625
1400,1.000625,0.00015625
1500,1.000625,0.00015625
1600,1.000625,0.00015625
1700,1.000625,0.00015625
1800,1.000625,0.00015625
1900,1.0005000000000002,0.000125
2000,1.0005000000000002,0.000125
2100,1.0005000000000002,0.000125
2200,1.000375,9.375e-05
2300,1.000375,9.375e-05
2400,1.000375,9.375e-05
2500,1.000375,9.375e-05
2600,1.000375,9.375e-05
2700,1.000375,9.375e-05
2800,1.000375,9.375e-05
2900,1.000375,9.375e-05
3000,1.000375,9.375e-05
3100,1.000375,9.375e-05
3200,1.000375,9.375e-05
3300,1.000375,9.375e-05
3400,1.000375,9.375e-05
3500,1.000375,9.375e-05
3600,1.000375,9.375e-05
3700,1.000375,9.375e-05
3800,1.000375,9.375e-05
3900,1.000375,9.375e-05
4000,1.000375,9.375e-05
4100,1.000375,9.375e-05
4200,1.000375,9.375e-05
4300,1.000375,9.375e-05
4400,1.000375,9.375e-05
4500,1.000375,9.375e-05
4600,1.000375,9.375e-05
4700,1.000375,9.375e-05
4800,1.000375,9.375e-05
4900,1.000375,9.375e-05
5000,1.000375,9.375e-05
5100,1.000375,9.375e-05
5200,1.000375,9.375e-05
5300,1.000375,9.375e-05
5400,1.000375,9.375e-05
5500,1.000375,9.375e-05
5600,1.000375,9.375e-05
5700,1.000375,9.375e-05
5800,1.000375,9.375e-05
5900,1.000375,9.375e-05
6000,1.000375,9.375e-05
6100,1.000375,9.375e-05
6200,1.000375,9.375e-05
6300,1.000375,9.375e-05
6400,1.000375,9.375e-05
6500,1.000375,9.375e-05
6600,1.000375,9.375e-05
6700,1.000375,9.375e-05
6800,1.000375,9.375e-05
6900,1.000375,9.375e-05
7000,1.000375,9.375e-05
7100,1.0002499999999999,6.25e-05
7200,1.0002499999999999,6.25e-05
7300,1.0002499999999999,6.25e-05
7400,1.0002499999999999,6.25e-05
7500,1.0002499999999999,6.25e-05
7600,1.0002499999999999,6.25e-05
7700,1.0002499999999999,6.25e-05
7800,1.0002499999999999,6.25e-05
7900,1.0002499999999999,6.25e-05
8000,1.0002499999999999,6.25e-05
8100,1.0002499999999999,6.25e-05
8200,1.0002499999999999,6.25e-05
8300,1.0002499999999999,6.25e-05
8400,1.0002499999999999,6.25e-05
8500,1.0002499999999999,6.25e-05
8600,1.0002499999999999,6.25e-05
8700,1.0002499999999999,6.25e-05
8800,1.0002499999999999,6.25e-05
8900,1.0002499999999999,6.25e-05
9000,1.0002499999999999,6.25e-05
9100,1.0002499999999999,6.25e-05
9200,1.0002499999999999,6.25e-05
9300,1.0002499999999999,6.25e-05
9400,1.0002499999999999,6.25e-05
9500,1.0002499999999999,6.25e-05
9600,1.0002499999999999,6.25e-05
9700,1.0002499999999999,6.25e-05
9800,1.0002499999999999,6.25e-05
