step,mean_aspect_ratio,fraction_elongated
100,1.0,0.0
200,1.0030000000000001,0.0007500000000000002
300,1.0030000000000001,0.0007500000000000002
400,1.0033750000000001,0.0008437500000000001
500,1.00425,0.0010625
600,1.0048750000000002,0.0012187500000000002
700,1.005125,0.0012812500000000003
800,1.0056250000000002,0.0014062500000000004
900,1.0063750000000002,0.0015937500000000003
1000,1.007125,0.0017812500000000003
1100,1.007625,0.0019062500000000002
1200,1.0085000000000002,0.002125
1300,1.0096250000000002,0.0024062500000000004
1400,1.01025,0.0025625
1500,1.010875,0.0027187500000000002
1600,1.0117500000000001,0.0029375000000000004
1700,1.0126249999999999,0.00315625
1800,1.0136250000000002,0.0034062500000000004
1900,1.01375,0.0034375000000000005
2000,1.0147500000000003,0.0036875000000000007
2100,1.01525,0.003812500000000001
2200,1.0162499999999999,0.0040625
2300,1.0161250000000002,0.00403125
2400,1.017,0.00425
2500,1.017375,0.00434375
2600,1.0180000000000002,0.0045000000000000005
2700,1.0186250000000001,0.004656250000000001
2800,1.019125,0.00478125
2900,1.01925,0.0048125
3000,1.019625,0.00490625
3100,1.020125,0.00503125
3200,1.0206250000000001,0.00515625
3300,1.0205,0.005125
3400,1.019625,0.004906250000000001
3500,1.019375,0.004843750000000001
3600,1.01925,0.004812500000000001
3700,1.018375,0.004593750000000001
3800,1.018125,0.0045312500000000006
3900,1.0175,0.004375
4000,1.017625,0.0044062500000000004
4100,1.01775,0.0044375000000000005
4200,1.018125,0.0045312500000000006
4300,1.01775,0.0044375000000000005
4400,1.018,0.0045000000000000005
4500,1.0175,0.004375
4600,1.01775,0.0044375000000000005
4700,1.017375,0.00434375
4800,1.0185,0.004625
4900,1.018125,0.00453125
5000,1.017875,0.0044687500000000005
5100,1.017375,0.00434375
5200,1.0175,0.004375
5300,1.01775,0.0044375000000000005
5400,1.01825,0.004562500000000001
5500,1.018375,0.004593750000000001
5600,1.01825,0.004562500000000001
5700,1.0183750000000003,0.004593750000000001
5800,1.0175,0.004375
5900,1.0172500000000002,0.0043125
6000,1.0166250000000001,0.00415625
6100,1.01625,0.0040625
6200,1.016,0.004
6300,1.016,0.004
6400,1.015625,0.00390625
6500,1.0155,0.0038750000000000004
6600,1.0150000000000001,0.0037500000000000003
6700,1.015625,0.00390625
6800,1.0155,0.0038750000000000004
6900,1.0153750000000001,0.0038437500000000004
7000,1.01475,0.0036875000000000007
7100,1.014875,0.0037187500000000007
7200,1.014625,0.0036562500000000006
7300,1.014125,0.0035312500000000005
7400,1.013875,0.0034687500000000005
7500,1.01425,0.0035625000000000006
7600,1.014125,0.0035312500000000005
7700,1.01425,0.0035625000000000006
7800,1.0147500000000003,0.0036875000000000007
7900,1.01525,0.003812500000000001
8000,1.01525,0.003812500000000001
8100,1.0151250000000003,0.0037812500000000008
8200,1.0153750000000001,0.0038437500000000004
8300,1.015875,0.00396875
8400,1.0166250000000001,0.00415625
8500,1.0172500000000002,0.0043125
8600,1.0172500000000002,0.0043125
8700,1.0168750000000002,0.00421875
8800,1.017125,0.00428125
8900,1.0165000000000002,0.004125
9000,1.0158750000000003,0.00396875
9100,1.0157500000000002,0.0039375
9200,1.0157500000000002,0.0039375
9300,1.0157500000000002,0.0039375
9400,1.0161250000000002,0.00403125
9500,1.0161250000000002,0.00403125
