step,mean_aspect_ratio,fraction_elongated
100,1.0,0.0
200,1.0419999999999998,0.010500000000000006
300,1.0725000000000002,0.018125000000000013
400,1.1144999999999998,0.02862500000000002
500,1.1676249999999995,0.04190624999999999
600,1.2337500000000001,0.05843749999999998
700,1.3096249999999996,0.07740624999999998
800,1.3900000000000001,0.09749999999999998
900,1.4671249999999996,0.11678125000000002
1000,1.5470000000000006,0.13675000000000004
1100,1.6276250000000005,0.15690625000000002
1200,1.7005000000000001,0.17512500000000003
1300,1.75675,0.1891875000000001
1400,1.8209999999999997,0.20525000000000007
1500,1.8706250000000004,0.21765625
1600,1.916375,0.22909375000000007
1700,1.9443750000000004,0.23609375000000005
1800,1.96975,0.24243750000000017
1900,1.992375,0.24809375
2000,2.022375,0.2555937500000001
2100,2.052,0.263
2200,2.07325,0.26831249999999995
2300,2.085375,0.27134375000000005
2400,2.1041250000000007,0.27603125000000006
2500,2.1289999999999996,0.28225000000000006
2600,2.144875,0.2862187500000001
2700,2.174375,0.29359375
2800,2.1975000000000007,0.299375
2900,2.21275,0.3031875
3000,2.2351249999999996,0.30878125
3100,2.259750000000001,0.3149375
3200,2.281,0.3202499999999999
3300,2.2948750000000007,0.32371875
3400,2.312750000000001,0.3281875
3500,2.338875,0.33471874999999995
3600,2.3588750000000003,0.3397187499999999
3700,2.36875,0.3421875
3800,2.389125000000001,0.3472812500000001
3900,2.4041250000000005,0.35103125
4000,2.41525,0.3538125
4100,2.429625,0.35740625
4200,2.441,0.3602499999999999
4300,2.4577500000000008,0.3644375
4400,2.4767499999999996,0.3691874999999999
4500,2.4941250000000004,0.3735312500000001
4600,2.507625,0.37690625000000005
4700,2.529625,0.3824062500000002
4800,2.5487499999999996,0.38718749999999996
4900,2.566625000000001,0.39165625000000004
5000,2.5783750000000003,0.39459375000000013
5100,2.58725,0.39681250000000007
5200,2.5972500000000003,0.3993125
5300,2.614499999999999,0.4036250000000001
5400,2.621125000000001,0.40528125000000004
5500,2.6366249999999996,0.40915625000000005
5600,2.6671249999999995,0.41678124999999994
5700,2.6885,0.4221249999999999
5800,2.715000000000001,0.42875000000000013
5900,2.7436249999999993,0.43590625
6000,2.767375,0.44184375000000004
6100,2.7871249999999996,0.44678125
6200,2.8108750000000002,0.45271874999999984
6300,2.83925,0.45981249999999996
6400,2.8563749999999994,0.46409375000000014
6500,2.883374999999999,0.4708437500000001
6600,2.9136250000000015,0.4784062499999999
6700,2.9389999999999996,0.48474999999999996
6800,2.963375,0.49084375
6900,2.9956250000000004,0.4989062499999999
7000,3.0233749999999997,0.50584375
7100,3.054249999999999,0.5135624999999999
7200,3.078125,0.5195312500000001
7300,3.105,0.52625
7400,3.1317499999999994,0.5329375
7500,3.1570000000000005,0.5392500000000002
7600,3.1799999999999997,0.545
7700,3.215499999999999,0.5538750000000001
7800,3.242749999999999,0.5606875
7900,3.2718750000000005,0.5679687499999998
8000,3.3058750000000003,0.5764687499999998
8100,3.3406249999999993,0.58515625
8200,3.3733750000000002,0.5933437500000001
8300,3.4063749999999997,0.6015937499999999
8400,3.4328750000000006,0.6082187499999999
8500,3.4493750000000007,0.6123437499999997
