step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,1605.0703125,63.4765625,33.828125,0.0,0.0,0.0,47.0078125,1935.8359375,6.8671875,0.0,0.0,0.0
200,133.546875,5.9921875,4.5625,986.0546875,29.875,24.8046875,115.25,7.7578125,5.90625,49.921875,1719.328125,20.46875
300,166.1328125,12.1328125,9.03125,670.140625,60.15625,48.1015625,135.46875,16.671875,11.8671875,51.9453125,1615.625,19.1484375
400,163.2734375,18.859375,13.671875,558.9453125,84.1484375,61.84375,130.3515625,24.765625,17.765625,54.890625,1550.125,27.734375
500,155.03125,26.546875,17.296875,515.2109375,102.3359375,72.40625,122.0859375,33.2109375,22.1640625,58.375,1501.5546875,32.59375
600,144.78125,34.0078125,22.65625,496.296875,118.875,78.34375,112.765625,43.6328125,28.1875,62.7109375,1452.3125,45.7734375
700,135.140625,44.28125,26.609375,481.7109375,138.546875,88.890625,104.078125,52.3515625,33.3046875,63.7265625,1449.9453125,34.9140625
800,128.4609375,52.7265625,31.53125,474.3828125,133.296875,94.265625,97.890625,64.453125,37.9921875,66.328125,1400.4921875,52.5859375
900,122.3671875,60.828125,35.3125,463.2734375,154.109375,105.1171875,93.109375,75.140625,41.8046875,67.453125,1375.015625,64.5546875
1000,117.9375,68.40625,39.1484375,455.296875,172.1953125,108.3125,89.078125,83.3515625,45.25,69.015625,1370.9765625,58.109375
1100,112.921875,77.9765625,45.2265625,448.7578125,173.453125,113.140625,85.484375,93.3203125,52.125,70.15625,1324.6953125,79.7734375
1200,108.3359375,86.5,47.390625,438.7734375,187.34375,122.6640625,81.71875,103.9921875,55.0078125,72.671875,1276.21875,109.703125
1300,106.3203125,98.140625,49.1484375,437.625,195.65625,132.65625,80.078125,112.9296875,55.515625,72.6484375,1292.5625,84.8515625
1400,103.1640625,103.4453125,49.5078125,436.078125,200.078125,129.3671875,77.2421875,119.171875,55.1953125,72.2265625,1280.25,84.875
1500,100.1328125,108.90625,51.09375,433.3359375,212.0625,138.75,75.8359375,126.125,57.328125,71.2734375,1296.265625,80.265625
1600,98.9609375,116.203125,50.6015625,431.8515625,231.546875,138.2265625,73.6484375,131.4296875,57.2578125,72.484375,1299.03125,66.875
1700,96.28125,114.203125,50.0859375,429.0546875,236.625,134.4453125,71.8671875,130.2578125,56.21875,71.578125,1307.1640625,71.5234375
1800,96.1171875,108.9921875,54.0234375,423.328125,254.78125,142.3046875,71.75,127.59375,58.2421875,71.6171875,1298.7890625,84.640625
1900,94.734375,118.5078125,48.3125,419.6640625,268.390625,150.1328125,71.65625,131.0859375,53.5078125,71.5390625,1297.546875,90.4921875
2000,94.515625,110.1328125,51.109375,423.546875,266.0703125,149.5546875,70.8046875,128.703125,53.5703125,71.1875,1292.0078125,96.109375
2100,90.46875,120.828125,48.765625,422.15625,282.09375,162.5703125,67.4453125,138.15625,52.5,72.296875,1317.6484375,75.8984375
2200,90.328125,119.9296875,47.6484375,416.3125,289.609375,162.7421875,67.703125,137.3984375,52.5859375,73.4375,1302.3984375,81.4375
2300,88.578125,122.1953125,48.296875,411.1484375,306.15625,160.4765625,66.1484375,139.78125,53.6953125,72.7265625,1310.46875,78.3359375
2400,85.2265625,122.1484375,53.921875,411.109375,324.125,155.2890625,65.09375,142.609375,57.3359375,72.34375,1310.7578125,81.515625
2500,85.03125,123.0078125,51.2421875,408.4375,338.4921875,158.25,64.140625,139.765625,58.34375,74.1640625,1293.9609375,79.234375
2600,83.171875,124.375,50.0,408.5078125,340.2578125,158.5625,62.6953125,137.5625,56.71875,71.875,1324.375,72.65625
