step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,145.953125,1809.9765625,6.078125,0.0,0.0,0.0,1.7265625,1999.203125,0.578125,0.0,0.0,0.0
200,81.28125,1441.921875,11.546875,345.8046875,9.1015625,5.984375,14.609375,1548.6484375,6.515625,103.625,135.796875,48.625
300,88.59375,1444.8515625,16.359375,326.7890625,8.1015625,5.5546875,9.390625,1590.5078125,5.078125,116.671875,77.6875,35.4765625
400,98.671875,1423.7421875,19.7734375,321.484375,8.3203125,5.5234375,7.09375,1602.5390625,4.109375,120.7109375,62.46875,31.1953125
500,109.5546875,1388.234375,22.734375,324.1484375,9.1171875,5.6484375,7.1328125,1599.3125,3.9609375,120.890625,62.78125,28.8203125
600,119.9375,1350.125,27.125,321.9296875,9.65625,6.3046875,6.953125,1599.5078125,3.7890625,117.9375,62.4453125,31.109375
700,131.9765625,1288.921875,36.2421875,325.9921875,10.703125,6.671875,7.1171875,1590.2421875,3.84375,115.6328125,66.1171875,33.1484375
800,139.3203125,1261.28125,40.3203125,324.734375,11.890625,7.2265625,7.34375,1588.2578125,3.8515625,113.078125,70.96875,33.1171875
900,145.25,1230.875,45.0,322.78125,13.8046875,7.8359375,7.453125,1586.6875,3.7421875,109.78125,73.078125,31.6484375
1000,145.640625,1204.890625,55.875,317.3515625,15.203125,8.9296875,7.6171875,1585.125,3.5625,106.375,83.1484375,34.6640625
1100,144.125,1186.3515625,56.671875,315.4765625,18.0,9.0859375,8.796875,1576.96875,4.5546875,103.3359375,91.390625,35.5546875
1200,142.65625,1188.140625,57.5625,306.203125,20.9765625,9.4921875,8.78125,1579.9921875,4.3671875,99.953125,99.5859375,39.9921875
1300,137.75,1194.8203125,54.640625,301.1171875,22.7265625,10.515625,9.953125,1576.4453125,4.6796875,96.7109375,108.21875,39.4296875
1400,132.703125,1207.9140625,56.8515625,294.6015625,24.0625,12.3046875,10.203125,1574.328125,5.328125,93.953125,117.7578125,40.5234375
1500,124.890625,1241.90625,51.078125,288.0625,27.1171875,12.8515625,10.6015625,1574.484375,5.359375,91.53125,121.875,42.609375
1600,118.0078125,1259.859375,41.8359375,281.7421875,31.6796875,14.6015625,11.0,1570.8203125,5.4296875,87.46875,134.8984375,45.9921875
1700,110.1328125,1285.2265625,46.53125,273.1484375,35.296875,15.5390625,11.390625,1568.765625,5.6640625,86.4453125,139.8984375,48.59375
1800,106.203125,1301.65625,40.0390625,269.5,36.28125,17.34375,12.25,1562.359375,6.0,83.15625,151.3046875,50.0859375
1900,101.078125,1314.0546875,36.4375,265.1328125,41.0625,18.2421875,12.6484375,1555.265625,6.8203125,79.2578125,171.8359375,46.2578125
2000,97.8515625,1317.1484375,37.5546875,261.5546875,42.96875,19.8203125,13.2421875,1547.15625,7.2109375,76.75,173.0078125,52.8359375
2100,91.1484375,1339.5625,33.1875,255.515625,47.015625,21.375,13.7578125,1543.5,7.8671875,74.8984375,182.890625,50.0078125
2200,84.9453125,1349.03125,31.6796875,251.625,50.6171875,20.796875,13.9140625,1537.671875,7.6640625,72.28125,198.921875,50.828125
2300,80.734375,1362.4140625,27.453125,247.6953125,55.0234375,22.6953125,14.671875,1528.7109375,9.015625,70.4609375,206.3515625,50.0234375
2400,76.734375,1370.8515625,27.0546875,242.7265625,55.7265625,25.109375,15.0859375,1524.1640625,8.5078125,68.3671875,215.75,55.6640625
2500,73.4296875,1372.9375,24.59375,242.25,61.0546875,25.984375,15.875,1511.6640625,9.53125,65.5546875,228.984375,56.7265625
2600,70.2578125,1379.1171875,20.078125,240.3359375,64.6328125,26.3046875,16.1171875,1501.6953125,10.2109375,64.0546875,244.0625,56.0625
2700,70.3046875,1372.859375,21.75,235.8671875,69.1484375,28.4765625,16.21875,1495.1171875,9.453125,62.0390625,258.1015625,57.5625
2800,66.625,1363.3671875,26.5,236.34375,73.1171875,29.046875,17.0,1481.046875,11.421875,61.875,273.421875,55.140625
2900,64.734375,1368.140625,22.1640625,233.984375,74.8203125,32.5234375,17.625,1472.34375,11.1796875,59.890625,268.796875,62.546875
3000,62.890625,1366.359375,21.25,231.75,77.265625,33.3828125,18.3046875,1460.625,13.15625,58.03125,289.2734375,61.65625
3100,59.9765625,1365.6015625,18.65625,231.0,86.40625,33.3984375,18.5390625,1450.8203125,11.34375,56.515625,297.78125,63.25
3200,59.109375,1355.7734375,19.1953125,229.609375,90.6953125,36.484375,19.1328125,1432.484375,15.0703125,54.609375,320.1015625,58.1875
3300,56.890625,1349.625,20.9375,228.2109375,92.2734375,41.4296875,19.328125,1421.0625,15.1484375,53.421875,325.6796875,66.2734375
3400,56.34375,1338.296875,21.1171875,227.5625,98.4296875,42.4921875,20.28125,1406.203125,16.9765625,52.546875,331.5546875,69.671875
3500,56.15625,1322.609375,28.5546875,225.9765625,97.03125,45.84375,20.2578125,1398.625,15.1796875,52.5703125,336.65625,74.0078125
3600,54.796875,1316.6015625,24.375,223.7265625,96.9921875,47.390625,20.4609375,1383.8359375,18.515625,50.59375,333.125,82.21875
3700,54.0546875,1313.5390625,21.9921875,225.546875,98.578125,47.5078125,21.328125,1374.3984375,17.5234375,50.78125,353.578125,79.796875
3800,53.8515625,1302.7578125,21.7734375,225.234375,107.84375,47.765625,21.15625,1366.453125,15.890625,50.3515625,356.2421875,77.78125
3900,51.671875,1300.9453125,23.328125,223.078125,113.59375,45.609375,21.1484375,1361.953125,14.90625,49.34375,374.5234375,76.0859375
4000,50.6171875,1287.109375,27.2265625,221.5390625,123.015625,50.0703125,21.9453125,1348.828125,16.3046875,48.890625,376.375,73.6328125
4100,51.0546875,1280.3984375,24.484375,221.578125,115.4609375,52.859375,22.625,1336.65625,17.9375,47.625,409.1953125,60.2265625
4200,50.484375,1270.078125,25.21875,222.28125,119.3671875,54.0078125,21.8515625,1327.546875,17.4140625,46.578125,411.625,69.4765625
4300,50.9765625,1262.203125,23.9140625,220.4140625,130.875,52.6953125,23.2890625,1312.71875,19.7265625,46.3046875,420.40625,71.875
4400,49.8046875,1248.25,28.4921875,219.8984375,131.203125,54.15625,22.8515625,1304.6015625,20.7578125,45.96875,418.953125,74.734375
4500,49.1484375,1243.03125,28.0390625,221.234375,134.28125,58.578125,23.328125,1293.6953125,22.375,45.4921875,439.3671875,63.8359375
4600,49.78125,1228.4765625,29.765625,223.2890625,144.6015625,56.1484375,23.7265625,1281.03125,22.5390625,45.828125,444.28125,66.15625
4700,49.4140625,1219.9453125,35.1484375,220.921875,140.78125,60.2578125,23.8515625,1275.0546875,24.6796875,44.5546875,460.765625,66.7265625
4800,50.796875,1194.5625,40.09375,225.7265625,143.3984375,62.7421875,24.1171875,1257.3203125,28.2109375,44.3125,467.28125,71.2890625
4900,49.890625,1183.1171875,43.3046875,225.3984375,154.8359375,60.0546875,24.171875,1236.015625,35.8515625,44.765625,478.1796875,67.3984375
5000,49.4140625,1177.140625,44.6328125,224.9453125,149.921875,62.7421875,23.890625,1233.828125,32.9609375,44.6875,475.015625,70.15625
5100,50.40625,1162.6171875,42.9375,226.9296875,157.09375,62.9609375,24.8515625,1216.28125,35.4609375,43.0703125,506.4296875,62.59375
5200,50.4140625,1163.15625,42.7890625,222.6875,158.328125,66.5625,24.9375,1217.4921875,33.0234375,42.734375,501.9609375,71.5546875
5300,50.328125,1149.0859375,49.6484375,222.40625,159.2109375,72.40625,25.9921875,1202.09375,38.265625,43.125,508.8828125,69.5390625
5400,51.3203125,1153.2578125,41.765625,223.6953125,164.25,67.75,25.3828125,1213.0859375,27.109375,44.515625,481.2890625,88.09375
5500,50.609375,1132.984375,52.1015625,223.609375,160.8359375,69.765625,25.203125,1192.40625,40.2421875,43.515625,511.7890625,73.0625
5600,51.0703125,1131.21875,46.3359375,223.265625,165.3515625,71.6015625,25.828125,1182.4375,40.0546875,42.609375,517.75,76.2578125
5700,50.5390625,1124.0625,46.75,223.3828125,166.0546875,70.5625,25.7421875,1180.4296875,35.53125,44.1640625,508.9921875,80.9921875
5800,51.1640625,1099.3671875,59.0390625,227.0859375,166.3046875,70.0078125,26.453125,1159.875,43.609375,43.3359375,541.625,69.2734375
