step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,1891.3046875,8.625,4.8671875,0.0,0.0,0.0,157.25,1566.5078125,96.0703125,0.0,0.0,0.0
200,78.21875,3.4921875,2.6484375,956.640625,27.9140625,23.765625,73.1171875,4.140625,3.140625,130.1171875,853.4296875,232.484375
300,100.2265625,5.375,4.1484375,737.4375,54.0546875,42.96875,90.6796875,6.265625,5.0234375,107.25,1261.75,188.3828125
400,105.0703125,7.3984375,5.3984375,651.28125,77.90625,59.3046875,91.96875,9.109375,6.59375,101.6796875,1292.9453125,173.921875
500,106.75,10.171875,7.078125,611.796875,97.65625,71.5625,92.21875,12.25,8.234375,100.421875,1261.6640625,189.0390625
600,105.8125,13.140625,8.5078125,591.25,115.1875,83.3984375,90.09375,15.8828125,10.3984375,102.4609375,1263.5234375,190.28125
700,103.6171875,16.7578125,10.6796875,581.421875,129.125,90.53125,87.3671875,19.640625,12.3828125,104.234375,1228.78125,194.9609375
800,100.6171875,19.265625,12.265625,569.0859375,147.7421875,101.40625,83.5546875,22.796875,14.5546875,106.921875,1188.53125,197.3359375
900,100.0703125,20.375,13.6875,562.796875,162.1328125,107.375,81.9140625,24.671875,16.546875,107.0078125,1206.640625,194.578125
1000,95.6484375,23.46875,15.2734375,558.796875,169.9921875,108.4375,78.8046875,28.015625,17.6484375,109.4921875,1226.9609375,172.5234375
1100,92.8359375,27.75,16.3359375,547.390625,185.21875,123.8671875,75.515625,32.140625,18.921875,109.328125,1223.3203125,169.4375
1200,90.4296875,31.5859375,17.703125,537.7734375,204.265625,129.1953125,73.828125,36.65625,20.578125,109.8515625,1182.3984375,200.0390625
1300,88.2734375,36.828125,19.4921875,536.125,212.2421875,133.2890625,71.15625,42.4921875,22.4765625,110.125,1172.8046875,194.7578125
1400,87.171875,40.2265625,21.34375,528.9921875,225.8359375,143.4140625,70.0234375,46.2109375,24.9609375,110.5859375,1215.1875,154.2578125
1500,84.5703125,44.1171875,24.2734375,525.1484375,233.265625,142.96875,67.9609375,51.1796875,26.5703125,111.859375,1192.0859375,167.53125
1600,82.0625,45.515625,25.5,521.671875,238.4140625,150.109375,66.3359375,51.15625,28.0,111.328125,1165.046875,176.7421875
1700,79.5703125,48.7890625,25.4609375,518.078125,271.1640625,151.59375,64.015625,56.796875,27.7890625,111.21875,1153.4453125,183.3359375
1800,79.625,49.90625,26.6171875,514.328125,258.640625,151.015625,63.8046875,57.671875,29.40625,111.59375,1180.2265625,175.796875
1900,79.09375,54.4765625,26.171875,513.078125,271.2734375,159.2109375,62.546875,60.9296875,30.1328125,110.8125,1177.0078125,179.953125
2000,77.5078125,54.8125,28.0625,511.7734375,292.515625,165.6328125,61.0703125,62.9375,30.6484375,109.9765625,1210.484375,163.453125
2100,76.65625,54.6171875,28.53125,509.4375,282.3984375,164.8671875,60.5390625,62.46875,30.6328125,109.5078125,1144.4375,189.3203125
2200,74.90625,55.4765625,28.2421875,513.2578125,286.546875,160.2265625,59.3828125,63.5859375,30.6875,110.9765625,1165.328125,180.1171875
2300,73.4609375,56.125,28.3984375,509.7421875,298.4140625,171.6328125,58.015625,64.1171875,31.109375,110.828125,1175.109375,190.0390625
2400,71.6875,55.2421875,28.5390625,505.7734375,308.703125,168.0859375,57.5625,61.6640625,31.3828125,109.8515625,1207.7890625,176.546875
2500,72.359375,56.671875,29.9375,496.890625,310.5859375,175.359375,56.7421875,66.2421875,32.4140625,109.3203125,1159.7421875,187.0234375
2600,70.5234375,58.0390625,29.6796875,498.3671875,323.9921875,179.7109375,56.2578125,67.546875,32.6484375,110.5859375,1189.34375,181.1328125
2700,69.125,59.4140625,31.7109375,494.6953125,353.2890625,182.296875,55.015625,67.953125,34.484375,108.6328125,1224.7734375,160.8984375
2800,69.265625,59.140625,31.2109375,488.703125,355.8046875,187.453125,54.3125,65.7109375,34.4375,109.8828125,1204.6875,176.5234375
2900,69.2265625,59.7265625,30.1875,490.0390625,371.1953125,191.1484375,55.203125,66.1953125,33.359375,108.8046875,1229.9296875,159.9453125
3000,68.3828125,59.1640625,29.3984375,489.7734375,389.0703125,187.515625,53.8046875,66.4609375,31.53125,108.8203125,1247.1875,151.140625
3100,67.09375,57.4453125,29.3671875,490.703125,389.1875,182.375,53.7890625,63.6015625,31.96875,108.515625,1225.34375,175.9921875
3200,66.1484375,58.9453125,27.8125,484.0,424.5,177.3984375,53.15625,64.6015625,30.3984375,107.515625,1218.1328125,179.0859375
3300,65.6796875,55.6484375,26.921875,478.890625,439.53125,183.6875,52.2421875,61.2890625,30.4375,106.5234375,1260.1171875,150.546875
3400,66.1015625,55.59375,27.9921875,478.8828125,448.4765625,189.6796875,52.7890625,61.21875,30.359375,106.8515625,1299.8359375,130.78125
3500,64.546875,54.8828125,27.8046875,480.3671875,458.6328125,194.484375,51.359375,60.265625,30.0390625,108.3984375,1284.8515625,149.7421875
3600,63.109375,55.8203125,26.84375,478.1953125,482.8046875,194.7578125,50.6875,61.2109375,29.3671875,107.140625,1300.6953125,125.765625
3700,63.1484375,54.25,28.3671875,473.625,470.6171875,202.4296875,50.8515625,59.171875,30.71875,107.96875,1272.015625,156.7421875
3800,62.265625,58.8359375,28.65625,469.328125,475.03125,200.6796875,49.46875,63.734375,31.0234375,108.21875,1267.3515625,144.796875
3900,60.5234375,60.7109375,30.21875,467.8125,486.421875,205.7421875,49.1015625,65.984375,32.6875,109.484375,1269.46875,151.8046875
4000,59.7421875,62.4140625,33.046875,467.140625,501.8984375,204.453125,48.0859375,70.3671875,34.046875,109.125,1240.703125,174.2265625
4100,59.0234375,61.9375,31.8203125,463.234375,529.9453125,200.2421875,47.1953125,68.578125,34.34375,108.5,1285.390625,147.5078125
4200,58.578125,64.7109375,31.6875,459.4765625,532.84375,205.5234375,46.875,69.3671875,34.0390625,109.40625,1265.515625,156.3046875
4300,57.8828125,63.9765625,34.171875,457.90625,552.8984375,184.28125,46.625,68.4609375,36.796875,110.09375,1256.4453125,151.359375
4400,58.515625,63.15625,32.890625,458.15625,535.140625,198.5234375,46.8515625,68.3203125,35.453125,109.09375,1283.4609375,135.8046875
4500,58.515625,61.8046875,33.2265625,458.1875,578.2734375,194.7109375,46.453125,67.703125,36.8984375,109.4609375,1273.1953125,151.8984375
4600,57.03125,64.28125,34.4765625,460.1796875,586.8125,185.7578125,45.3984375,69.046875,36.4140625,110.03125,1277.65625,141.9765625
4700,57.0859375,62.7421875,33.8828125,457.59375,588.5234375,190.9921875,45.578125,70.4140625,35.234375,108.640625,1330.6015625,109.78125
4800,57.0234375,64.9609375,31.5546875,457.328125,597.609375,183.3359375,44.9375,71.2578125,33.796875,108.5078125,1325.5078125,121.640625
4900,56.03125,64.3359375,33.5390625,453.625,610.2421875,179.4765625,44.4921875,70.8359375,34.9375,108.46875,1286.9921875,138.375
5000,55.0625,63.3515625,32.9609375,453.8984375,581.046875,196.4609375,43.7734375,68.5546875,35.8515625,106.734375,1331.0625,111.8515625
5100,53.9921875,65.671875,33.046875,456.3671875,616.3984375,176.1015625,43.765625,69.578125,35.765625,108.6796875,1296.53125,139.125
5200,53.65625,66.0703125,33.625,452.8984375,617.1484375,179.484375,43.0703125,70.3203125,35.6640625,109.5,1296.375,131.1875
5300,54.2890625,62.4609375,31.5,454.0859375,620.2734375,185.4609375,43.8671875,68.8359375,33.7265625,109.3203125,1288.546875,139.578125
