seed,nematic,polar,nematic_2,polar_2,fraction_elongated
1099062448631258,0.9440023702809274,0.5520249850834767,0.9370581663106955,0.5479040333033395,0.9925800000000004
853827592514924,0.9591144041349999,0.4782887180237568,0.95719617532673,0.4773321405877091,0.9979999999999994
1052030010736714,0.909862701574787,0.16493679446796353,0.7651945320243958,0.1387118441475573,0.8410000000000005
993068073743470,0.9127223749196506,0.9661275364661647,0.9127223749196506,0.9661275364661647,1.0
375074238073900,0.9127220542223039,0.7817826419091612,0.9099838880596371,0.7794372939834338,0.997
416178520884477,0.0,0.0,0.0,0.0,0.0
874051135843279,0.9433534399192322,0.9621316921208835,0.9433534399192322,0.9621316921208835,1.0
12944511869278,0.9093469937876938,0.9433179692196464,0.9051987946635209,0.9390161854192002,0.9954400000000008
542029227742456,0.9153786914244535,0.9606149016357476,0.9153786914244535,0.9606149016357476,1.0
1011744331896734,0.9567959775205469,0.34534759645216156,0.9558391815430263,0.34500224885570935,0.9990000000000004
211701226972609,0.9270539846788995,0.9675486611868459,0.9270539846788995,0.9675486611868459,1.0
292918525777755,0.9491020930642681,0.6921746426729182,0.9491020930642681,0.6921746426729182,1.0
731147908347497,0.9306275420907018,0.9214433132601674,0.9306275420907018,0.9214433132601674,1.0
985549376192247,0.9787592704171257,0.023513238251920848,0.9787592704171257,0.023513238251920848,1.0
873456432950595,0.0,0.0,0.0,0.0,0.0
422219896800918,0.9563352097594199,0.28085696094625057,0.9537932600509309,0.28010388445488493,0.9973400000000006
900740014674953,0.9726492747841496,0.9315246884574172,0.9726492747841496,0.9315246884574172,1.0
1020578668480920,0.9224710922353634,0.9564057580856828,0.9215486211431282,0.9554493523275971,0.9990000000000004
343569160877337,0.9173986848100748,0.6226997262828344,0.9155638874404549,0.6214543268302687,0.9979999999999994
78804909138230,0.9603201747496325,0.5262139111772658,0.759803855634015,0.416335025355586,0.7911999999999998
333614425743970,0.913053148114748,0.7010214507193565,0.9098023375295452,0.698516608370703,0.9964400000000002
974443487743328,0.9031420101645504,0.9298829848308777,0.9030882169788135,0.9298270426890598,0.99994
703985244396274,0.9740236422195662,0.6476898830869142,0.9730496185773468,0.6470421932038272,0.9990000000000004
1122578106359740,0.9242085387194682,0.33895968200678955,0.8890886142481282,0.32607921409053153,0.9620000000000011
492938554100859,0.9431451391002588,0.3624267349756531,0.9431451391002588,0.3624267349756531,1.0
170902461924754,0.9541198811337999,0.03914719804735402,0.9531657612526662,0.03910805084930666,0.9990000000000004
260045648084392,0.9512047399876381,0.8145566375132526,0.9512047399876381,0.8145566375132526,1.0
450419983107763,0.0,0.0,0.0,0.0,0.0
543308666121182,0.9481652468674437,0.3924992480370437,0.9472170816205764,0.39210674878900653,0.9990000000000004
593849570694833,0.9492365514677679,0.8801226773590339,0.9482873149162998,0.8792425546816749,0.9990000000000004
582382717235568,0.9148723431774205,0.7987862543686646,0.9139574708342435,0.7979874681142962,0.9990000000000004
1123570616129223,0.9153393881032689,0.7578263808475434,0.9153393881032689,0.7578263808475434,1.0
680622798933824,0.983266937856793,0.01300420089061347,0.983266937856793,0.01300420089061347,1.0
201764007966294,0.911695792817946,0.7649894429244738,0.9089607054394923,0.7626944745957002,0.997
453356923466257,0.9355133186854369,0.8536177669483556,0.935401143769218,0.8535151734262282,0.99988
346214149398000,0.9645367421730348,0.6569937092830513,0.9626076686886883,0.6556797218644854,0.9979999999999994
353918643079908,0.9502485691091881,0.167704963176968,0.9492413570662308,0.16752729417768378,0.9989400000000004
971536625474344,0.9291951622335979,0.8932582433616182,0.9291951622335979,0.8932582433616182,1.0
799035771825238,0.9658734090596609,0.7841930777625505,0.9620099154234222,0.7810563054515004,0.9960000000000006
1114806189928891,0.9423187378376197,0.7050848981514135,0.9423187378376197,0.7050848981514135,1.0
216465895742590,0.9082533622903572,0.7253218832931981,0.9073451089280673,0.7245965614099046,0.9990000000000004
926435018171726,0.9254684759664019,0.9416964025713412,0.9245430074904353,0.94075470616877,0.9990000000000004
744517311885370,0.9228275621947231,0.8426008512987874,0.9209819070703337,0.8409156495961894,0.9979999999999994
812580382463326,0.958273756917198,0.7326886835594629,0.9573154831602814,0.7319559948759036,0.9990000000000004
521742092743191,0.9595513949005345,0.6791693704115856,0.9584896225921312,0.6784021968824147,0.9988800000000001
1008612444973162,0.9337199945626082,0.6428751635024952,0.9112740885077649,0.6274147780308874,0.975959999999999
121838283310165,0.0,0.0,0.0,0.0,0.0
431006493426170,0.9657463129512344,0.3850597708941858,0.9638148203253314,0.38428965135239734,0.9979999999999994
765322069857382,0.8885820356724332,0.880799121021388,0.8809977748119299,0.8732792517456437,0.9914599999999999
725201757884584,0.9571449900966794,0.7487761705216681,0.9553306689426777,0.7473470120979279,0.9981
184656659025018,0.9596754412491955,0.21574117583031943,0.9596754412491955,0.21574117583031943,1.0
1034686135547599,0.0,0.0,0.0,0.0,0.0
380972098894405,0.9257110921297276,0.5617698070107875,0.9257110921297276,0.5617698070107875,1.0
742183958399040,0.0,0.0,0.0,0.0,0.0
37852570490343,0.9682627048621464,0.37155768868318895,0.9682627048621464,0.37155768868318895,1.0
734109262104827,0.9272655854409239,0.9259210944014826,0.9272655854409239,0.9259210944014826,1.0
401686787590537,0.9174855731918128,0.9557306689557796,0.9165680876186209,0.9547749382868238,0.9990000000000004
350020380685320,0.0,0.0,0.0,0.0,0.0
484612500106051,0.949271683734001,0.7314791122690636,0.949271683734001,0.7314791122690636,1.0
604884003999171,0.9532519886282731,0.07068161235708609,0.9488300843538496,0.07035303240421728,0.9953600000000007
501697692195937,0.9281747386945414,0.8315956984161735,0.9281747386945414,0.8315956984161735,1.0
