step,nematic,polar,nematic_2,polar_2
100,0.0,0.0,0.0,0.0
200,0.04270978456841739,0.05283320784080739,0.0072872678189329345,0.00889906064573039
300,0.044116998972096415,0.05958813927316326,0.006824798029684979,0.008998266615281848
400,0.05040484052739376,0.06742629267011943,0.007453995559253018,0.009874022709006414
500,0.05114802031527132,0.06706231553485903,0.0075592566761673915,0.009833112813013146
600,0.049850254875744966,0.061257387213408676,0.0071882221760757046,0.008967039194679097
700,0.04818950470426367,0.06383098260343714,0.007130994156816592,0.009539770783278815
800,0.05869839460892914,0.07096538196876265,0.008697352019784325,0.0105396885679039
900,0.06027118770611953,0.06755964025312802,0.00894544268097194,0.010086410405601556
1000,0.061534398469639935,0.07487209755140366,0.009194389629550253,0.011327121902464992
1100,0.054502251280723696,0.07406373308568022,0.00828706520749801,0.011230063317787036
1200,0.05992634424395303,0.07654179684209245,0.009114342603779697,0.011710715533772512
1300,0.058716324497214166,0.08206111057103446,0.008960571546320625,0.012775828828801846
1400,0.05740896672996225,0.07582306646776525,0.008912662466586107,0.011956299411174385
1500,0.055580581378458664,0.08989960500492941,0.008555559220533793,0.014058607314880081
1600,0.059812886702041844,0.08435603138770316,0.009471400994054281,0.013577407130458453
1700,0.06159969542483702,0.09707255863901171,0.009848191874225485,0.01585980221075943
1800,0.06147641582083399,0.09483831823244145,0.009925773310140548,0.015728228986605336
1900,0.05971501695412213,0.0984326895732009,0.009717953116345993,0.016157825391371738
2000,0.06485446175296349,0.09593413917886583,0.010459763749924236,0.015787824249743433
2100,0.06117552441780232,0.1056456969293282,0.009927911002224031,0.017526716788843256
2200,0.058840467493590856,0.1038353843643377,0.00970981702233399,0.01753841648550689
2300,0.053523336183356904,0.10559235482705101,0.009001328802496588,0.018243200309454984
2400,0.06681722168953239,0.10390372685448306,0.011442824308383564,0.01834400520785953
2500,0.06701861215049404,0.11209587343309801,0.011765137878962788,0.02007627495877672
2600,0.07565263373375752,0.1103041360149053,0.013299303633258524,0.019882274883220776
2700,0.07189297376749042,0.11419862520870393,0.012791272221321325,0.02106428718744793
2800,0.07867922250502851,0.1117405291909976,0.014301540939760132,0.02128886333120804
2900,0.07322263590863526,0.11887212068068932,0.01370321045457879,0.023174418211696652
3000,0.07727222380677477,0.11706879370189385,0.014406462437977751,0.023384227721049144
3100,0.07452396338690583,0.12287087835390612,0.014139541419853822,0.02476341740654267
3200,0.07927185846679001,0.1325588860163096,0.015303128974208496,0.027180970026777863
3300,0.0784517188647761,0.1302758258084973,0.01563530566473313,0.026754562175435034
3400,0.08092622070912374,0.13721372059016568,0.016467311014187604,0.02868053406327556
3500,0.07473725562404429,0.13911411386705771,0.015640397234092527,0.030022818419871675
3600,0.08083982796039738,0.13572698635317934,0.01714803895163533,0.029825551747854468
3700,0.08053310687849054,0.1374431627450433,0.017045738149745512,0.030611092831759834
3800,0.07949349720811952,0.13166459223750393,0.017389705278544856,0.029479075777261932
