seed,nematic,polar,nematic_2,polar_2
1099062448631258,0.9332075523068375,0.7752212020214679,0.9331336474363893,0.7751588793849522
853827592514924,0.9521594261559047,0.6562917286490463,0.9521594261559047,0.6562917286490463
1052030010736714,0.96124231090302,0.7068080452515132,0.96124231090302,0.7068080452515132
993068073743470,0.918545727758391,0.7684027349109646,0.918545727758391,0.7684027349109646
375074238073900,0.8817757679899403,0.7374461652833613,0.8817055162280929,0.7373863667102681
416178520884477,0.9527669595041616,0.8551017870452904,0.952690918986888,0.8550335164402738
874051135843279,0.9292526136458809,0.8912705879094163,0.9291413443769764,0.8911634579096761
12944511869278,0.9550176791517795,0.28693696283805753,0.9550176791517795,0.28693696283805753
542029227742456,0.8547439732821956,0.9107502384151838,0.8547091865714407,0.9107140510933729
1011744331896734,0.9353711456450207,0.8681602592090907,0.9353711456450207,0.8681602592090907
211701226972609,0.9742640695400061,0.3559398773688237,0.9742640695400061,0.3559398773688237
292918525777755,0.9067399333449899,0.872443672532476,0.9067399333449899,0.872443672532476
731147908347497,0.9231835057908527,0.8534058896899951,0.9231835057908527,0.8534058896899951
985549376192247,0.9471339557316639,0.37499341265894265,0.9471339557316639,0.37499341265894265
873456432950595,0.8855793700643386,0.8563746663768241,0.8855793700643386,0.8563746663768241
422219896800918,0.9207780982406396,0.9160443840556708,0.9207780982406396,0.9160443840556708
900740014674953,0.8832341578772084,0.8507216750629506,0.8832341578772084,0.8507216750629506
1020578668480920,0.9578094492059734,0.9777370265627361,0.9578094492059734,0.9777370265627361
343569160877337,0.9345829252956116,0.741665418336912,0.9345829252956116,0.741665418336912
78804909138230,0.9044469849400758,0.8622140498375847,0.9040564064777894,0.8618253787443675
333614425743970,0.9638358146605411,0.7458561894876462,0.9638358146605411,0.7458561894876462
974443487743328,0.9736432004836882,0.11370868170588956,0.9736432004836882,0.11370868170588956
703985244396274,0.9063805962252784,0.5053937569317029,0.9063805962252784,0.5053937569317029
1122578106359740,0.943579448359299,0.4625436977877402,0.9275422014436201,0.4546370107641012
492938554100859,0.8871379932572636,0.6611335112717022,0.8871379932572636,0.6611335112717022
170902461924754,0.9538518691232782,0.1470762575225082,0.9538518691232782,0.1470762575225082
260045648084392,0.892700562871315,0.9015078954038561,0.892700562871315,0.9015078954038561
450419983107763,0.9816810844579019,0.2677287592030731,0.9816810844579019,0.2677287592030731
543308666121182,0.95174011230403,0.9044131077707225,0.95174011230403,0.9044131077707225
593849570694833,0.9138460027762482,0.40161649825651197,0.9138460027762482,0.40161649825651197
582382717235568,0.9413182684555648,0.22682378838000655,0.9413182684555648,0.22682378838000655
1123570616129223,0.940526342451605,0.625809618025868,0.9238619288597385,0.6147210187327539
680622798933824,0.9355768427519073,0.8444167753233215,0.9337056890664032,0.8427279417726747
201764007966294,0.9324109916370423,0.45224737534572235,0.9324109916370423,0.45224737534572235
453356923466257,0.916576660332475,0.8733122722103164,0.916576660332475,0.8733122722103164
346214149398000,0.9856585222303385,0.23678386133541524,0.9856585222303385,0.23678386133541524
353918643079908,0.9754514330392429,0.17531508191830805,0.9753350494304357,0.1752945272701626
971536625474344,0.9512812485536125,0.7688808495616692,0.9512812485536125,0.7688808495616692
799035771825238,0.9513418301994736,0.5297759643275151,0.9513418301994736,0.5297759643275151
1114806189928891,0.9562746060689604,0.4672781900129973,0.9562746060689604,0.4672781900129973
216465895742590,0.967101463151226,0.9720159017654392,0.967101463151226,0.9720159017654392
926435018171726,0.9362141247861779,0.632148940148158,0.9362141247861779,0.632148940148158
744517311885370,0.9206859282786983,0.5026081336000374,0.9195218912649598,0.5019638690845807
812580382463326,0.9349031828204656,0.3861815833220137,0.9349031828204656,0.3861815833220137
521742092743191,0.9289272983009483,0.7248985701380316,0.9270694437043465,0.7234487729977558
1008612444973162,0.9527925365449837,0.9205134976513178,0.9527925365449837,0.9205134976513178
121838283310165,0.8945704921743122,0.9106120088560785,0.8945704921743122,0.9106120088560785
431006493426170,0.9553574086075334,0.6284362314390878,0.9553574086075334,0.6284362314390878
765322069857382,0.9228813123609777,0.856739372148549,0.9228813123609777,0.856739372148549
725201757884584,0.8719164173161263,0.8544394931316596,0.8718818262375546,0.854404981086115
184656659025018,0.9503998556218547,0.34693365207918325,0.9503998556218547,0.34693365207918325
1034686135547599,0.9455227722512387,0.22551045977445522,0.9455227722512387,0.22551045977445522
380972098894405,0.8948910264516428,0.8311260391036912,0.8948910264516428,0.8311260391036912
742183958399040,0.9419085947485533,0.8981320503919201,0.9419085947485533,0.8981320503919201
37852570490343,0.975285969048076,0.23268025867311942,0.9265216705956726,0.22104624573946338
734109262104827,0.9432394350391575,0.5784999349199308,0.9432394350391575,0.5784999349199308
401686787590537,0.9468929524445625,0.5834516615924032,0.9468929524445625,0.5834516615924032
350020380685320,0.9602030246458628,0.0401099441672184,0.9602030246458628,0.0401099441672184
484612500106051,0.9082757531937145,0.945093663795142,0.9082757531937145,0.945093663795142
604884003999171,0.9499250064573351,0.4265584789576859,0.9499250064573351,0.4265584789576859
501697692195937,0.9623998928906584,0.7844917516937823,0.9623998928906584,0.7844917516937823
851083349436041,0.9069867671602766,0.9319954104411495,0.9069867671602766,0.9319954104411495
796940938751527,0.9226727893893606,0.7182029598951,0.9226727893893606,0.7182029598951
7713914261614,0.89895777434992,0.7745573084227346,0.89895777434992,0.7745573084227346
