seed,nematic,polar,nematic_2,polar_2,fraction_elongated,nematic_m2,polar_m2,nematic_2_m2,polar_2_m2,fraction_elongated_m2,nematic_m4,polar_m4,nematic_2_m4,polar_2_m4,fraction_elongated_m4
1099062448631258,0.9386741496241778,0.7812561791665124,0.9386741496241778,0.7812561791665124,1.0,0.881110373104205,0.6103613455325109,0.881110373104205,0.6103613455325109,1.0,0.7763597683639003,0.3725412847658237,0.7763597683639003,0.3725412847658237,1.0
853827592514924,0.9698479309435375,0.38266634236805425,0.9698479309435375,0.38266634236805425,1.0,0.9406051302802281,0.14643356860647969,0.9406051302802281,0.14643356860647969,1.0,0.8847384669030859,0.021442812876567227,0.8847384669030859,0.021442812876567227,1.0
1052030010736714,0.9535311881401667,0.2363304158288465,0.8333862584345058,0.20655278343441177,0.8740000000000002,0.9092346526035192,0.05585232761733717,0.694542529492166,0.04266425261102105,0.7638760000000004,0.8267546385892072,0.003119541063501603,0.4824167413832627,0.001820272622883311,0.5835065433759999
993068073743470,0.9284693172586732,0.9107201448062966,0.9284693172586732,0.9107201448062966,1.0,0.8620562927531327,0.8294112150307249,0.8620562927531327,0.8294112150307249,1.0,0.7431445687852269,0.68792307269474,0.7431445687852269,0.68792307269474,1.0
375074238073900,0.9586917653416138,0.8234427544266193,0.9586917653416138,0.8234427544266193,1.0,0.9190903885495761,0.6780579932882661,0.9190903885495761,0.6780579932882661,1.0,0.8447289364253762,0.45976270592143786,0.8447289364253762,0.45976270592143786,1.0
416178520884477,0.9271166581969961,0.7291733299523764,0.9271166581969961,0.7291733299523764,1.0,0.8596489592986434,0.531701776240988,0.8596489592986434,0.531701776240988,1.0,0.7393488549376247,0.2827238144566826,0.7393488549376247,0.2827238144566826,1.0
874051135843279,0.9384026782575836,0.8681747812721669,0.9384026782575836,0.8681747812721669,1.0,0.8807307460929903,0.7537410584770116,0.8807307460929903,0.7537410584770116,1.0,0.7761482177494063,0.5681667225243064,0.7761482177494063,0.5681667225243064,1.0
12944511869278,0.9030821248327405,0.963445171179072,0.9030821248327405,0.963445171179072,1.0,0.8156007981011091,0.9282292910471637,0.8156007981011091,0.9282292910471637,1.0,0.6653463786085525,0.8616196154982398,0.6653463786085525,0.8616196154982398,1.0
542029227742456,0.9258553027100086,0.7712249266363375,0.9258553027100086,0.7712249266363375,1.0,0.8572417285701553,0.5947902439046,0.8572417285701553,0.5947902439046,1.0,0.7349779332511919,0.3537810593841676,0.7349779332511919,0.3537810593841676,1.0
1011744331896734,0.9510399714816897,0.4464680199434743,0.9510399714816897,0.4464680199434743,1.0,0.9044865208146352,0.19933425650541556,0.9044865208146352,0.19933425650541556,1.0,0.818130182686569,0.03973459529885009,0.818130182686569,0.03973459529885009,1.0
211701226972609,0.9213986587132833,0.9227725919441176,0.9213986587132833,0.9227725919441176,1.0,0.8490173065297811,0.8515122815898322,0.8490173065297811,0.8515122815898322,1.0,0.7209725799786096,0.725083465775775,0.7209725799786096,0.725083465775775,1.0
292918525777755,0.9550119131302562,0.40962622041871016,0.9550119131302562,0.40962622041871016,1.0,0.9120483822997758,0.16779375240922845,0.9120483822997758,0.16779375240922845,1.0,0.8318345434172469,0.028154818472572715,0.8318345434172469,0.028154818472572715,1.0
731147908347497,0.9727872883635384,0.5195556963646795,0.9727872883635384,0.5195556963646795,1.0,0.9463165834432392,0.26993821248924144,0.9463165834432392,0.26993821248924144,1.0,0.8955206578826754,0.07286673666753718,0.8955206578826754,0.07286673666753718,1.0
985549376192247,0.9429895283494016,0.8144810288805137,0.9429895283494016,0.8144810288805137,1.0,0.8892649403506048,0.6633807828852574,0.8892649403506048,0.6633807828852574,1.0,0.7909184941350945,0.440077868985282,0.7909184941350945,0.440077868985282,1.0
873456432950595,0.8963309604902538,0.4720335086408723,0.7385767114439692,0.38895561112007876,0.8240000000000002,0.8034730772786416,0.2228273002734271,0.545538936118343,0.15129438903045045,0.6789759999999994,0.6457731618044515,0.04966243251405361,0.29770685762456195,0.02289479897931685,0.4610084085759996
422219896800918,0.9160269911334143,0.3794514663676367,0.7951114283038038,0.3293638728071086,0.8680000000000001,0.8391071599326237,0.1439834851844269,0.6322034728650773,0.10848061334159168,0.7534240000000001,0.7041065662853677,0.02073128424182164,0.3996844896476241,0.01176806631082331,0.5676477237759993
900740014674953,0.9655480565488979,0.07326300655099834,0.8458200975368346,0.06417839373867454,0.8759999999999998,0.9322874742227178,0.005367584594883226,0.7154150328191325,0.004118955596083113,0.7673759999999993,0.8691764153835991,2.8813459463243822e-05,0.5118283741598579,1.6967264470106922e-05,0.5888659253759992
1020578668480920,0.5589442313179529,0.5228959962898054,0.23046800650954194,0.21399262004078665,0.41012,0.31540735774060186,0.27932184242022634,0.05481176871036518,0.0474351303426965,0.17069416000000004,0.10330278828792537,0.08425465347658166,0.003319067120272737,0.0025867170266615277,0.030646428888640012
343569160877337,0.9770769215086585,0.9026514994434397,0.9770769215086585,0.9026514994434397,1.0,0.9546820853730396,0.8147799449628836,0.9546820853730396,0.8147799449628836,1.0,0.9114284644756195,0.6638670608116102,0.9114284644756195,0.6638670608116102,1.0
78804909138230,0.8757952535991103,0.874484833135605,0.8757952535991103,0.874484833135605,1.0,0.7670286733058055,0.7647332709815783,0.7670286733058055,0.7647332709815783,1.0,0.5883677835575195,0.5848463022170409,0.5883677835575195,0.5848463022170409,1.0
333614425743970,0.9452038124027148,0.30499752518621265,0.9452038124027148,0.30499752518621265,1.0,0.8934116830682574,0.09302387377872784,0.8934116830682574,0.09302387377872784,1.0,0.7981895674572597,0.008653583631186658,0.7981895674572597,0.008653583631186658,1.0
974443487743328,0.9664447432884843,0.9082063302242653,0.9664447432884843,0.9082063302242653,1.0,0.9340250874987196,0.8248391816185437,0.9340250874987196,0.8248391816185437,1.0,0.8724387336553437,0.680361136985062,0.8724387336553437,0.680361136985062,1.0
703985244396274,0.9531912305932194,0.3930385979495182,0.9531912305932194,0.3930385979495182,1.0,0.9085834812844834,0.15447966420635084,0.9085834812844834,0.15447966420635084,1.0,0.8255600658115166,0.023864167090391075,0.8255600658115166,0.023864167090391075,1.0
1122578106359740,0.9316031252876914,0.7362278238708123,0.9316031252876914,0.7362278238708123,1.0,0.8678875734485609,0.5420316414085694,0.8678875734485609,0.5420316414085694,1.0,0.7532399042915925,0.29379880505751915,0.7532399042915925,0.29379880505751915,1.0
492938554100859,0.9447068987145225,0.16700857808352126,0.7671020017561923,0.13561096540381923,0.8119999999999998,0.8924788168248284,0.027895006285138926,0.5884505530005497,0.018392405024068647,0.6593440000000005,0.796545909489207,0.0007784829892024423,0.34628599592193404,0.00033843342111582924,0.4347345103359999
170902461924754,0.9306287227330954,0.5303876758768077,0.8766522568145756,0.499625190675953,0.9420000000000001,0.8660719475524309,0.2813112849247235,0.7685210676679154,0.24962550703594236,0.887364,0.7500879929631177,0.07913626209590512,0.5906304383394816,0.06231306941151213,0.7874148684960002
260045648084392,0.8793806247712033,0.9281816153997775,0.8793806247712033,0.9281816153997775,1.0,0.7733688862826221,0.8615243310704466,0.7733688862826221,0.8615243310704466,1.0,0.5982802739002168,0.742235262357858,0.5982802739002168,0.742235262357858,1.0
450419983107763,0.9283778844321061,0.4270039708250111,0.9283778844321061,0.4270039708250111,1.0,0.8618880220384447,0.18233254495100507,0.8618880220384447,0.18233254495100507,1.0,0.7428596745512561,0.03324526916800605,0.7428596745512561,0.03324526916800605,1.0
543308666121182,0.9550964053085829,0.8944207754990394,0.9550964053085829,0.8944207754990394,1.0,0.9122233414653956,0.799988782418343,0.9122233414653956,0.799988782418343,1.0,0.8322033064224194,0.6399828803384707,0.8322033064224194,0.6399828803384707,1.0
593849570694833,0.9527215175749889,0.02888758717551178,0.8784092392041396,0.026634355375821858,0.9219999999999993,0.9076899492480359,0.0008584044195546913,0.771612702816567,0.0007297158625927296,0.8500840000000004,0.8239433240361371,8.13655613374956e-07,0.5954167165365254,5.879823764261485e-07,0.7226428070560001
582382717235568,0.9493936860513985,0.5362512222646697,0.9493936860513985,0.5362512222646697,1.0,0.9013572117914426,0.2875661791559776,0.9013572117914426,0.2875661791559776,1.0,0.8124767032961431,0.08269523458966335,0.8124767032961431,0.08269523458966335,1.0
1123570616129223,0.852107904460294,0.9027793802781394,0.74585725830241,0.7892130819957741,0.8706000000000002,0.7286108776220906,0.8164834619497294,0.5703408825165137,0.6363086045584551,0.7668706399999995,0.5380047442562501,0.6714342429840827,0.3558327706654705,0.4379066343103431,0.6143777527049599
680622798933824,0.9645522749410074,0.34300014216152563,0.9645522749410074,0.34300014216152563,1.0,0.9303625416669756,0.11764992355552714,0.9303625416669756,0.11764992355552714,1.0,0.8655798574797755,0.013841893567955055,0.8655798574797755,0.013841893567955055,1.0
201764007966294,0.9119126015957787,0.8702397092524607,0.9119126015957787,0.8702397092524607,1.0,0.8315904208031174,0.7573175191668173,0.8315904208031174,0.7573175191668173,1.0,0.6915619917833162,0.5735309384182807,0.6915619917833162,0.5735309384182807,1.0
453356923466257,0.9857443007822494,0.35437362780171605,0.9857443007822494,0.35437362780171605,1.0,0.9716935738140196,0.12558068320740626,0.9716935738140196,0.12558068320740626,1.0,0.9441951837075112,0.015770515596287532,0.9441951837075112,0.015770515596287532,1.0
346214149398000,0.917424990581608,0.8631928684194089,0.917424990581608,0.8631928684194089,1.0,0.8416750112899035,0.7451023681593507,0.8416750112899035,0.7451023681593507,1.0,0.7084384114576384,0.5551788513408279,0.7084384114576384,0.5551788513408279,1.0
353918643079908,0.9593281835764658,0.25191452386598184,0.9593281835764658,0.25191452386598184,1.0,0.9203123512692034,0.06346107368279168,0.9203123512692034,0.06346107368279168,1.0,0.846981406383107,0.004027345014588482,0.846981406383107,0.004027345014588482,1.0
971536625474344,0.9316755803373026,0.6742668389949192,0.9316755803373026,0.6742668389949192,1.0,0.8680276065362075,0.45463605428063125,0.8680276065362075,0.45463605428063125,1.0,0.7535004447689085,0.20669445837048442,0.7535004447689085,0.20669445837048442,1.0
799035771825238,0.9469424955722434,0.5266888815981998,0.7689173064046614,0.4276713718577381,0.8119999999999998,0.8967065392377811,0.277401576041255,0.5912380764071955,0.18290306475334525,0.6593440000000005,0.8041057429439975,0.07695207567299245,0.3495725164171242,0.03345372293703717,0.4347345103359999
1114806189928891,0.9279254847617837,0.5843820025045597,0.7849503137794547,0.49434014861965464,0.8459199999999991,0.8610764316537306,0.3415312935413172,0.6161684680816857,0.24439269519834675,0.7155808000000001,0.7415579681312923,0.1166833075752946,0.3797162591916856,0.05974790125574774,0.5120563200255993
216465895742590,0.9378683332000404,0.7915556007038237,0.9378683332000404,0.7915556007038237,1.0,0.8796040601106047,0.6265606802494089,0.8796040601106047,0.6265606802494089,1.0,0.7737281120719139,0.392579316672355,0.7737281120719139,0.392579316672355,1.0
926435018171726,0.9222280291940925,0.3169630450028469,0.9222280291940925,0.3169630450028469,1.0,0.8505059576892465,0.10046648583205042,0.8505059576892465,0.10046648583205042,1.0,0.7233652128045114,0.0100938820919887,0.7233652128045114,0.0100938820919887,1.0
744517311885370,0.9318961658582865,0.9262886901876012,0.9318961658582865,0.9262886901876012,1.0,0.8684870097768013,0.8580132847193818,0.8684870097768013,0.8580132847193818,1.0,0.7544665434290933,0.7361955392312098,0.7544665434290933,0.7361955392312098,1.0
812580382463326,0.9731861914863846,0.0599021682366056,0.9731861914863846,0.0599021682366056,1.0,0.9470993277151265,0.0035886684106728713,0.9470993277151265,0.0035886684106728713,1.0,0.89702725263711,1.2884274025567635e-05,0.89702725263711,1.2884274025567635e-05,1.0
521742092743191,0.9161411878315755,0.6776408335272555,0.9161411878315755,0.6776408335272555,1.0,0.8393197959097515,0.4591986153959524,0.8393197959097515,0.4591986153959524,1.0,0.7044749211753062,0.21086615345884077,0.7044749211753062,0.21086615345884077,1.0
1008612444973162,0.8931352784156092,0.3685449482241008,0.7752414216647491,0.3198970150585194,0.8680000000000001,0.7977033848817721,0.13584674303871302,0.6010088750511645,0.10235019652719934,0.7534240000000001,0.6363713508270666,0.0184659200501406,0.36123474877324263,0.010482137483891908,0.5676477237759993
121838283310165,0.9078284917821806,0.6497952722928558,0.9078284917821806,0.6497952722928558,1.0,0.8241545056800047,0.4222339724272818,0.8241545056800047,0.4222339724272818,1.0,0.679237029839152,0.17828165674420415,0.679237029839152,0.17828165674420415,1.0
431006493426170,0.8917367053528882,0.8706095927805841,0.8917367053528882,0.8706095927805841,1.0,0.7952953180371476,0.7579650752186303,0.7952953180371476,0.7579650752186303,1.0,0.6328166422444975,0.5745232335667511,0.6328166422444975,0.5745232335667511,1.0
765322069857382,0.9486691561029766,0.6589735849426102,0.9486691561029766,0.6589735849426102,1.0,0.8999806007015267,0.43424642681511827,0.8999806007015267,0.43424642681511827,1.0,0.8099917772678963,0.18857037779580985,0.8099917772678963,0.18857037779580985,1.0
725201757884584,0.9727549255445775,0.7463101671632678,0.9727549255445775,0.7463101671632678,1.0,0.9462729677178531,0.5569799990310049,0.9462729677178531,0.5569799990310049,1.0,0.8955112804334103,0.3102292436316318,0.8955112804334103,0.3102292436316318,1.0
184656659025018,0.9341482910492475,0.5613390682680724,0.9341482910492475,0.5613390682680724,1.0,0.8726356824851395,0.3151016447075775,0.8726356824851395,0.3151016447075775,1.0,0.7615022835504233,0.09928916643682006,0.7615022835504233,0.09928916643682006,1.0
1034686135547599,0.8961742189599888,0.7849122852344413,0.8960324826322628,0.7847865509796084,0.9998400000000001,0.8031550778719283,0.6161049994994136,0.802904463491393,0.6159077804974524,0.99968064,0.6451441610078149,0.3796287223366428,0.6447523861149246,0.3793861095268891,0.9993638297702401
380972098894405,0.9209965242428281,0.1838027255254932,0.9209965242428281,0.1838027255254932,1.0,0.8482349674909447,0.033784116433364486,0.8482349674909447,0.033784116433364486,1.0,0.719503814626545,0.0011414576936316287,0.719503814626545,0.0011414576936316287,1.0
742183958399040,0.945433467894828,0.3421669268144914,0.945433467894828,0.3421669268144914,1.0,0.8938463859808882,0.11707841744453137,0.8938463859808882,0.11707841744453137,1.0,0.7989683095761647,0.01370745484657787,0.7989683095761647,0.01370745484657787,1.0
37852570490343,0.9330945576306766,0.6614817220764317,0.9330945576306766,0.6614817220764317,1.0,0.8706666304430256,0.43755821806333617,0.8706666304430256,0.43755821806333617,1.0,0.7580644756016066,0.19145745561516614,0.7580644756016066,0.19145745561516614,1.0
734109262104827,0.9015378827487653,0.6981278286686299,0.9015378827487653,0.6981278286686299,1.0,0.812792202947118,0.48738344324984406,0.812792202947118,0.48738344324984406,1.0,0.6607012937456485,0.2375445256897032,0.6607012937456485,0.2375445256897032,1.0
401686787590537,0.9286198268392706,0.28334325415549794,0.8877605544583426,0.2708761509726559,0.9560000000000008,0.8623389651025832,0.08028375555040267,0.7881226244099945,0.07337421441271283,0.9139359999999997,0.7436429237146804,0.006445595697188528,0.6211493266725793,0.005383870806317864,0.8352790120960002
350020380685320,0.8889659806719031,0.7730859251146153,0.8889659806719031,0.7730859251146153,1.0,0.7903496387470923,0.5976722476880706,0.7903496387470923,0.5976722476880706,1.0,0.6249335348283086,0.3572369678839848,0.6249335348283086,0.3572369678839848,1.0
484612500106051,0.9622003536868824,0.791306418757306,0.9622003536868824,0.791306418757306,1.0,0.9258348123410057,0.6261660645609894,0.9258348123410057,0.6261660645609894,1.0,0.8571897244762772,0.39208448209878816,0.8571897244762772,0.39208448209878816,1.0
604884003999171,0.9648410369957628,0.7932142976345188,0.9648410369957628,0.7932142976345188,1.0,0.9309198162134109,0.6291889764225761,0.9309198162134109,0.6291889764225761,1.0,0.8666176215154945,0.39587890509628126,0.8666176215154945,0.39587890509628126,1.0
501697692195937,0.9635332869821456,0.8089224888071039,0.9635332869821456,0.8089224888071039,1.0,0.9283966058982668,0.6543556086178621,0.9283966058982668,0.6543556086178621,1.0,0.8619210404458757,0.4281813036750816,0.8619210404458757,0.4281813036750816,1.0
851083349436041,0.9437498223900826,0.8965522967649916,0.9437498223900826,0.8965522967649916,1.0,0.8907006652842655,0.8038081153472016,0.8907006652842655,0.8038081153472016,1.0,0.7934784874262238,0.6461142057176107,0.7934784874262238,0.6461142057176107,1.0
796940938751527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7713914261614,0.9433130367119403,0.20458531275130276,0.9433130367119403,0.20458531275130276,1.0,0.8904743295976448,0.041858869341803315,0.8904743295976448,0.041858869341803315,1.0,0.7950960635882776,0.0017527943744366679,0.7950960635882776,0.0017527943744366679,1.0
