step,nematic,polar,nematic_2,polar_2,fraction_elongated
100,0.0,0.0,0.0,0.0,0.0
200,0.39079427785651305,0.4413842726927248,0.0012327557367008018,0.0015130859523612566,0.0020937500000000014
300,0.28671064923721534,0.3636571896267678,0.0012823293009062394,0.001759420060984217,0.0031875000000000015
400,0.3053484358034813,0.33083604906157543,0.0016871186665967243,0.0019410742445452954,0.004281250000000001
500,0.2862046486341997,0.30825519079121494,0.001900352698369854,0.0021099876600556688,0.005281250000000002
600,0.2806190964646087,0.31565581844505586,0.002312909449208924,0.002832879895965769,0.007031250000000003
700,0.2919346823296328,0.2908369912204178,0.0031736922142714596,0.0031856128878131264,0.009250000000000003
800,0.28374403094529227,0.2814694453187043,0.003934865197541554,0.003610158312004729,0.012125000000000004
900,0.2763900606400511,0.28470382803705896,0.004491143039807552,0.004366250922422521,0.015156250000000007
1000,0.2818058761558726,0.2697712082543425,0.005387016505114391,0.004434806830721765,0.018218750000000006
1100,0.26188780430416936,0.26387190387879683,0.005489696534578542,0.005006900022132107,0.021843750000000006
1200,0.26372775578653446,0.25797489384814914,0.0066784713211401414,0.005488188632365019,0.02612500000000001
1300,0.2673810855123254,0.2615278045951988,0.008259657032067292,0.006418306867255401,0.029968750000000013
1400,0.2705906136041826,0.2596788919044097,0.009516865121293915,0.006811196552259435,0.0338125
1500,0.26692563705059275,0.25759984550386394,0.0103422884044465,0.007038781592668082,0.03678125
1600,0.263328283592174,0.2576200006544339,0.010912113781858345,0.007745462376601999,0.03978124999999999
1700,0.26660871574590683,0.2528166642625973,0.011859644771540978,0.008146771037200044,0.04390624999999999
1800,0.2742992641283406,0.25537177716630344,0.013259311776699737,0.008924556379042966,0.046656249999999976
1900,0.28113522704733546,0.2530059963084645,0.015007545827922308,0.009483145034679112,0.04903124999999997
2000,0.27972958551497834,0.25948932392652435,0.015127324153844976,0.010490340370547961,0.05134374999999999
2100,0.27120707364431534,0.2574161156634535,0.014503150455655471,0.010552272010100158,0.0534375
2200,0.2678328187976612,0.25447189941431014,0.014386136935350978,0.010822575362470572,0.054999999999999986
2300,0.27799975508930164,0.25637110921126705,0.016924384930448764,0.012016929916735556,0.05749999999999999
2400,0.28171710071810996,0.2572808885819336,0.018049045700366473,0.012555957697395566,0.05924999999999999
2500,0.2723780615123652,0.24962773775617253,0.018423659898421776,0.012849812547356104,0.06159374999999999
2600,0.2781322206290224,0.24698476790921522,0.019509178378760893,0.013350190688532479,0.06349999999999999
2700,0.2757324777337955,0.2512491222106697,0.019940720027730358,0.014251264856799305,0.06446874999999999
2800,0.2738901228267572,0.25144464474574163,0.02066367587423291,0.014803779567331405,0.06559374999999998
2900,0.2838680487849134,0.25994836781263186,0.022077765264278522,0.01664591563595079,0.06684374999999998
3000,0.284397784393183,0.26326893686792835,0.022026961875951954,0.017272916568878322,0.06721874999999998
3100,0.28227139337010065,0.26372252891504444,0.022328081987491772,0.01797129384330947,0.06974999999999998
3200,0.2761365108343133,0.26509594704235534,0.022173477682314265,0.018647911901598764,0.07090624999999998
