density,n_realizations,n_round,n_round_std,max_round,max_round_std,2_max_round,2_max_round_std,ratio_round,ratio_round_std,n_elongated,n_elongated_std,max_elongated,max_elongated_std,2_max_elongated,2_max_elongated_std,ratio_elongated,ratio_elongated_std,n_round_2,n_round_2_std,max_round_2,max_round_2_std,2_max_round_2,2_max_round_2_std,ratio_round_2,ratio_round_2_std,n_elongated_2,n_elongated_2_std,max_elongated_2,max_elongated_2_std,2_max_elongated_2,2_max_elongated_2_std,ratio_elongated_2,ratio_elongated_2_std
0.4,128,22.77890625,7.877718016867713,24.4453125,12.982377468277084,11.452232142857142,5.329010780386647,0.580813102583092,0.07714367272068473,459.62109375,42.88872694322322,1053.3379464285715,214.70600701942408,153.87064732142858,69.37525359733122,0.21085286088555216,0.13096172299936332,19.298660714285713,6.3896895489953645,25.81372767857143,13.496689996291606,12.220647321428572,5.5995936035687945,0.5819556924698042,0.07714206023439141,138.91395089285714,11.585441454145357,1432.8329241071428,141.50384042633908,135.23939732142856,65.02354108980535,0.12043468912781155,0.07441420672333181
0.5,128,34.309821428571425,10.984045044551483,45.677790178571435,21.942052942163553,21.641964285714284,9.478984722739847,0.5674567381451241,0.07396571464659399,384.48303571428573,37.5665967864883,1078.2340401785714,235.74048106221582,142.24542410714287,55.199528204287006,0.187704214651036,0.11332922470113818,28.12064732142857,8.532633014286743,48.469084821428574,23.34660686249944,22.986160714285713,9.99512398195999,0.5683652446501555,0.07323672562043698,102.06707589285713,7.737102356822052,1518.3851562500001,125.24325259314521,86.43091517857141,31.4966529077499,0.06863117926489165,0.034741921461242525
0.6,128,48.24185267857143,11.145808380712694,85.53805803571429,32.73812214742648,41.043973214285714,13.234434535039147,0.5739854468168686,0.06379360041430035,326.20904017857146,28.403449672632743,991.8651785714285,240.5752518923667,142.7744419642857,47.40526965137323,0.20918170609446493,0.11686190036848315,37.887053571428574,8.227146959392119,91.3671875,35.398905553876396,43.391629464285714,13.93848016817119,0.5701445605957779,0.06835063427034889,72.79196428571429,4.460562541942812,1504.1109375,115.1186519018435,57.45625,18.668947540819158,0.045307621094881054,0.020601652196766088
0.7,128,61.34207589285714,8.48123190227021,207.7497767857143,61.20240884224872,81.82734374999998,18.66343713450473,0.5003175856626898,0.07882996261958614,282.73638392857146,20.572336395680413,713.5233258928572,226.42911528410016,150.53046875,33.218664484933804,0.30780450870148585,0.12966206973350514,44.70859375,5.293510906841894,227.6650669642857,69.09766020421321,85.02935267857143,18.58463520284946,0.4844749652345077,0.08234558136788538,49.44944196428571,2.3703874429595855,1322.0864955357142,115.98076777500742,47.33638392857143,12.465646427784085,0.04468689468042997,0.018958464408571272
0.75,128,62.857812499999994,7.349968076306329,365.6909598214286,106.84591418345934,113.33761160714286,18.199513749730762,0.4247818460145463,0.10102550035064921,264.9077008928571,18.1253252140888,497.4780133928571,202.81486498318284,141.15792410714286,22.847665731325385,0.40269029115442156,0.12750966708416756,42.65926339285714,3.923059264086485,405.4610491071429,119.47874565273348,114.06618303571429,18.236044470249528,0.394877369564536,0.1077776736016952,42.30624999999999,2.6970256678416957,1119.89453125,135.71861060092527,51.47020089285714,12.927365041670209,0.06054417008996167,0.02469223523907865
0.76,128,62.14486607142857,7.359629846970067,409.13772321428576,116.07916236565204,119.49174107142858,23.86994177937557,0.3984582953280578,0.11131541514877763,259.24029017857146,18.48384856215362,470.3944196428572,195.19872013265083,139.2021205357143,23.166098128305034,0.4172734268722698,0.12032152913374479,41.506584821428575,3.8191483277507356,452.22912946428573,128.45831736663212,119.12109375,25.079585933817622,0.36711148843295405,0.11730043621302026,41.399665178571425,2.880882513854617,1079.3627232142856,137.8068290454371,52.38917410714285,14.548844929651978,0.0649207955074429,0.028353852351898103
0.77,128,60.929799107142856,6.350913272663592,456.7833705357143,134.04555609822103,120.85881696428572,21.8757270163961,0.3761569775853029,0.10945998067391989,253.8737723214286,16.259952467391308,452.2194196428572,198.6242395540787,132.2356026785714,22.398093611923258,0.4139934986330666,0.12290217941729824,39.98091517857143,3.121758754171621,505.47142857142853,147.45601887617931,117.92857142857143,23.26242025342425,0.34003023506653135,0.11461735971708448,40.402678571428574,3.022581332400406,1037.380357142857,150.9775783977629,53.86908482142857,15.004198113834317,0.07054574999767335,0.032194332477683524
0.78,128,60.335379464285715,6.051215599837631,564.3122767857143,137.44364999322212,120.99609375,27.535321521104287,0.3100512667478583,0.10991698960156569,251.68604910714285,15.814204927921924,369.26796875,178.46151954155857,121.35691964285714,22.10834386973892,0.45826442662183864,0.12074699238987205,38.06997767857143,2.8152769804120896,623.1560267857143,153.05371153147703,112.97767857142858,29.140946680250106,0.2699288843062537,0.11556058863988869,41.166741071428575,3.590808659270886,933.0436383928571,149.72804507811384,60.473995535714295,16.234407412608153,0.08990875343166412,0.03807619921154237
0.79,128,57.87388392857143,5.687984496654299,629.4358258928571,147.78963342541635,122.00904017857142,29.387355067495758,0.28603138762997427,0.10906725446277901,243.7294642857143,13.947859996769203,339.19542410714286,156.02262152712763,117.09531249999999,20.37398538434509,0.4693058814571602,0.10644151984176671,35.90022321428572,3.0618074567774953,692.0402901785715,156.42571155203612,110.36037946428571,30.01129993489518,0.2413432677329812,0.10677167944537956,40.32142857142857,3.650544613645649,876.0988839285714,142.90254803299442,63.64709821428572,16.396786620297195,0.10293548023303596,0.04259711731293867
0.8,128,57.39821428571429,4.189025936113025,759.04609375,151.3081598134894,108.02165178571428,31.41250514718568,0.21486851676949786,0.10619339412298098,241.4786830357143,11.707810770001926,270.3046875,107.29230284034708,106.01004464285714,23.604727773445656,0.5108496513015435,0.08876878437304497,33.76495535714286,2.4120351857602182,826.6917410714286,157.64206817061464,94.32779017857142,33.85758640521421,0.17503383225972025,0.10310699643009259,41.29620535714285,3.808709575497151,772.2168526785715,127.48880648256917,68.73660714285714,14.831428789206202,0.12693483973136654,0.04656120503885697
