step,nematic,polar,nematic_2,polar_2,fraction_elongated
100,0.0,0.0,0.0,0.0,0.0
200,0.587719842558336,0.4957915113181161,0.0002513470860257,0.0002759940814503703,0.00055
300,0.4526405833447795,0.5462733109614909,0.0002469419411455125,0.0003119070886229096,0.0007124999999999999
400,0.4664719905214129,0.44932161188294684,0.0003450662948021503,0.00031568775742538797,0.0009375000000000001
500,0.40261734865618587,0.4026540467338008,0.00034730946948939996,0.0003197276085019778,0.0011875
600,0.3505428548168899,0.3793189824186949,0.0003507587274392021,0.00031825089294987497,0.0015125
700,0.3809205570251408,0.36296965261678316,0.00037475576237307493,0.00034244280655134095,0.0018374999999999997
800,0.36267929284787664,0.3781449543251006,0.0003485928481453,0.0003968591192968,0.0021000000000000003
900,0.37205102018162783,0.3947191033016479,0.0003829361885487217,0.0004461828288309875,0.0025125
1000,0.3987383841074963,0.4034575274951517,0.000628885566641925,0.000501888419161725,0.0029375
1100,0.38764511540509533,0.41133467281571845,0.0007192158184136625,0.000615426156376547,0.0033875
1200,0.39302490932910666,0.424325022011048,0.000916782338355025,0.00082765126770465,0.0039250000000000005
1300,0.38627339789377724,0.42345929444001695,0.0009968935463319248,0.0009157789393167624,0.0044375000000000005
1400,0.3591160180590283,0.4264131204806549,0.0010311919378304876,0.0011114222468316874,0.0050625
1500,0.37781716688204164,0.43483996236037736,0.0010986427990415124,0.0013101846930020874,0.005675
1600,0.3601762647333235,0.4441800448387559,0.0011098834488846498,0.0015853783545751125,0.0063875
1700,0.36522446888326987,0.46032059544380755,0.0012406752599886874,0.0019330505069228249,0.007125000000000001
1800,0.34338659572426605,0.46081597048694256,0.0012338771742555748,0.0022230362601960998,0.007975000000000001
1900,0.3399256863489015,0.46255676418123737,0.0015301691634244,0.0025201055513755875,0.008775000000000002
2000,0.18455795155501223,0.3179066690602945,0.0016477359262344,0.00261154708941725,0.009475
2100,0.19244418211924025,0.3097145677059074,0.0019073164121601372,0.002707636784592538,0.0104875
2200,0.17392965985792339,0.29922977389795596,0.0019579368140332748,0.002915589576739825,0.0118125
2300,0.12747020060777758,0.2837649184800331,0.0018418221839027772,0.00315816633569565,0.012812500000000001
2400,0.11915841723595615,0.28619712301263184,0.0019974549591329463,0.003500055784119275,0.013900000000000001
2500,0.1402929820162653,0.29023955146114355,0.0025939826514913052,0.0038490255764616374,0.014925
2600,0.17737086560353144,0.2853813643278461,0.002746110566395406,0.0043349316814092625,0.016137500000000003
2700,0.20212228451438097,0.26371882519144296,0.0028471761590819124,0.004503237625007067,0.01745
2800,0.20660927783000824,0.2476954908823062,0.0031393521093552377,0.0045324828098850705,0.018875
2900,0.18952974832981312,0.2596092659297283,0.0033005881908944744,0.004984208313854087,0.02025
3000,0.19450221955583782,0.2586914376782152,0.0036138943473974163,0.0054181104967501,0.021887499999999997
3100,0.18283679986989967,0.23844214493913501,0.00333303328994905,0.005170912820094158,0.0233
3200,0.17127901295410616,0.23346395295773664,0.0034287107077914884,0.005105441344678712,0.0245625
3300,0.16163401728159532,0.22609002162484693,0.0034447205352081413,0.005182139361898549,0.0262
3400,0.15928003253261974,0.2166564515358,0.003566269179736041,0.005221574924959513,0.027812499999999997
3500,0.16902776698386907,0.20852871294343206,0.004167949498694072,0.005302270221812488,0.029825
3600,0.18235479164475046,0.20670215492229096,0.0047933240942525,0.005655736438926128,0.0314875
3700,0.16807237966555844,0.20072199731919108,0.004401555217432563,0.005681740032531745,0.0335
3800,0.1459742235585095,0.20227745644376696,0.004033251385943456,0.005902078721212161,0.035475000000000007
3900,0.1451613029486192,0.20071368844227244,0.00426593521900686,0.006101664617816688,0.037337499999999996
4000,0.17181379994636792,0.1867797232015582,0.004668611695636588,0.0064116751848537785,0.039725
4100,0.18757727300597957,0.1847770614492092,0.005501411083340837,0.006891871445247555,0.0417125
4200,0.17877196102044005,0.20040294698415187,0.0055379364297542,0.008050642352534908,0.043887499999999996
4300,0.19032350668374043,0.19272749105621467,0.006294068703175,0.008316367389956952,0.0464
4400,0.20218952174807547,0.1849825975415606,0.0071671157923406375,0.008561071337400746,0.04875
4500,0.20108400982901747,0.18071858520691275,0.0072477075879057995,0.009053412662716958,0.051324999999999996
4600,0.15172989454247962,0.19469679647933727,0.0072462988443025575,0.008810608334089738,0.053925
4700,0.14840338217050858,0.19116456492742348,0.0077081292062339485,0.008883394039509775,0.0565875
4800,0.18113442119497342,0.1784501316008401,0.008991058543535374,0.009104945749019272,0.0592375
4900,0.1893250178561316,0.17967233217853185,0.010491102319659714,0.009258659820093891,0.061424999999999993
5000,0.18781811004451007,0.1735513822277918,0.0099799174278556,0.009421488013592627,0.0636375
5100,0.18269527921919415,0.1751027414873974,0.0098581608779304,0.009811910573905522,0.06581250000000001
5200,0.17840043534436487,0.17589475590557957,0.010484665073637626,0.009829893106413346,0.067875
5300,0.2065679354787746,0.16528952546949818,0.01131779677792665,0.01022340670928368,0.0696875
5400,0.24358625425137853,0.2363266976922397,0.011232000831595151,0.010141557404109063,0.071675
5500,0.2454859008499093,0.2364997562766361,0.011678838481574487,0.010483725785288524,0.0736
5600,0.24202054597315384,0.23395148849706435,0.011564063415055786,0.010547030194225275,0.07554999999999999
5700,0.11167624946164577,0.10891124338386535,0.011352846241130787,0.01093053398736931,0.0783125
