step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,9460.75,17.0,10.75,0.0,0.0,0.0,773.203125,7742.6875,342.671875,0.0,0.0,0.0
200,386.46875,4.6875,3.875,4783.828125,35.359375,31.109375,360.1875,5.84375,4.609375,651.625,2253.0,973.78125
300,500.015625,7.9375,6.59375,3663.484375,70.0625,60.703125,448.359375,9.875,8.015625,538.078125,5013.5,933.359375
400,524.96875,11.1875,8.859375,3263.09375,106.65625,87.046875,461.0,13.796875,11.0,509.59375,4908.40625,1122.765625
500,529.265625,17.125,12.125,3062.296875,134.4375,112.5,458.9375,20.25,14.578125,507.640625,4821.0,1052.015625
600,527.8125,21.5625,15.921875,2970.765625,152.40625,127.53125,450.109375,26.0625,19.59375,520.4375,4791.65625,996.84375
700,521.046875,27.296875,19.875,2896.078125,174.28125,143.328125,437.640625,33.171875,24.140625,522.65625,4557.609375,1070.25
800,510.078125,33.953125,25.15625,2835.484375,216.703125,162.578125,425.9375,40.34375,29.875,528.9375,4111.734375,1283.828125
900,493.234375,40.703125,29.546875,2807.75,234.578125,178.0625,407.0,48.203125,35.015625,530.515625,4702.46875,1034.140625
1000,480.21875,44.421875,32.0625,2768.390625,243.15625,192.9375,394.671875,50.453125,37.234375,531.9375,4409.65625,989.890625
1100,469.859375,50.8125,35.25,2735.59375,264.796875,201.5625,382.15625,59.75,41.84375,543.53125,4294.546875,1138.9375
1200,456.84375,60.609375,38.515625,2703.296875,290.21875,222.484375,371.78125,67.78125,46.90625,543.671875,4387.421875,1062.65625
1300,447.96875,64.359375,42.21875,2670.390625,302.8125,233.515625,361.921875,75.546875,49.875,546.0,4290.515625,1112.03125
1400,435.609375,73.625,48.21875,2651.4375,326.921875,249.046875,352.203125,83.40625,56.453125,546.875,3875.453125,1278.03125
1500,424.484375,75.1875,50.109375,2645.734375,345.75,261.1875,340.59375,88.375,56.65625,552.8125,3924.078125,1186.0
1600,411.015625,79.140625,52.59375,2615.0,373.40625,277.953125,329.21875,90.34375,61.609375,542.84375,3898.375,1265.265625
1700,402.328125,87.96875,57.65625,2577.390625,417.921875,302.3125,322.625,101.640625,64.546875,544.90625,4310.5,1156.25
1800,396.5625,96.40625,62.75,2574.109375,431.140625,307.203125,316.390625,107.515625,69.484375,544.046875,4176.515625,1216.390625
1900,389.953125,103.46875,65.9375,2545.1875,453.75,316.59375,311.0625,120.96875,74.890625,544.828125,3920.421875,1393.6875
2000,382.15625,113.640625,66.984375,2534.484375,464.0,335.5625,306.03125,127.40625,75.53125,541.375,4537.0,1046.6875
2100,379.546875,113.46875,70.859375,2523.21875,496.328125,348.8125,302.03125,128.5,81.578125,543.5,4457.890625,1120.609375
2200,373.046875,114.9375,72.296875,2508.96875,519.28125,358.875,297.625,129.765625,82.078125,543.71875,4491.90625,1083.703125
2300,365.078125,118.3125,78.71875,2503.125,545.671875,377.265625,290.3125,136.0,87.28125,551.625,4640.515625,981.515625
2400,358.921875,133.546875,80.4375,2479.453125,550.75,390.9375,285.4375,150.53125,91.296875,548.453125,4299.265625,1036.046875
2500,353.453125,136.078125,80.375,2463.671875,555.65625,394.75,279.609375,153.1875,90.765625,552.0625,4373.953125,1027.78125
2600,345.703125,145.515625,84.734375,2453.890625,588.75,412.453125,274.234375,162.203125,95.4375,549.515625,4380.5625,1087.265625
2700,340.609375,149.9375,90.5,2429.078125,610.6875,438.78125,271.234375,165.34375,99.703125,546.578125,4378.421875,1153.609375
2800,342.078125,147.3125,93.78125,2415.890625,621.46875,443.921875,271.0,172.640625,102.328125,546.96875,4514.984375,1007.453125
