step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,2350.0,6659.0,87.421875,0.0,0.0,0.0,17.71875,9981.25,2.3125,0.0,0.0,0.0
200,1119.578125,723.515625,355.828125,4514.515625,24.328125,20.546875,483.71875,1385.6875,552.796875,287.03125,5360.40625,130.671875
300,1250.109375,384.0,189.75,4023.90625,39.015625,30.0625,484.515625,1061.953125,446.71875,325.6875,4538.953125,258.796875
400,1146.484375,313.8125,167.15625,3508.859375,43.421875,36.234375,407.765625,1356.828125,473.9375,378.125,2942.265625,625.71875
500,981.96875,366.1875,236.578125,3050.296875,49.515625,39.140625,345.515625,1780.15625,626.296875,410.6875,1908.296875,683.96875
600,835.21875,521.90625,341.34375,2716.5625,63.25,48.125,306.34375,2033.703125,728.125,424.46875,1662.8125,627.796875
700,712.328125,771.9375,505.78125,2441.046875,69.515625,55.359375,279.921875,2752.578125,706.15625,422.375,1423.21875,637.890625
800,625.953125,1170.625,628.59375,2245.109375,81.453125,64.359375,264.8125,2973.890625,671.15625,409.109375,1383.625,636.328125
900,561.5625,1378.1875,698.984375,2096.96875,93.171875,70.25,251.09375,2972.96875,729.125,389.453125,1600.46875,625.859375
1000,517.09375,1556.765625,773.28125,2003.34375,102.703125,81.40625,242.359375,2996.078125,775.734375,368.671875,1690.578125,665.796875
1100,486.03125,1808.84375,801.234375,1909.71875,111.8125,88.0625,239.5,3163.875,643.828125,353.375,1858.296875,656.546875
1200,460.046875,1970.90625,762.015625,1840.78125,131.359375,98.484375,234.125,3127.484375,694.765625,339.0,1909.5,717.3125
1300,440.21875,1961.203125,834.09375,1783.796875,141.828125,108.53125,231.171875,2970.8125,779.375,319.921875,2050.65625,695.53125
1400,434.3125,2012.640625,812.1875,1758.6875,153.6875,116.828125,233.453125,2944.296875,772.21875,314.3125,2356.15625,703.484375
1500,428.265625,1977.484375,868.859375,1725.4375,160.40625,129.96875,234.953125,2960.578125,768.921875,303.203125,2527.6875,581.0625
1600,416.953125,1968.40625,897.265625,1697.4375,177.546875,138.71875,230.6875,2710.015625,903.203125,295.8125,2613.8125,649.4375
1700,409.40625,1823.640625,898.546875,1668.625,187.203125,141.03125,232.140625,2664.75,927.421875,286.078125,2813.5,613.4375
1800,404.421875,1977.296875,903.421875,1639.265625,197.703125,151.09375,232.203125,2621.96875,908.890625,277.859375,2830.28125,650.734375
1900,397.9375,1901.109375,930.84375,1621.578125,216.546875,161.140625,231.015625,2647.875,860.734375,274.046875,2877.140625,662.859375
2000,392.96875,2003.296875,847.6875,1596.015625,233.4375,160.96875,232.4375,2573.5625,864.265625,266.90625,3048.53125,532.40625
2100,390.375,1948.234375,909.90625,1573.015625,236.953125,174.015625,231.109375,2470.46875,906.90625,260.828125,3189.578125,577.046875
2200,378.328125,2086.53125,787.53125,1564.484375,250.765625,178.671875,224.828125,2549.015625,842.9375,263.109375,3178.03125,534.078125
2300,371.34375,2082.109375,812.3125,1555.953125,261.625,189.5625,223.21875,2509.703125,842.09375,260.46875,3361.609375,468.734375
2400,366.828125,2158.359375,834.734375,1536.34375,279.609375,200.421875,223.171875,2555.59375,882.515625,254.671875,3326.046875,552.578125
2500,362.75,2177.21875,833.734375,1507.765625,279.78125,200.9375,219.171875,2592.96875,888.046875,256.484375,3406.953125,454.96875
2600,360.96875,2205.859375,825.046875,1499.8125,294.109375,215.109375,219.734375,2651.296875,819.75,253.734375,3359.0625,566.46875
2700,355.078125,2175.65625,796.015625,1504.8125,299.6875,211.078125,214.5625,2635.84375,779.375,250.03125,3364.359375,545.0
2800,350.640625,2150.90625,810.515625,1498.375,322.5,220.359375,215.71875,2711.703125,713.328125,246.96875,3554.390625,422.875
2900,351.3125,2205.84375,795.265625,1491.21875,340.859375,238.171875,214.40625,2597.375,733.453125,244.953125,3613.5625,419.3125
3000,345.0625,2223.859375,746.953125,1481.203125,337.90625,243.578125,213.78125,2659.3125,713.921875,242.53125,3509.875,514.875
3100,346.625,2219.375,699.296875,1471.421875,360.4375,244.0,212.65625,2551.6875,777.90625,244.015625,3617.25,428.3125
3200,342.78125,2253.53125,665.15625,1460.375,363.21875,246.21875,210.109375,2567.53125,751.265625,241.828125,3736.4375,388.828125
3300,338.125,2290.328125,680.09375,1452.953125,377.1875,261.0,209.5625,2540.890625,755.203125,241.359375,3528.84375,497.3125
3400,335.96875,2229.90625,719.015625,1452.796875,379.9375,256.0,207.03125,2528.109375,737.828125,238.375,3700.734375,441.5
3500,334.640625,2188.765625,709.09375,1449.5,366.34375,256.984375,208.109375,2536.84375,779.375,239.59375,3631.625,457.9375
3600,337.328125,2179.46875,731.40625,1445.09375,425.96875,274.765625,211.21875,2557.03125,730.9375,236.21875,3907.828125,385.25
3700,334.1875,2094.78125,753.375,1439.859375,447.828125,293.546875,211.703125,2547.390625,677.109375,240.015625,3923.375,378.5625
3800,330.0625,2142.984375,770.0625,1422.046875,464.40625,302.578125,208.203125,2460.390625,761.46875,235.625,3776.4375,475.21875
3900,329.8125,2189.9375,659.640625,1430.453125,464.359375,318.546875,209.25,2537.5,666.0,232.4375,3917.640625,408.703125
4000,328.90625,2195.90625,638.59375,1422.359375,487.765625,323.921875,206.71875,2512.359375,660.6875,235.078125,3903.59375,443.78125
4100,326.546875,2187.609375,664.09375,1418.890625,526.4375,333.25,207.390625,2454.921875,696.1875,227.84375,3958.671875,432.59375
4200,326.875,2108.90625,677.0,1414.3125,522.171875,340.703125,207.546875,2396.3125,696.046875,229.65625,4068.875,389.578125
4300,321.734375,2124.65625,710.0,1400.828125,575.546875,351.171875,205.875,2452.796875,692.78125,233.1875,4137.6875,353.734375
4400,318.125,2131.546875,646.640625,1392.921875,578.40625,339.3125,205.0625,2379.546875,653.34375,231.4375,4098.046875,387.109375
4500,320.0625,2123.0625,627.609375,1390.875,587.390625,357.921875,204.984375,2350.90625,653.671875,231.578125,3983.984375,442.234375
4600,313.578125,2052.484375,637.25,1390.15625,613.84375,336.140625,202.140625,2329.46875,624.046875,230.140625,4196.84375,361.71875
4700,312.671875,2107.703125,670.6875,1378.140625,599.6875,337.859375,201.375,2419.65625,637.859375,231.46875,3972.71875,443.078125
4800,308.203125,2164.640625,611.265625,1370.1875,597.703125,384.796875,199.953125,2454.1875,593.4375,226.90625,4108.59375,344.546875
4900,308.9375,2112.109375,628.9375,1373.75,637.96875,363.09375,198.703125,2370.171875,653.875,233.171875,3983.203125,421.171875
