step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,1267.78125,8289.65625,17.125,0.0,0.0,0.0,8.140625,9992.25,1.484375,0.0,0.0,0.0
200,755.765625,4467.78125,281.28125,2940.671875,18.3125,14.640625,200.21875,5681.734375,65.328125,493.734375,1122.015625,481.078125
300,908.828125,3374.875,486.609375,2886.015625,24.359375,17.453125,177.09375,5659.71875,64.6875,556.515625,681.234375,347.921875
400,961.65625,2696.9375,552.796875,2810.609375,28.09375,18.921875,153.34375,5772.375,67.078125,579.796875,497.421875,283.859375
500,961.609375,2447.09375,539.953125,2704.0,29.46875,22.421875,139.265625,5915.03125,58.15625,573.296875,439.5,240.1875
600,921.4375,2326.140625,565.796875,2547.0,32.546875,26.390625,129.765625,6038.21875,81.5,566.0,395.46875,225.6875
700,856.625,2590.5625,637.625,2394.0,40.5625,30.640625,128.34375,6166.265625,51.546875,548.53125,404.125,244.953125
800,790.484375,3103.65625,608.8125,2255.4375,48.453125,36.421875,124.546875,6238.015625,48.734375,524.8125,399.15625,263.75
900,729.125,3340.53125,656.90625,2119.4375,55.421875,41.40625,127.921875,6303.1875,62.96875,504.0,407.109375,267.625
1000,650.796875,3943.640625,581.59375,2000.4375,62.828125,46.0,123.0625,6360.1875,47.46875,478.96875,488.984375,296.375
1100,587.5625,4461.9375,463.90625,1893.53125,71.921875,52.8125,124.875,6356.234375,61.625,453.328125,531.0,305.796875
1200,541.625,4796.546875,382.546875,1803.453125,79.75,60.265625,130.09375,6331.78125,77.84375,432.765625,567.34375,336.0
1300,493.28125,4957.3125,427.796875,1721.96875,89.40625,65.265625,132.09375,6338.90625,63.578125,411.53125,671.28125,353.09375
1400,457.6875,5150.859375,336.765625,1659.734375,100.703125,71.578125,132.15625,6323.390625,58.59375,388.5,721.515625,368.78125
1500,418.28125,5249.46875,393.734375,1592.203125,105.4375,80.984375,133.640625,6297.328125,64.28125,374.984375,718.375,400.640625
1600,396.734375,5451.0625,232.625,1560.53125,118.265625,87.28125,135.359375,6254.703125,63.171875,353.734375,824.671875,442.9375
1700,382.828125,5449.09375,223.078125,1522.8125,133.84375,94.84375,139.03125,6140.15625,110.296875,340.734375,880.8125,444.109375
1800,366.640625,5335.796875,299.984375,1490.984375,139.5,100.53125,140.046875,6044.09375,147.8125,324.078125,904.984375,490.203125
1900,359.375,5209.234375,337.75,1466.8125,148.46875,107.890625,144.875,5931.25,176.34375,312.625,1068.8125,496.53125
2000,346.84375,5228.65625,336.515625,1444.703125,165.015625,113.875,144.265625,5934.015625,124.421875,303.328125,1191.328125,519.046875
2100,339.28125,5147.390625,351.875,1415.609375,175.3125,115.375,145.140625,5873.59375,133.125,295.515625,1242.15625,565.796875
2200,328.171875,5198.046875,303.9375,1401.96875,178.53125,126.375,147.46875,5800.671875,147.3125,289.46875,1224.609375,607.703125
2300,324.625,4959.296875,438.234375,1389.78125,193.1875,128.84375,150.25,5690.984375,160.453125,280.375,1379.5625,595.65625
