step,msd_global,msd_round,msd_elongated,n_round,n_elongated
0,0.0,0.0,,500,0
100,9.751405930906657,9.751405930906657,,500,0
200,29.815556547250146,10.878543331688665,52.2257337586788,271,229
300,64.37144545475593,18.254840114823015,90.99396525667302,183,317
400,97.45187514953889,30.261735558090923,125.16306266465585,146,354
500,140.98207233395456,57.57619573924665,166.74619128205808,118,382
600,179.67021697995096,96.34007286323842,201.02618356262604,102,398
700,226.73647446537205,124.38575661827144,251.68764448779956,98,402
800,271.0765009905279,181.50770361576812,291.2733866730718,92,408
900,317.3098220171891,203.0468172141427,342.0529057823257,89,411
1000,371.9609755864078,258.012116451211,393.9892753237609,81,419
1100,429.60993011378736,242.80215333301436,467.33073119452035,84,416
1200,497.5422042523519,271.6210274310016,541.8616695618034,82,418
1300,577.6881943693239,342.60284999958213,617.2352616464766,72,428
1400,666.7175686940327,458.9692622122464,703.9554726860509,76,424
1500,757.9249819706772,532.2304252054116,797.130139718634,74,426
1600,845.2416572342622,634.7616245158947,877.810161142185,67,433
1700,920.1356412698149,707.0993227829019,950.8479709372646,63,437
1800,995.1727219337105,808.611578971653,1017.7608423820313,54,446
1900,1066.4991341356076,797.5250729428602,1093.7520125824499,46,454
2000,1124.6867796043725,1028.6443289529975,1134.6514488772525,47,453
2100,1191.2026185547404,1068.343804183834,1205.769771041671,53,447
2200,1251.7978282437698,1085.7216945794937,1271.0745223298015,52,448
2300,1310.1874905047794,1038.1886990839103,1341.7587787947018,52,448
2400,1422.78520414675,1047.9621157204178,1465.3597643020794,51,449
2500,1557.3342080900682,1017.2758669802668,1604.295802969181,40,460
2600,1682.6699634850324,1053.6170542267791,1727.121239728121,33,467
2700,1806.7863439092544,1102.0391254255392,1859.8318334725445,35,465
2800,1961.1624129018035,1162.3848973659829,2003.2033347721099,25,475
2900,2110.6233006180314,1105.4272398080268,2168.0023569433383,27,473
3000,2234.3868790065926,930.1344689766369,2283.093400542981,18,482
3100,2363.797850977369,639.001789525409,2409.839634958633,13,487
3200,2541.832520978311,544.9095483007688,2574.302813216971,8,492
3300,2759.1386964484473,528.9624082592675,2777.123989095134,4,496
3400,2958.679494562903,883.1746508440298,2979.6441899540023,5,495
3500,3182.6793206919724,1703.29571676444,3200.6475426020233,6,494
3600,3363.9778334848183,2160.5775943492613,3376.1333914558845,5,495
3700,3567.4791842101145,2164.459344886392,3575.9481168418474,3,497
3800,3783.3445887125617,2892.803879817422,3790.5263686230064,4,496
3900,4019.7558153567593,3852.836415781923,4021.7831764851994,6,494
4000,4246.171794859419,4371.355194139362,4240.955819889421,20,480
4100,4503.0353659746925,4781.223610719679,4484.0139475305905,32,468
4200,4741.378946738049,4433.3793418406885,4775.6011250599795,50,450
4300,4997.353843504669,3849.6493315128687,5162.812388711724,63,437
4400,5261.031495364772,4135.62879417039,5435.1700195680605,67,433
4500,5511.429728355487,4449.745349957283,5681.397761092091,69,431
4600,5789.786393341575,4967.492285316522,5914.835727741697,66,434
4700,6091.439218642,5136.614561013289,6239.183449730046,67,433
4800,6364.571452543166,5661.368052053115,6482.867351691026,72,428
4900,6656.581624781942,5913.689492183239,6781.554133069574,72,428
5000,6920.992279244862,6128.547198553826,7043.610802123152,67,433
5100,7224.831889472481,6480.540845940752,7311.222814168128,52,448
5200,7472.946741510143,6393.894507484933,7541.82241602239,30,470
5300,7737.415562691482,5444.114269830259,7808.342406800592,15,485
5400,8023.898383742907,4294.550955088419,8131.3281450621735,14,486
5500,8248.099384246885,4771.216374263025,8370.47414857344,17,483
5600,8418.461114361924,4552.163176900348,8562.84568464057,18,482
5700,8453.244248977928,5813.193213145444,8592.194303495426,25,475
5800,8465.378589535167,5485.408890726808,8655.589421374,30,470
