step,msd_global,n_round,n_elongated
0,0.0,500,0
100,10.774439178621078,500,0
200,11.17800871894718,500,0
300,13.139523221586076,500,0
400,12.742370198884151,500,0
500,12.859244462929253,500,0
600,12.800347732011483,500,0
700,13.458356183388837,500,0
800,13.497012228138857,500,0
900,13.56650178507221,500,0
1000,14.259513399180035,500,0
1100,13.606322523351432,500,0
1200,13.624615977389732,500,0
1300,13.623499853925773,500,0
1400,14.249062722586386,500,0
1500,14.908396853465268,500,0
1600,14.906793993908986,500,0
1700,14.951740477051038,500,0
1800,14.975299632045092,500,0
1900,14.383839339833806,500,0
2000,14.390065778217956,500,0
2100,14.391052159450755,500,0
2200,14.411867395138072,500,0
2300,14.418622083313046,500,0
2400,14.409747617386342,500,0
2500,14.982115283028111,500,0
2600,15.010551430786398,500,0
2700,14.994110797614008,500,0
2800,15.00880876930046,500,0
2900,15.02808943994141,500,0
3000,14.517997554537219,500,0
3100,12.811477373950002,500,0
3200,13.463243911265458,500,0
3300,13.476775306496148,500,0
3400,13.473670636101604,500,0
3500,12.900426760648676,500,0
3600,12.823490382268508,500,0
3700,12.240539052205197,500,0
3800,13.465143526862581,500,0
3900,14.113246395377509,500,0
4000,13.482914329081858,500,0
4100,13.495267786044092,500,0
4200,13.4895727609184,500,0
4300,13.50218671493709,500,0
4400,13.515352515964034,500,0
4500,13.516000891743671,500,0
4600,13.506064483629912,500,0
4700,13.505142209264596,500,0
4800,13.499329558008002,500,0
4900,13.507907232140978,500,0
5000,13.505976406994064,500,0
5100,13.51709808127857,500,0
5200,14.103405753153092,500,0
5300,13.498922728187893,500,0
5400,14.113169984067845,500,0
5500,13.505599416158212,500,0
5600,13.502058446341941,500,0
5700,13.506268514845361,500,0
5800,13.506751698340107,500,0
5900,13.5184861769232,500,0
6000,13.5010438968182,500,0
6100,13.50626193662267,500,0
6200,13.507581017246721,500,0
6300,13.497204421721063,500,0
6400,13.51011301307223,500,0
6500,13.493291184769305,500,0
6600,13.50761486794444,500,0
6700,13.506728887752733,500,0
6800,13.5107415442589,500,0
6900,13.502240620620112,500,0
7000,13.493355871670387,500,0
7100,13.496741097542342,500,0
7200,13.504296561442574,500,0
7300,13.492939566827024,500,0
7400,13.509166133469327,500,0
7500,13.50917774069182,500,0
7600,13.525215454475806,500,0
7700,13.509746049877815,500,0
7800,13.506769859710246,500,0
7900,13.506913437378467,500,0
8000,13.50826841686166,500,0
8100,13.505380139587203,500,0
8200,13.506313121819986,500,0
8300,13.500813619936446,500,0
8400,13.498076075822562,500,0
8500,13.494085468909761,500,0
8600,13.519707478001447,500,0
8700,13.511123271606445,500,0
8800,13.493748100567492,500,0
8900,13.497897348866763,500,0
9000,13.502578938975605,500,0
9100,13.509840719797698,500,0
9200,13.504464732850472,500,0
9300,13.512693652538022,500,0
9400,13.507970310026984,500,0
9500,14.071925505540145,500,0
9600,13.492336134115014,500,0
9700,13.508315788159031,500,0
9800,13.52085648507112,500,0
9900,13.504575090682529,500,0
10000,13.505334678342527,500,0
10100,13.493581525951791,500,0
10200,13.486221453485186,500,0
10300,13.505423659446416,500,0
10400,13.507771044801117,500,0
10500,13.505530023696647,500,0
10600,13.505309260747111,500,0
10700,13.50335793817194,500,0
10800,13.507805084989881,500,0
10900,13.505236539407976,500,0
