position_x,position_y,position_z,orientation,aspect_ratio
40.83996339380252, 1.837915533038276, 0.0, 0.0, 1 
12.246560268732916, 30.6610255236296, 0.0, 0.0, 1 
23.202098975084038, 34.20022375575917, 0.0, 0.0, 1 
27.632878651255805, 23.827221194388148, 0.0, 0.0, 1 
6.076260884172712, 36.12017459938626, 0.0, 0.0, 1 
21.100587244228464, 4.882137565893256, 0.0, 0.0, 1 
21.611808119401818, 3.535273946836864, 0.0, 0.0, 1 
17.10053863278547, 20.176173283634064, 0.0, 0.0, 1 
39.46958253466354, 18.773223584746447, 0.0, 0.0, 1 
37.10908109869028, 7.908324497557643, 0.0, 0.0, 1 
28.682328281742564, 35.864193496277544, 0.0, 0.0, 1 
14.613562468427714, 27.37310368279119, 0.0, 0.0, 1 
0.6423692785472155, 37.302290623104575, 0.0, 0.0, 1 
5.625975500202711, 30.522318005287232, 0.0, 0.0, 1 
5.232304084866189, 16.91562036107476, 0.0, 0.0, 1 
21.400534062023986, 12.244035903424926, 0.0, 0.0, 1 
9.315236795146554, 41.26017285166442, 0.0, 0.0, 1 
25.785079114462974, 39.30184866912789, 0.0, 0.0, 1 
22.524954009851236, 40.262957350576684, 0.0, 0.0, 1 
18.377938238605, 9.775185715346376, 0.0, 0.0, 1 
11.253941845107937, 24.221536031011507, 0.0, 0.0, 1 
20.911304943756896, 17.551381376311706, 0.0, 0.0, 1 
3.676168208204478, 12.171319047528781, 0.0, 0.0, 1 
31.617611799788936, 21.50472477334264, 0.0, 0.0, 1 
37.12498221995673, 6.026018889777376, 0.0, 0.0, 1 
29.83486827200406, 27.446441507279545, 0.0, 0.0, 1 
10.781449478050456, 1.026446475693112, 0.0, 0.0, 1 
5.621521894864916, 22.02641347953778, 0.0, 0.0, 1 
4.93603183830005, 26.549702164553313, 0.0, 0.0, 1 
23.47610954288944, 33.673181817802295, 0.0, 0.0, 1 
23.26518473428439, 27.860328653951274, 0.0, 0.0, 1 
9.593588170928712, 40.00730460991, 0.0, 0.0, 1 
2.0418397151987944, 32.87128760122341, 0.0, 0.0, 1 
38.46584851431191, 5.003555056042418, 0.0, 0.0, 1 
22.463444399336506, 26.498210709771392, 0.0, 0.0, 1 
5.3862293501952765, 34.90246779180462, 0.0, 0.0, 1 
27.433853176514223, 25.246454556991917, 0.0, 0.0, 1 
6.548466938600915, 7.743015694414131, 0.0, 0.0, 1 
3.16166239729389, 29.639269664174517, 0.0, 0.0, 1 
16.605031923401988, 0.40054961929711846, 0.0, 0.0, 1 
16.988132936458058, 35.174563817567154, 0.0, 0.0, 1 
13.782679678953738, 37.580622974593695, 0.0, 0.0, 1 
36.64245855246108, 39.01371199600065, 0.0, 0.0, 1 
2.1307389743876035, 14.825375655379336, 0.0, 0.0, 1 
20.332365287289672, 41.017143364787295, 0.0, 0.0, 1 
