step,msd_global,msd_round,msd_elongated,n_round,n_elongated
0,0.0,0.0,,500,0
100,0.019496724606119075,0.019496724606119075,,500,0
200,657.4102309603129,,657.4102309603129,0,500
300,1086.8827459888987,,1086.8827459888987,0,500
400,1790.909916166321,,1790.909916166321,0,500
500,2291.5491080279844,,2291.5491080279844,0,500
600,3006.6901192597734,,3006.6901192597734,0,500
700,3594.2314726062987,,3594.2314726062987,0,500
800,4028.0915160447844,,4028.0915160447844,0,500
900,4521.900178891403,,4521.900178891403,0,500
1000,4998.543997478997,,4998.543997478997,0,500
1100,5581.398388151711,,5581.398388151711,0,500
1200,6163.079243906217,,6163.079243906217,0,500
1300,6632.462225200938,,6632.462225200938,0,500
1400,7111.037756026559,,7111.037756026559,0,500
1500,7663.757424146074,,7663.757424146074,0,500
1600,8119.238377722128,,8119.238377722128,0,500
1700,8593.057583027765,,8593.057583027765,0,500
1800,9187.606584195915,,9187.606584195915,0,500
1900,9745.126596898352,,9745.126596898352,0,500
2000,10425.514990383776,,10425.514990383776,0,500
2100,10883.827083678436,,10883.827083678436,0,500
2200,11420.021436662033,,11420.021436662033,0,500
2300,12066.780199298759,,12066.780199298759,0,500
2400,12618.39768023939,,12618.39768023939,0,500
2500,13130.356658584842,,13130.356658584842,0,500
2600,13721.425054746247,,13721.425054746247,0,500
2700,14181.5050805321,,14181.5050805321,0,500
2800,14658.615228655424,,14658.615228655424,0,500
2900,15224.681445725597,,15224.681445725597,0,500
3000,15630.612174720667,,15630.612174720667,0,500
3100,16044.278385646414,,16044.278385646414,0,500
3200,16358.64497556794,,16358.64497556794,0,500
3300,16885.084385589675,,16885.084385589675,0,500
3400,17303.807531120932,,17303.807531120932,0,500
3500,17868.900675424757,27575.421850078274,17849.44872918297,1,499
3600,18255.13389470458,,18255.13389470458,0,500
3700,18887.16906070105,,18887.16906070105,0,500
3800,19140.374018772087,,19140.374018772087,0,500
3900,19697.515285769543,,19697.515285769543,0,500
4000,20220.52219534555,,20220.52219534555,0,500
4100,20903.87050691218,,20903.87050691218,0,500
4200,21453.323157205024,,21453.323157205024,0,500
4300,21897.445541955043,,21897.445541955043,0,500
4400,22427.983914750013,,22427.983914750013,0,500
4500,22989.98809877722,,22989.98809877722,0,500
4600,23464.61109250698,,23464.61109250698,0,500
4700,24108.11979347834,,24108.11979347834,0,500
4800,24248.974429683334,,24248.974429683334,0,500
4900,25015.982327413247,,25015.982327413247,0,500
5000,25653.177162569507,,25653.177162569507,0,500
5100,26332.06506813747,,26332.06506813747,0,500
5200,27069.945981880952,,27069.945981880952,0,500
5300,27952.63957627885,,27952.63957627885,0,500
5400,27926.9486351263,,27926.9486351263,0,500
5500,28109.392956307875,,28109.392956307875,0,500
5600,28886.29534316537,,28886.29534316537,0,500
5700,29629.938498717554,,29629.938498717554,0,500
5800,30480.86858431778,,30480.86858431778,0,500
5900,31370.303681755857,,31370.303681755857,0,500
6000,32200.395897948853,,32200.395897948853,0,500
6100,32931.59699198213,,32931.59699198213,0,500
6200,33860.20607660442,,33860.20607660442,0,500
6300,34576.15277426049,,34576.15277426049,0,500
6400,35251.77835783956,,35251.77835783956,0,500
6500,36234.94298425063,,36234.94298425063,0,500
6600,37068.76337766448,,37068.76337766448,0,500
6700,37727.37835868895,,37727.37835868895,0,500
6800,38658.03062276848,,38658.03062276848,0,500
6900,39501.828930147174,,39501.828930147174,0,500
7000,40395.55363524459,,40395.55363524459,0,500
7100,40814.331558818645,,40814.331558818645,0,500
7200,41430.58275728231,,41430.58275728231,0,500
7300,42300.54173858826,,42300.54173858826,0,500
7400,42575.96951886362,,42575.96951886362,0,500
7500,42622.50115030513,,42622.50115030513,0,500
7600,43201.304961815855,,43201.304961815855,0,500
7700,44060.81587107912,,44060.81587107912,0,500
7800,44667.2958523373,,44667.2958523373,0,500
7900,44651.0764097202,,44651.0764097202,0,500
8000,45717.97532428844,,45717.97532428844,0,500
8100,46736.265691741,,46736.265691741,0,500
8200,46926.85979509331,,46926.85979509331,0,500
8300,48270.885895582716,,48270.885895582716,0,500
8400,49029.31465146519,,49029.31465146519,0,500
8500,50394.3239591233,,50394.3239591233,0,500
8600,51426.11678367568,,51426.11678367568,0,500
8700,51518.22682259276,,51518.22682259276,0,500
8800,52254.18292662068,,52254.18292662068,0,500
8900,52850.300706674025,,52850.300706674025,0,500
9000,53290.23400453,,53290.23400453,0,500
9100,53485.75745649787,,53485.75745649787,0,500
9200,54020.82653806076,,54020.82653806076,0,500
9300,54517.82969162074,,54517.82969162074,0,500
9400,54852.16032834096,,54852.16032834096,0,500
9500,56123.49838075798,,56123.49838075798,0,500
9600,57693.44169054803,,57693.44169054803,0,500
9700,59218.66373771062,,59218.66373771062,0,500
9800,60133.671639114,,60133.671639114,0,500
9900,61064.561017741165,,61064.561017741165,0,500
10000,61876.015911672876,,61876.015911672876,0,500
10100,62898.0064843371,,62898.0064843371,0,500
10200,63749.09538162669,,63749.09538162669,0,500
10300,64607.13575631319,,64607.13575631319,0,500
10400,65187.65260344489,,65187.65260344489,0,500
10500,66219.13977964962,,66219.13977964962,0,500
10600,66987.21536344665,,66987.21536344665,0,500
10700,68231.60911468894,,68231.60911468894,0,500
10800,68689.86846892325,,68689.86846892325,0,500
10900,68816.62710516094,,68816.62710516094,0,500
11000,70228.22723223236,,70228.22723223236,0,500
11100,71348.61190166279,,71348.61190166279,0,500
11200,70752.87106597734,,70752.87106597734,0,500
11300,71914.16119764415,,71914.16119764415,0,500
11400,73025.06224702367,,73025.06224702367,0,500
11500,73353.25728058552,,73353.25728058552,0,500
11600,74384.93445795115,,74384.93445795115,0,500
11700,74572.31956476679,,74572.31956476679,0,500
11800,75597.45992157905,,75597.45992157905,0,500
11900,76855.75236613382,,76855.75236613382,0,500
12000,78723.63155170332,,78723.63155170332,0,500
12100,79794.93273045198,,79794.93273045198,0,500
12200,81095.9224512637,,81095.9224512637,0,500
12300,82249.24795560945,,82249.24795560945,0,500
12400,82653.02279963031,,82653.02279963031,0,500
