density,nematic,polar,nematic_2,polar_2,nematic_std,polar_std,nematic_2_std,polar_2_std,n_realizations
0.4,0.20076022348305503,0.46380299740963726,0.19170784898407273,0.4425152173151618,0.07911405057594194,0.1452062547222123,0.0783781026767074,0.14367028104423296,64
0.45,0.1998467389341249,0.4529418079216687,0.18839525699119075,0.42626527410507653,0.09794840208503984,0.14734406356222568,0.0974716711019754,0.14774578253255483,64
0.5,0.15016140894740843,0.35823999464009937,0.13614626287022227,0.32511539865122774,0.058432632625640496,0.12919437543836093,0.05600595817663642,0.12463531233397183,64
0.6,0.14703751129608084,0.3378263460398282,0.1239090458586492,0.28633005032132364,0.05088079437070368,0.11901354652300958,0.04688138108181579,0.1098656272682007,64
0.7,0.12235209313434008,0.260731147963023,0.08890560114595739,0.19038263889471613,0.040870156723344944,0.10796177226479842,0.03341627961727715,0.0866937692913298,64
0.75,0.11724658058062273,0.2234747089092844,0.07340586143342033,0.14035055143696126,0.037083846875528424,0.084891733669409,0.025539349892754106,0.05883937195373628,64
0.76,0.12571676611816965,0.24422193857927482,0.07725529764870788,0.15012756806410404,0.04108156060950307,0.09290274280542347,0.02966396958527601,0.0656884733247033,64
0.77,0.11718602935546535,0.21705148583096817,0.06882300625754638,0.12789213915001382,0.03782848894846285,0.07942586861026259,0.027034635119454038,0.05572008261889446,64
0.78,0.12130535302519407,0.21333359380928557,0.06793807215359912,0.11980149105102131,0.03959137817839022,0.08055958975801739,0.02614065658833091,0.05354606341712767,64
0.79,0.11681679432198436,0.22943277134552748,0.06359759151081543,0.12530779547177912,0.037172255769540995,0.08138713668571965,0.02538535091128341,0.05721628779551137,64
0.8,0.12549658742973033,0.22171367549577953,0.06590015643658155,0.11797045673362151,0.04982537624497478,0.10965212302734248,0.035306203577143744,0.07398935051498887,64
0.81,0.11311670457017899,0.21036706044059228,0.05411633471323035,0.10270953711324482,0.03799973172982371,0.09007878178930194,0.024954881575651507,0.057639215643198426,64
0.82,0.11274711504751192,0.198789752423637,0.049606142706809214,0.08819605999470981,0.03619157917554679,0.06710226266882349,0.02311144806483929,0.038362096291323644,64
0.83,0.11331832086604779,0.2174912442101965,0.04668431037013991,0.09089531434006212,0.03406724309926415,0.07720088937521657,0.02165373735456157,0.05004680243150143,64
0.84,0.11766688417034754,0.20324243670349723,0.041726627078803716,0.07339359459429062,0.03308901565462655,0.06979631811446031,0.01786517433898215,0.036707941497074376,64
0.845,0.11246665584056506,0.1970197086587252,0.037381680801938655,0.06646657200440778,0.03138781422628686,0.07440778855825532,0.018242071189748132,0.04046385696578928,64
0.848,0.11465824954821918,0.18705594275333198,0.029797521112785823,0.055248297044436234,0.0357944269703092,0.07831164679689762,0.020086803427064773,0.04367461485653632,64
0.85,0.13088175402414243,0.15561775073856665,0.02075396365288624,0.03506492586814225,0.06722801808510787,0.07329072532745921,0.017975384085689987,0.03764669838655251,64
0.852,0.15597711282620955,0.14578682992827924,0.019629706656072853,0.029404141404451037,0.07783225172809434,0.06600924597501001,0.01629251849732168,0.032902077530369014,64
0.855,0.14526583754165756,0.13955735502144404,0.014428919373327914,0.02140740595131823,0.0640577147682437,0.060783875989563516,0.016791923872437574,0.03214602288218564,64
0.86,0.15797884187952702,0.13622301800870404,0.00736852490482541,0.009945205516276952,0.061474685210561125,0.051424046884916724,0.011265089543537407,0.022137310535156184,64
0.87,0.1916783375768264,0.1534888031403362,0.0025671933976444657,0.0021360704821993077,0.06567405087272762,0.026791096560772103,0.0009327067522113967,0.0010476621848465888,64
0.88,0.26627381186134724,0.21918882660070516,0.0015420840907823595,0.001247458179719892,0.08035868284795793,0.038461269294932265,0.0005442484327720084,0.0002437454311303207,64
0.9,0.5395413927792063,0.5465512775888153,0.0005120149514086578,0.0005028207535983469,0.13858088783309996,0.13018514728278313,0.0001791126943325006,0.00014955983245557928,64
