density,mean_aspect_ratio,fraction_elongated,fraction_round,fraction_binary,mean_aspect_ratio_std,fraction_elongated_std,fraction_round_std,fraction_binary_std,n_realizations
0.4,2.5497336919642857,0.8379524107142857,0.06445888392857138,0.09758870535714281,0.03452910227620738,0.022694331874872194,0.01693604221131748,0.007669374963049996,64
0.45,2.501205776785714,0.7994233482142857,0.08800151785714282,0.11257513392857138,0.04080403397883363,0.027726192960943412,0.020396584233356413,0.010190488431293906,64
0.5,2.4378916294642856,0.7540371428571429,0.11953593749999997,0.12642691964285713,0.0452213716420099,0.0270877036880514,0.023761622382162947,0.006801313499633346,64
0.55,2.3850626205357144,0.7165741964285715,0.1460126339285714,0.1374131696428571,0.05165785474703015,0.031424247568857894,0.0262780049022057,0.007949756748447808,64
0.6,2.30594659375,0.66390875,0.18694897321428566,0.14914227678571423,0.05161918087334526,0.02917372940782061,0.027407745924608276,0.006594349500386845,64
0.65,2.2045755401785714,0.6003483035714285,0.24025053571428567,0.15940116071428567,0.0648748291624329,0.03612592073662173,0.03419996313485815,0.007009969386879556,64
0.7,2.1017787410714286,0.5365986160714286,0.29580468749999994,0.1675966964285714,0.06668370199696477,0.03608442726115677,0.0352096687230726,0.007598234006518656,64
0.75,1.9586412633928574,0.455040625,0.3745298660714286,0.1704295089285714,0.0871525722645484,0.046977491193535226,0.04615597717178982,0.00845102046047531,64
0.76,1.919253169642857,0.43379687499999997,0.39761683035714285,0.16858629464285707,0.07384846543818122,0.039097164806132366,0.0392542017867933,0.007607813046686707,64
0.77,1.87660975,0.4101906249999999,0.4216561160714286,0.16815325892857141,0.08147266217726487,0.04292533130031333,0.04318683228444077,0.00655952622921175,64
0.78,1.8316669017857143,0.38586830357142854,0.44695848214285716,0.16717321428571424,0.09213211169555167,0.048333999592522645,0.04904428897741933,0.0088891234136538,64
0.79,1.8225581160714286,0.3803412946428571,0.45273937499999994,0.16691933035714282,0.08687222526578713,0.04497134289028157,0.04677055444191028,0.006932221648601678,64
0.8,1.759502267857143,0.34771754464285715,0.49028308035714285,0.16199937499999997,0.08519993523563542,0.043254495331013915,0.046063476844567026,0.008431108322909872,64
0.81,1.714703058035714,0.3237417857142857,0.5152267857142858,0.16103142857142855,0.09572143561875397,0.04918431817550566,0.051111043823986374,0.007798874155622596,64
0.82,1.6613596696428572,0.29664950892857145,0.5475122321428572,0.1558382589285714,0.08485685260911018,0.04215452243655652,0.047353349901888456,0.009371483748208623,64
0.83,1.6534899374999998,0.29247946428571425,0.5539834821428571,0.15353705357142855,0.11887516091422459,0.06019045698112798,0.06563433864366862,0.00880846572750483,64
0.84,1.5525853258928572,0.24325401785714285,0.6150673214285715,0.1416786607142857,0.13371658959930025,0.0652920991865697,0.0763802860826877,0.013440206518928986,64
0.845,1.5337434374999999,0.23399571428571425,0.6270614285714284,0.1389428571428571,0.11934846544779017,0.058101153168260776,0.06915135461174142,0.013444161510380668,64
0.85,1.3672906651785715,0.1593483482142857,0.7320775446428571,0.10857410714285709,0.2456500320986692,0.11128516348494233,0.15165871753353857,0.04159473662809214,64
0.852,1.2876591562500002,0.12190687499999998,0.7812050892857143,0.09688803571428567,0.24247870938651583,0.10784301177777775,0.15280398835607492,0.046195045799282394,64
0.853,1.2930720669642857,0.12613187499999998,0.7814829017857143,0.09238522321428566,0.2571955438181951,0.11482369358856796,0.16226305236720537,0.048252912470844025,64
0.854,1.229511794642857,0.09758535714285713,0.8226583482142857,0.0797562946428571,0.2582025979982016,0.11482077682375869,0.16339291721649266,0.04950708190986659,64
0.855,1.1718025625000001,0.07208941964285713,0.8593884821428571,0.06852209821428568,0.2203928160310064,0.09735805935744438,0.1422120070999168,0.045436667081222744,64
0.857,1.1272806964285715,0.05240830357142856,0.8906998660714285,0.056891830357142806,0.19552365481667539,0.08500062481710748,0.12810957709434703,0.04344222302699262,64
0.86,1.0590658392857142,0.02319553571428571,0.9396313839285714,0.037173080357142806,0.14963008788131468,0.06432503903162806,0.10010919299797649,0.036001578599102975,64
0.87,1.0205842544642856,0.00756174107142857,0.9753835714285715,0.01705468749999996,0.07170567954941003,0.029724970269071175,0.05101352157242189,0.021354014076204676,64
0.88,1.0010915937499998,0.0,0.9940437499999999,0.005956249999999977,0.0002336564238465695,0.0,0.0010499939531193815,0.0010499939531193896,64
0.9,1.00018115625,0.0,0.9988196874999999,0.0011803124999999813,6.405732025129178e-05,0.0,0.00032119799931179543,0.00032119799931181007,64
