step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,130.203125,4839.921875,5.453125,0.0,0.0,0.0,1.390625,4999.578125,0.3125,0.0,0.0,0.0
200,44.140625,4629.15625,5.703125,272.1875,6.359375,4.125,4.0,4684.5625,1.921875,146.046875,38.84375,21.640625
300,36.296875,4723.40625,4.4375,206.640625,4.703125,3.296875,2.078125,4769.640625,0.984375,132.828125,20.5625,11.25
400,31.53125,4764.421875,5.140625,177.015625,4.234375,3.03125,1.765625,4806.015625,0.671875,119.421875,16.625,9.0
500,30.1875,4793.0625,4.15625,156.828125,3.5625,2.65625,1.609375,4830.203125,0.46875,108.859375,14.453125,6.921875
600,29.140625,4805.25,4.25,145.21875,3.71875,2.5625,1.5,4843.34375,0.546875,102.703125,13.90625,6.28125
700,25.234375,4825.078125,4.375,131.28125,3.671875,2.65625,1.25,4858.421875,0.203125,94.328125,12.5625,6.234375
800,24.625,4836.984375,4.484375,122.34375,3.453125,2.53125,1.234375,4869.015625,0.171875,90.0,11.640625,5.78125
900,22.953125,4843.796875,4.703125,116.625,3.359375,2.546875,1.25,4874.515625,0.171875,86.40625,11.09375,5.53125
1000,20.984375,4853.390625,3.71875,112.328125,3.125,2.265625,1.234375,4879.734375,0.28125,84.5625,9.890625,5.09375
1100,19.9375,4860.671875,4.0,107.375,3.125,2.234375,1.234375,4885.984375,0.21875,81.140625,9.34375,4.390625
1200,18.546875,4867.203125,3.984375,102.140625,3.328125,2.203125,1.171875,4891.390625,0.140625,78.75,9.0625,4.578125
1300,18.59375,4868.359375,4.234375,100.59375,3.03125,2.21875,1.09375,4892.96875,0.046875,77.546875,8.65625,4.71875
1400,17.765625,4876.375,3.796875,95.109375,3.015625,2.078125,1.3125,4898.921875,0.171875,74.90625,8.015625,4.5
1500,17.15625,4878.671875,3.6875,93.9375,3.09375,2.28125,1.109375,4900.359375,0.09375,74.28125,7.890625,4.046875
1600,17.109375,4880.359375,3.734375,91.734375,3.484375,2.265625,1.109375,4902.109375,0.109375,72.4375,9.515625,3.84375
