density,mean_aspect_ratio,fraction_elongated,fraction_round,fraction_binary,mean_aspect_ratio_std,fraction_elongated_std,fraction_round_std,fraction_binary_std,n_realizations
0.4,2.668298649553571,0.9517169642857143,0.011225558035714244,0.037057477678571385,0.029154722697117795,0.03520896850407121,0.01163793531229225,0.024936166325574036,128
0.5,2.6275238839285713,0.9039219866071428,0.02798392857142852,0.06809408482142854,0.059228763599861664,0.062354023540222694,0.024851007284866198,0.03985421523359917,128
0.6,2.5267736272321426,0.8129430803571428,0.07308426339285709,0.11397265624999997,0.10519149781270841,0.08762880971330404,0.04782884847109038,0.04405500035741169,128
0.7,2.281462232142857,0.6340281249999999,0.19216696428571425,0.17380491071428567,0.14427817930149198,0.08697417216400517,0.07132949873315206,0.020565150150950975,128
0.75,2.0167030691964283,0.4773690848214286,0.3287953125,0.19383560267857142,0.15570116033423126,0.08737228123822678,0.07922678802383243,0.012828837232859732,128
0.76,1.9453401785714284,0.43718939732142853,0.36669977678571425,0.1961108258928571,0.14152789529222168,0.07737493792948813,0.07239851402916558,0.010493377501256613,128
0.77,1.8832602566964287,0.40362120535714285,0.40100691964285706,0.19537187499999997,0.15963961517170117,0.08738221984178558,0.08198255516111473,0.012048382556010295,128
0.78,1.8185304575892858,0.3685397321428571,0.43635714285714283,0.195103125,0.14314885819310774,0.07739491778438062,0.07445380782902271,0.01076441634684039,128
0.79,1.7588592968749999,0.3371621651785714,0.4706883928571428,0.19214944196428568,0.16081548246389807,0.08456288972774072,0.08528223543635578,0.011198034322572816,128
0.8,1.6469812165178572,0.27825446428571426,0.5328728794642856,0.18887265624999994,0.12152664473068572,0.06035721898145505,0.06621130386792143,0.011308883683201982,128
0.81,1.5776240178571426,0.24484386160714283,0.57494765625,0.18020848214285712,0.11172082374024604,0.05660166100806785,0.06097694946970819,0.010567816005958226,128
0.82,1.469246160714286,0.19391116071428566,0.641869419642857,0.16421941964285708,0.10464754562910089,0.05181661109839509,0.05867384170356584,0.011336606179690158,128
0.83,1.393916830357143,0.15873002232142852,0.6897217633928572,0.15154821428571424,0.10731784443261724,0.05031599031176523,0.062047120544086905,0.014178191195497708,128
0.84,1.3075183147321428,0.12240937499999997,0.7501206473214286,0.12746997767857138,0.16491554030974728,0.07618708477392364,0.0991846393904453,0.0255026076083436,128
0.843,1.20205890625,0.07660636160714282,0.8171591517857143,0.10623448660714283,0.12995795225958,0.05569702691377598,0.08059230791808132,0.02708860575137471,128
0.845,1.1692126897321429,0.06351584821428569,0.8395108258928572,0.0969733258928571,0.1400677058366385,0.05861884010027416,0.08859636255493739,0.03211757787943692,128
0.848,1.0830298883928573,0.029527008928571394,0.9060523437500001,0.06442064732142852,0.11194944485853134,0.04524617895177513,0.07838215790635453,0.03693365171472642,128
0.85,1.060391015625,0.021228124999999987,0.9263255580357143,0.05244631696428566,0.10864877390501865,0.04500180652140111,0.07675468646977995,0.035732606762889946,128
0.852,1.017706328125,0.004373549107142849,0.9601367187500001,0.0354897321428571,0.046763494567088275,0.017815515042141118,0.03820443379553967,0.02393505467213566,128
0.855,1.011438549107143,0.0021739955357142817,0.9665578125000001,0.031268191964285666,0.03098202746339733,0.011886009616257347,0.026242614924019577,0.01739889350351145,128
0.86,1.004069671875,4.515625e-05,0.9793560937499999,0.020598749999999992,0.0025700981172770664,0.00032762804042696907,0.010672199828900913,0.01067818963393456,128
0.87,1.002202734375,3.515625e-06,0.989095703125,0.010900781250000002,0.0011193749766439788,2.3630683501665916e-05,0.004811088845539558,0.004813375329434416,128
0.88,1.0009295703125,0.0,0.9947992187499999,0.005200781249999999,0.0004886652346471125,0.0,0.002416633504501412,0.0024166335045014056,128
0.9,1.0001378124999998,0.0,0.999021875,0.0009781249999999998,0.00013151412307014148,0.0,0.0008408083380993211,0.0008408083380993095,128
