step,nematic,polar,nematic_2,polar_2,fraction_elongated
100,0.0,0.0,0.0,0.0,0.0
200,0.2655658710746396,0.2837290523197419,0.000600032102327025,0.0005690501475343124,0.0023875000000000003
300,0.24776182897318888,0.24025836254485436,0.000864226781073675,0.0008070486809572499,0.0037625
400,0.20662347061625935,0.22701060382592714,0.0010149416662016434,0.0010519533861213187,0.0052875
500,0.19507257011703483,0.2103314048991846,0.0014031959612456314,0.0014070767043784435,0.00725
600,0.20742723185102094,0.18265449306599024,0.0018268179025836004,0.0015822527219700874,0.009362500000000001
700,0.19761663621825445,0.15351387431499475,0.00222052453079775,0.0016395826387329126,0.012012500000000002
800,0.16153728502238954,0.13014675806045978,0.0023510579433985187,0.001648726423264556,0.015362500000000001
900,0.15401721866190007,0.12740860455502048,0.0026683579958553,0.0018292959036879189,0.019087499999999997
1000,0.13062979663074786,0.11919971834371101,0.002674224147865287,0.002068353926854775,0.022812500000000003
1100,0.1507196592067799,0.09673266399863806,0.0035576413130492305,0.0019323423417356561,0.027200000000000002
1200,0.12642490737444276,0.10630216719940053,0.0036495655752847066,0.00244762586593675,0.0318375
1300,0.1236259340508326,0.10390170306556988,0.004024064071166807,0.0029920282476693753,0.03685
1400,0.12957846433391326,0.10914396329371653,0.004853745877568324,0.003734765824719756,0.042112500000000004
1500,0.11854191225037619,0.11272218180294846,0.005049852107707244,0.004165723674218275,0.0478625
1600,0.12348528218753152,0.1170312027055651,0.005707231047308626,0.005035893614933506,0.05415
1700,0.1290104177589401,0.1283186713607148,0.0070006639357281745,0.00601309451831243,0.0601375
1800,0.1278490180415629,0.14316117535166326,0.008105570993978092,0.007697420226793088,0.06641250000000001
1900,0.12539787105467656,0.14233759401304044,0.009181579824160232,0.008667401668361312,0.0725
2000,0.1172765916904735,0.14470658851965978,0.00949150436600572,0.010102904705408818,0.07942500000000001
2100,0.10723698423135572,0.1347646862524561,0.009320826021766456,0.010346600079473555,0.08697500000000001
2200,0.1154846706427469,0.1299508595856707,0.010227036238069831,0.010827399187528189,0.09408749999999999
2300,0.12243565116106636,0.13216153800907565,0.011942725425694477,0.011965343098403297,0.1008
2400,0.11591974594292734,0.1369602430470875,0.012281022722431319,0.013221373665689352,0.10712500000000001
2500,0.12163361668719047,0.1357311687974862,0.013471818188349857,0.014404843390813455,0.11362499999999999
