position_x,position_y,position_z,orientation,aspect_ratio
59.430876289061125, 2.67455995541654, 0.0, 0.0, 1 
17.821362895933557, 44.61834593777078, 0.0, 0.0, 1 
33.76401346246121, 49.768635869912956, 0.0, 0.0, 1 
40.21174497141281, 34.67369991155934, 0.0, 0.0, 1 
8.8422583885599, 52.56257473730175, 0.0, 0.0, 1 
30.705864695475753, 7.104553716343692, 0.0, 0.0, 1 
31.449800342426496, 5.144579258224455, 0.0, 0.0, 1 
24.884938954563495, 29.360644789125303, 0.0, 0.0, 1 
57.43667921980652, 27.31905309643984, 0.0, 0.0, 1 
54.00164507276891, 11.508302550031722, 0.0, 0.0, 1 
41.738918503858336, 52.190067516261976, 0.0, 0.0, 1 
21.265857043725674, 39.833716865340655, 0.0, 0.0, 1 
0.9347846068595231, 54.28280622936966, 0.0, 0.0, 1 
8.186996906284563, 44.416496849820355, 0.0, 0.0, 1 
7.614120849619076, 24.61584334290353, 0.0, 0.0, 1 
31.14235142906593, 17.817689404826798, 0.0, 0.0, 1 
13.5556606708339, 60.04237087011341, 0.0, 0.0, 1 
37.522801677825434, 57.19259059230183, 0.0, 0.0, 1 
32.778622798163546, 58.591209161, 0.0, 0.0, 1 
26.743828425475133, 14.224984663906604, 0.0, 0.0, 1 
16.376890917154775, 35.24751228372862, 0.0, 0.0, 1 
30.43041848915663, 25.541011514128883, 0.0, 0.0, 1 
5.349610524693416, 17.711870836254107, 0.0, 0.0, 1 
46.01038344010768, 31.293971184821828, 0.0, 0.0, 1 
54.02478460307972, 8.76914554747743, 0.0, 0.0, 1 
43.41611054536298, 39.94043907594718, 0.0, 0.0, 1 
15.68931352773968, 1.4936990252914206, 0.0, 0.0, 1 
8.18051595855896, 32.053139763410435, 0.0, 0.0, 1 
7.182981402608053, 38.63549165405052, 0.0, 0.0, 1 
34.16275740843667, 49.001677194856576, 0.0, 0.0, 1 
33.8558167266925, 40.54273334282238, 0.0, 0.0, 1 
13.960721420264193, 58.219179777500926, 0.0, 0.0, 1 
2.971313229298486, 47.83474970467069, 0.0, 0.0, 1 
55.97603167182923, 7.2812421175257125, 0.0, 0.0, 1 
32.68911316717196, 38.560560581033144, 0.0, 0.0, 1 
7.838115012231918, 50.79055104717488, 0.0, 0.0, 1 
39.922120363925195, 36.738987815588466, 0.0, 0.0, 1 
9.52941913190001, 11.267742906665204, 0.0, 0.0, 1 
4.600894594089267, 43.13147276172594, 0.0, 0.0, 1 
24.16387077774338, 0.582885313645751, 0.0, 0.0, 1 
24.72136463966502, 51.18650892524419, 0.0, 0.0, 1 
20.05674498366366, 54.68783929438714, 0.0, 0.0, 1 
53.32260952733444, 56.773290143625, 0.0, 0.0, 1 
3.100680653654235, 21.57409050585517, 0.0, 0.0, 1 
29.587937540519043, 59.68871101910138, 0.0, 0.0, 1 
53.301398987403736, 33.94471373728438, 0.0, 0.0, 1 
54.32421826457676, 39.38440014525183, 0.0, 0.0, 1 
23.163332039460514, 32.35254942955821, 0.0, 0.0, 1 
51.056222936559664, 52.8520172883282, 0.0, 0.0, 1 
34.31473317837014, 45.50908053120241, 0.0, 0.0, 1 
17.167919885984567, 29.806807431412768, 0.0, 0.0, 1 
21.212148727955288, 42.608779094652405, 0.0, 0.0, 1 
48.93121040832834, 34.84518169061245, 0.0, 0.0, 1 
40.15027789598737, 25.83324751777336, 0.0, 0.0, 1 
37.89243039723786, 39.703413541434955, 0.0, 0.0, 1 
60.19450870730207, 16.422689503573437, 0.0, 0.0, 1 
30.401414660890673, 46.74203461488984, 0.0, 0.0, 1 
30.774995863754025, 37.20335454319106, 0.0, 0.0, 1 
11.941716336521583, 46.89756707284967, 0.0, 0.0, 1 
20.455448209485876, 5.577167160870207, 0.0, 0.0, 1 
0.013614298288965472, 29.802587300587128, 0.0, 0.0, 1 
41.33888910607047, 11.517922878171166, 0.0, 0.0, 1 
45.53475455509123, 41.500829581961916, 0.0, 0.0, 1 
8.068744043431455, 2.4034684368604893, 0.0, 0.0, 1 
20.05782433639546, 49.752877451426514, 0.0, 0.0, 1 
53.75613584935133, 43.223073816057294, 0.0, 0.0, 1 
11.893612408024078, 59.284221988829024, 0.0, 0.0, 1 
49.529818003362166, 40.316694824780896, 0.0, 0.0, 1 
56.765711488350995, 6.1066835101235455, 0.0, 0.0, 1 
57.53062285470927, 33.294171983147464, 0.0, 0.0, 1 
46.08283801926162, 5.520830927888362, 0.0, 0.0, 1 
19.89112767947915, 52.9193546433382, 0.0, 0.0, 1 
28.391134048617708, 42.21788910749088, 0.0, 0.0, 1 
28.577447735642302, 46.431032961037005, 0.0, 0.0, 1 
14.129385385499317, 32.46790626082582, 0.0, 0.0, 1 
3.3303880539269684, 42.80915626247034, 0.0, 0.0, 1 
7.431413894393993, 28.91350856911229, 0.0, 0.0, 1 
47.30498258272519, 31.453966068950482, 0.0, 0.0, 1 
55.78850820008818, 2.0120437234001947, 0.0, 0.0, 1 
52.87649707055223, 39.97602145929869, 0.0, 0.0, 1 
9.2173375449567, 30.835512007153554, 0.0, 0.0, 1 
57.55558942283064, 29.884322755986577, 0.0, 0.0, 1 
1.548952711799348, 2.174961249990894, 0.0, 0.0, 1 
4.485997795154909, 2.5765089163933714, 0.0, 0.0, 1 
7.245524233896369, 55.819651168333785, 0.0, 0.0, 1 
41.49788931566992, 46.55521016959819, 0.0, 0.0, 1 
7.58349620208316, 17.404280703611235, 0.0, 0.0, 1 
24.59045360752309, 51.836860120334826, 0.0, 0.0, 1 
26.68003558964795, 40.974953737070095, 0.0, 0.0, 1 
9.809038601965513, 47.76997159728108, 0.0, 0.0, 1 
53.89883145132264, 11.867781679187171, 0.0, 0.0, 1 
51.57688582632872, 37.70571310187958, 0.0, 0.0, 1 
16.79277251819086, 47.737804020263205, 0.0, 0.0, 1 
20.85435151823516, 12.165760955584155, 0.0, 0.0, 1 
51.53370568015636, 33.18617946589859, 0.0, 0.0, 1 
39.86245331690563, 13.967645359570763, 0.0, 0.0, 1 
20.253786173708534, 16.53283479039336, 0.0, 0.0, 1 
24.877610982419135, 28.18243191137695, 0.0, 0.0, 1 
16.79243109618199, 32.30793878332933, 0.0, 0.0, 1 
57.66562576488107, 53.06854664677959, 0.0, 0.0, 1 
31.221862608442088, 44.52958245990341, 0.0, 0.0, 1 
4.988482038363963, 28.37349645449455, 0.0, 0.0, 1 
14.955384911171157, 33.19177294702044, 0.0, 0.0, 1 
34.1451512172341, 21.353522193573358, 0.0, 0.0, 1 
35.67550095635451, 23.91313144984118, 0.0, 0.0, 1 
33.610015427812215, 44.73539469598813, 0.0, 0.0, 1 
50.42067128412531, 18.82038223326427, 0.0, 0.0, 1 
44.49262743623279, 8.764749011571881, 0.0, 0.0, 1 
40.14458369056101, 38.93540320155644, 0.0, 0.0, 1 
4.287385935031732, 25.242429236675857, 0.0, 0.0, 1 
49.50430882780462, 40.956649943266996, 0.0, 0.0, 1 
1.5375135603950665, 35.857714455294975, 0.0, 0.0, 1 
13.019045724817248, 0.5643333943751826, 0.0, 0.0, 1 
52.51060390279047, 23.004375285409893, 0.0, 0.0, 1 
31.449372880969293, 15.417754641794874, 0.0, 0.0, 1 
31.161509000310105, 51.48239714160287, 0.0, 0.0, 1 
29.87321294231248, 46.63847904021655, 0.0, 0.0, 1 
19.519666756894885, 8.835502130340002, 0.0, 0.0, 1 
25.08173392845472, 21.496685194560516, 0.0, 0.0, 1 
59.24501387838697, 28.941737600498087, 0.0, 0.0, 1 
50.033881913369676, 18.47001299104916, 0.0, 0.0, 1 
36.08536590864631, 16.874456294420888, 0.0, 0.0, 1 
5.610421837584109, 51.37592179336719, 0.0, 0.0, 1 
30.146309047141532, 50.81662542904344, 0.0, 0.0, 1 
15.554496594582648, 30.31791704946386, 0.0, 0.0, 1 
13.970185004301829, 7.271106799651483, 0.0, 0.0, 1 
49.17988572710967, 19.865213958519575, 0.0, 0.0, 1 
14.137536253560468, 7.789506700970741, 0.0, 0.0, 1 
29.31977032405433, 44.772718642275365, 0.0, 0.0, 1 
11.697356453177969, 51.11711402313983, 0.0, 0.0, 1 
45.42094998540725, 40.80864823159222, 0.0, 0.0, 1 
1.592266401469502, 46.52934364717238, 0.0, 0.0, 1 
17.901528335941915, 48.64445185796863, 0.0, 0.0, 1 
51.31045572355245, 30.22570311087596, 0.0, 0.0, 1 
10.670856276297286, 24.417127211901256, 0.0, 0.0, 1 
9.734811675344396, 48.99060550656172, 0.0, 0.0, 1 
58.62266411515391, 29.866657408952456, 0.0, 0.0, 1 
25.013957534066236, 59.48675018805243, 0.0, 0.0, 1 
53.5217936184932, 57.88769824638892, 0.0, 0.0, 1 
46.818246172591984, 53.95655147040202, 0.0, 0.0, 1 
24.41780586079261, 43.19870239418062, 0.0, 0.0, 1 
48.04451393150921, 13.629873426177499, 0.0, 0.0, 1 
58.084730555128274, 31.66996682934356, 0.0, 0.0, 1 
40.615024492609145, 59.016751900356624, 0.0, 0.0, 1 
3.1605469054514495, 36.254493639828944, 0.0, 0.0, 1 
52.93030676610126, 21.111699870157565, 0.0, 0.0, 1 
38.32086077380114, 29.5939802438543, 0.0, 0.0, 1 
