step,msd_global,msd_round,msd_elongated,n_round,n_elongated
0,0.0,0.0,,500,0
100,11.760025617520554,11.760025617520554,,500,0
200,44.241888655463,11.974183157614572,53.556277871336775,112,388
300,100.31265334450248,41.795699572168004,106.67037116012196,49,451
400,156.67573049356318,107.25488760426195,161.3258316844602,43,457
500,224.22975821811545,122.84131867560916,232.33207412108032,37,463
600,278.6811800881457,203.33171530549455,283.8332802442245,32,468
700,334.1569241342994,292.7734499705613,337.2718092864087,35,465
800,390.353448599749,373.6814503731122,392.08321442017274,47,453
900,426.9952696821414,472.17879823802235,421.41078862467293,55,445
1000,480.1533866040581,534.3272889717143,472.4849346707369,62,438
1100,524.5600478424518,523.3472994903469,524.7444750112052,66,434
1200,583.0199507756422,548.0345274380321,588.4333996523624,67,433
1300,652.0725750458872,698.098736921845,644.9507439934872,67,433
1400,730.6792534362465,774.7546424978165,725.1201953564089,56,444
1500,832.3980708123789,864.7230465548065,828.1563319140513,58,442
1600,906.0332982754197,946.4020713920704,901.5478790402365,50,450
1700,989.9999303229872,872.9153911685197,1002.4336866933733,48,452
1800,1097.9738821799535,1058.078446369117,1102.7042134953326,53,447
1900,1195.3656322732193,1220.1609065685377,1192.3010478097528,55,445
2000,1309.8859322110634,1495.5737437626185,1293.2994392402272,41,459
2100,1433.5012584114668,1658.8548560424804,1412.2973094002336,43,457
2200,1565.9469186465572,1376.8606308929438,1586.0268784080033,48,452
2300,1670.4003533153655,1368.514487706875,1703.1994828382392,49,451
2400,1765.4032797963241,1197.5365031377262,1821.5659280372845,45,455
2500,1853.5596218796218,1284.3125312418806,1911.2366398737545,46,454
2600,1937.0434364823313,1218.2474559674286,2009.8729851688634,46,454
2700,1995.0149226992037,1136.8836612336645,2057.625358085101,34,466
2800,2066.5229414840105,1411.4613348858607,2093.8171750922666,20,480
2900,2087.040663986688,1109.9893050121539,2102.9276779537536,8,492
3000,2175.389349262059,1453.2822555326238,2191.6330671169135,11,489
3100,2247.7764117383385,2220.7538809376933,2248.3842805293552,11,489
3200,2308.7052890548835,2295.2062076907446,2309.094151481011,14,486
3300,2387.7536121790768,1943.9820401491347,2406.244094346991,20,480
3400,2522.668111061682,1700.732003805656,2560.4978063747208,22,478
3500,2669.5629803367033,1827.419423817245,2699.2036438166842,17,483
3600,2843.6858516062443,1781.822511455236,2892.558222910265,22,478
3700,3029.3197988083652,1820.4854678580573,3069.2812642943263,16,484
3800,3184.6885529401757,2253.1511826204783,3207.5952095873813,12,488
3900,3333.573960646302,2169.624957176791,3357.3280219415983,10,490
4000,3408.2773208013436,2170.1874514712877,3425.8566901427444,7,493
4100,3522.6303902679133,2741.593726286799,3533.7201603447243,7,493
4200,3653.797128484492,2975.136083342261,3662.0399751866244,6,494
4300,3810.1752665719023,2651.559491131059,3826.626200503111,7,493
4400,3999.7509423558677,2274.6806909374955,4031.3713746629255,9,491
4500,4212.38819608078,2873.313085514379,4234.16177511438,8,492
4600,4432.991858360329,2712.048234905342,4450.375127284118,5,495
4700,4671.39522757563,4124.091096986238,4673.593236132214,2,498
4800,4935.968558110901,4328.041585543611,4937.186848637087,1,499
4900,5209.353475325236,4399.826708324044,5210.975773455499,1,499
5000,5538.664296214156,4613.293218217749,5540.518747272265,1,499
5100,5887.735942558853,4864.402528000089,5889.786710924703,1,499
5200,6261.37606950452,4440.186247319968,6265.025748506892,1,499
5300,6664.071445826201,4590.232218349498,6668.227436262026,1,499
5400,7093.141265226081,4465.591906431866,7098.406895203624,1,499
5500,7495.188022455151,,7495.188022455151,0,500
5600,7875.595242233393,,7875.595242233393,0,500
5700,8193.858108239798,,8193.858108239798,0,500
5800,8434.094033629843,,8434.094033629843,0,500
5900,8684.080178093549,,8684.080178093549,0,500
6000,8972.191364729866,,8972.191364729866,0,500
6100,9180.678477312991,,9180.678477312991,0,500
6200,9610.242883387938,,9610.242883387938,0,500
6300,9956.562073504987,,9956.562073504987,0,500
6400,10447.84014761585,,10447.84014761585,0,500
6500,10932.923852101103,9163.225345820036,10936.47034209365,1,499
6600,11384.733716367427,,11384.733716367427,0,500
6700,11832.685453253753,,11832.685453253753,0,500
6800,12352.677057564133,,12352.677057564133,0,500
6900,12840.001168278466,,12840.001168278466,0,500
7000,13314.797891131077,,13314.797891131077,0,500
7100,13774.977047316503,,13774.977047316503,0,500
7200,14176.87158557828,,14176.87158557828,0,500
7300,14565.457305550728,,14565.457305550728,0,500
7400,15037.660351924178,,15037.660351924178,0,500
7500,15543.15320755522,,15543.15320755522,0,500
7600,16274.305227995892,,16274.305227995892,0,500
7700,17076.10233624252,,17076.10233624252,0,500
7800,17879.64404026787,,17879.64404026787,0,500
7900,18718.575309919455,,18718.575309919455,0,500
8000,19582.52689897561,,19582.52689897561,0,500
8100,20430.34658937832,,20430.34658937832,0,500
8200,21218.69851337307,,21218.69851337307,0,500
8300,21922.255657629124,,21922.255657629124,0,500
8400,22703.832945959035,,22703.832945959035,0,500
8500,23369.40697406023,,23369.40697406023,0,500
8600,23989.11005646369,,23989.11005646369,0,500
8700,24653.053801157064,,24653.053801157064,0,500
8800,25363.086351373917,,25363.086351373917,0,500
8900,26244.904489962457,,26244.904489962457,0,500
9000,27291.843113845676,,27291.843113845676,0,500
9100,28431.98560996347,,28431.98560996347,0,500
9200,29536.808533527674,,29536.808533527674,0,500
9300,30647.435731308033,,30647.435731308033,0,500
9400,31764.179744590612,,31764.179744590612,0,500
9500,32744.066307326026,,32744.066307326026,0,500
9600,33776.51085905628,,33776.51085905628,0,500
9700,34760.50187567094,,34760.50187567094,0,500
9800,35698.395496450925,,35698.395496450925,0,500
9900,36566.93892727856,,36566.93892727856,0,500
10000,37436.30706973226,,37436.30706973226,0,500
