step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,977.8828125,2.6328125,2.1875,0.0,0.0,0.0,206.125,158.8515625,91.6640625,0.0,0.0,0.0
200,17.5390625,1.890625,1.3203125,517.9453125,19.8515625,16.09375,16.9765625,2.1484375,1.5390625,146.6015625,94.34375,62.1171875
300,24.3984375,2.4609375,1.765625,443.3984375,32.578125,26.1953125,22.9296875,2.84375,2.0625,115.4140625,160.9609375,95.2421875
400,28.453125,3.5,2.5,411.875,45.6953125,35.359375,26.3203125,4.015625,2.765625,104.2890625,197.6171875,117.828125
500,31.1484375,4.3671875,2.890625,392.3515625,57.6640625,42.4375,28.3984375,5.1015625,3.3359375,98.53125,228.703125,131.15625
600,32.2265625,5.25,3.53125,380.2109375,66.2734375,47.6484375,29.0078125,5.9921875,3.9375,93.796875,275.1796875,142.484375
700,33.265625,5.875,3.96875,371.109375,75.078125,52.6875,29.53125,7.0390625,4.4296875,90.6875,317.1171875,148.1875
800,33.5390625,7.015625,4.3046875,365.65625,89.03125,57.6015625,29.59375,7.9921875,4.7265625,90.4609375,342.8359375,143.1796875
900,32.328125,8.6484375,4.6484375,357.78125,96.921875,62.6171875,28.6640625,9.796875,5.375,89.859375,350.859375,143.984375
1000,32.859375,9.40625,5.4140625,347.3203125,103.34375,67.265625,28.5625,10.875,6.25,88.078125,360.46875,151.8203125
1100,33.0390625,10.484375,5.9375,340.3984375,112.90625,72.9296875,28.265625,12.8828125,6.46875,85.7421875,425.7109375,137.15625
1200,33.5546875,11.765625,6.234375,341.2421875,120.21875,74.796875,28.390625,13.109375,7.2890625,87.7421875,408.9453125,144.2734375
1300,32.8671875,12.25,6.6640625,336.34375,131.5234375,75.140625,28.03125,14.0390625,7.734375,86.2421875,432.15625,140.7109375
1400,31.8125,12.6484375,7.0390625,333.8828125,138.234375,75.9609375,27.3828125,14.28125,7.6953125,85.0,439.8046875,141.234375
1500,31.34375,13.046875,7.140625,335.390625,138.2421875,79.0703125,26.5390625,15.578125,7.96875,84.984375,430.2734375,146.0
1600,29.515625,14.0234375,7.6796875,332.25,145.3125,82.015625,25.296875,15.890625,8.3203125,85.3125,438.6640625,143.6796875
1700,29.484375,14.1875,8.046875,327.1328125,147.8203125,88.21875,25.2890625,16.2890625,8.734375,83.8515625,447.703125,146.4765625
1800,28.6015625,14.109375,8.1328125,322.9921875,165.4765625,88.7578125,23.90625,16.3359375,8.953125,82.84375,475.953125,139.6875
1900,29.3359375,14.484375,8.015625,320.125,172.8984375,93.6953125,24.34375,16.8359375,8.890625,82.5234375,460.234375,141.9765625
2000,28.7890625,15.109375,7.859375,320.8671875,180.6015625,92.7734375,24.1328125,17.078125,8.875,83.5078125,467.4609375,145.109375
2100,28.3046875,14.3203125,8.078125,318.7734375,200.65625,87.3515625,23.8515625,16.5390625,8.578125,82.9296875,482.6015625,141.359375
2200,28.4296875,14.9375,7.9140625,312.3046875,212.7109375,93.0703125,23.671875,17.1015625,8.78125,83.1171875,500.390625,132.2109375
2300,27.234375,15.546875,8.4921875,309.0078125,221.0546875,93.125,23.0234375,17.1015625,9.2109375,83.1796875,522.53125,127.7109375
2400,27.328125,15.9375,8.453125,307.2265625,223.7421875,94.9921875,23.1328125,17.5234375,9.5078125,82.8359375,522.6328125,124.671875
2500,26.8671875,15.5390625,9.2734375,306.640625,229.40625,98.25,22.359375,17.3046875,9.9765625,81.53125,534.78125,118.6171875
2600,26.78125,16.2578125,9.5546875,303.0546875,240.4609375,96.4453125,22.5,18.4375,9.921875,82.53125,533.5390625,120.6171875
2700,27.25,17.109375,9.7890625,303.390625,241.953125,97.8828125,22.7421875,18.9296875,11.1015625,81.8828125,526.1796875,126.5234375
2800,27.1796875,18.4609375,10.34375,300.4453125,240.7265625,98.6328125,22.4921875,19.8671875,11.3515625,81.5859375,523.5625,125.96875
