N,seed,rho,f_elongated,f_binary,f_active,mean_aspect_ratio,s_max_norm,s_max_norm_2,n_clusters,state_label,state_name,state_id
2000,44577617154917,0.85,0.0,0.0519142857142857,0.0519142857142857,1.010112857142857,0.8187000000000001,0.948,1.1285714285714286,1,Jammed,1
2000,70199386339719,0.85,0.1394928571428571,0.13025,0.2697428571428571,1.3500142857142856,0.6926214285714286,0.7080142857142858,17.9,0,Unjammed,0
2000,78804909138230,0.85,0.0993571428571428,0.0954928571428571,0.1948499999999999,1.2451114285714284,0.7744785714285713,0.7898999999999999,13.142857142857142,0,Unjammed,0
2000,91820085255413,0.85,0.1479857142857142,0.1152428571428571,0.2632285714285713,1.352957857142857,0.7035857142857143,0.71835,16.114285714285714,0,Unjammed,0
2000,121838283310165,0.85,2.1428571428571428e-05,0.0358142857142857,0.0358357142857142,1.0070128571428572,0.3168785714285714,0.9641428571428572,1.042857142857143,1,Jammed,1
2000,130453083214186,0.85,7.142857142857143e-06,0.0479071428571428,0.0479142857142856,1.0091871428571428,0.7129285714285715,0.95205,1.0714285714285714,1,Jammed,1
2000,150917535351633,0.85,0.0,0.0509857142857142,0.0509857142857142,1.010114285714286,0.8366785714285715,0.9489285714285716,1.1285714285714286,1,Jammed,1
2000,162309295428918,0.85,0.0,0.0373571428571428,0.0373571428571428,1.00892,0.6890857142857143,0.9626214285714284,1.0285714285714285,1,Jammed,1
2000,166545407203722,0.85,0.1970428571428571,0.1415571428571428,0.3385999999999999,1.4658585714285717,0.5930857142857143,0.6176571428571428,20.82857142857143,0,Unjammed,0
2000,170902461924754,0.85,0.0,0.0386357142857143,0.0386357142857143,1.0073364285714288,0.4548285714285714,0.9612571428571428,1.1714285714285717,1,Jammed,1
2000,180878082594115,0.85,0.1777428571428571,0.1270357142857143,0.3047785714285714,1.4202992857142858,0.6442857142857145,0.6612714285714286,19.34285714285714,0,Unjammed,0
2000,184656659025018,0.85,0.0001857142857142,0.0526,0.0527857142857142,1.007502857142858,0.2937214285714286,0.9467214285714284,1.8285714285714283,1,Jammed,1
2000,201764007966294,0.85,0.1320785714285714,0.1245142857142857,0.2565928571428571,1.3269092857142857,0.6950785714285714,0.7156714285714286,18.77142857142857,0,Unjammed,0
2000,211701226972609,0.85,0.0,0.0463428571428571,0.0463428571428571,1.0100078571428572,0.8521071428571428,0.9536285714285714,1.0571428571428572,1,Jammed,1
2000,215411591372525,0.85,0.0,0.0284214285714285,0.0284214285714285,1.0071271428571429,0.5573357142857143,0.9715785714285714,1.0,1,Jammed,1
2000,215740729027954,0.85,0.1114357142857143,0.0982785714285714,0.2097142857142857,1.273249285714286,0.7542928571428571,0.7677071428571429,15.514285714285714,0,Unjammed,0
2000,216465895742590,0.85,0.0005857142857142,0.0494142857142857,0.0499999999999999,1.0100092857142853,0.5168785714285714,0.9496142857142856,1.6571428571428573,1,Jammed,1
2000,229070237359158,0.85,0.1041428571428571,0.1076285714285714,0.2117714285714285,1.2636964285714285,0.75715,0.7728285714285714,14.314285714285717,0,Unjammed,0
2000,260045648084392,0.85,0.142,0.1271857142857142,0.2691857142857142,1.3503428571428573,0.6886357142857142,0.7067142857142855,17.757142857142856,0,Unjammed,0
2000,292843692953188,0.85,0.0955642857142857,0.1103642857142857,0.2059285714285714,1.2495228571428574,0.7616357142857142,0.7797857142857144,14.485714285714286,0,Unjammed,0
2000,292918525777755,0.85,0.0007071428571428,0.0222071428571428,0.0229142857142856,1.0048857142857142,0.12885,0.9769571428571427,1.2285714285714286,1,Jammed,1
2000,295338566340576,0.85,0.0011714285714285,0.0533857142857142,0.0545571428571427,1.0108607142857142,0.43805,0.9450571428571428,1.6285714285714286,1,Jammed,1
2000,308551055971772,0.85,0.1420714285714285,0.1155714285714286,0.257642857142857,1.342784285714286,0.7050785714285714,0.719957142857143,17.271428571428572,0,Unjammed,0
2000,311751781598459,0.85,0.0,0.0534214285714285,0.0534214285714285,1.0101064285714283,0.7015428571428571,0.9465214285714284,1.1142857142857143,1,Jammed,1
2000,315712195248884,0.85,0.0,0.0541928571428571,0.0541928571428571,1.0092792857142858,0.6702571428571428,0.9456714285714284,1.2571428571428571,1,Jammed,1
2000,333614425743970,0.85,0.0,0.0262785714285714,0.0262785714285714,1.007842142857143,0.4869214285714285,0.9737214285714284,1.0,1,Jammed,1
2000,341367030785281,0.85,0.1647428571428571,0.1280142857142857,0.2927571428571428,1.3933350000000004,0.6601214285714286,0.6781785714285714,20.27142857142857,0,Unjammed,0
2000,343569160877337,0.85,0.1193428571428571,0.1200999999999999,0.239442857142857,1.3008178571428577,0.7213785714285714,0.7387785714285715,16.357142857142858,0,Unjammed,0
2000,346214149398000,0.85,0.1091785714285714,0.1175142857142857,0.226692857142857,1.2793564285714285,0.7348785714285714,0.7509142857142858,16.857142857142858,0,Unjammed,0
2000,350020380685320,0.85,0.0,0.0424571428571428,0.0424571428571428,1.0089021428571427,0.7804642857142855,0.9574857142857142,1.1,1,Jammed,1
2000,351091003490802,0.85,0.0,0.0394857142857142,0.0394857142857142,1.0077692857142857,0.6777000000000001,0.9604785714285714,1.0714285714285714,1,Jammed,1
2000,353918643079908,0.85,0.0980999999999999,0.1008642857142857,0.1989642857142856,1.2460207142857145,0.7693857142857142,0.7869071428571428,13.771428571428572,0,Unjammed,0
2000,371244909592213,0.85,0.0,0.0454714285714285,0.0454714285714285,1.009724285714286,0.8585928571428572,0.9544857142857142,1.0714285714285714,1,Jammed,1
2000,375074238073900,0.85,0.1295,0.1305071428571428,0.2600071428571427,1.3276292857142862,0.6987142857142855,0.7204571428571429,16.742857142857144,0,Unjammed,0
2000,380972098894405,0.85,0.0,0.0453642857142857,0.0453642857142857,1.0104092857142857,0.7816214285714286,0.9546142857142856,1.042857142857143,1,Jammed,1
