N,seed,rho,f_elongated,f_binary,f_active,mean_aspect_ratio,s_max_norm,s_max_norm_2,n_clusters,state_label,state_name,state_id,nematic_elong,polar_elong,nematic_total,polar_total,s_max_elong,s_2max_elong,n_clusters_elong,psi
1000,7713914261614,0.78,0.3697999999999999,0.1853142857142857,0.5551142857142857,1.816182857142857,0.2976857142857143,0.3287428571428571,19.17142857142857,0,Unjammed,0,0.18030917852636508,0.3277519545473631,0.09851079889865094,0.18083330606773385,0.47832857142857144,0.030928571428571427,20.192857142857143,0.8785345601436265
1000,7984690204788,0.78,0.4167571428571431,0.2100999999999999,0.626857142857143,1.9307214285714285,0.1965571428571428,0.2198857142857142,24.65714285714286,0,Unjammed,0,0.22584329287867644,0.3322954649649659,0.130907046175424,0.20258079099589069,0.5053357142857143,0.02087857142857143,19.678571428571427,0.9206461246097463
1000,12944511869278,0.78,0.3507571428571429,0.2026857142857142,0.5534428571428571,1.7899142857142851,0.2819142857142857,0.3066571428571428,22.15714285714286,0,Unjammed,0,0.1745700002844272,0.21986633593720512,0.09428525546664641,0.12037580916338629,0.46590714285714285,0.031657142857142856,21.185714285714287,0.872751546820942
1000,31028804052714,0.78,0.3568285714285714,0.1831285714285714,0.5399571428571428,1.7856071428571432,0.3022714285714285,0.3320857142857142,18.34285714285714,0,Unjammed,0,0.1823120826712709,0.24409092981093608,0.09375194261775115,0.12788551534222012,0.4395642857142857,0.03176428571428572,22.357142857142858,0.8652138332373533
1000,37852570490343,0.78,0.3555000000000001,0.1817285714285715,0.5372285714285716,1.7826642857142856,0.3004285714285714,0.3367428571428571,20.242857142857144,0,Unjammed,0,0.13165973440775,0.233348881967002,0.06872147828971596,0.12399988816171847,0.44989999999999997,0.030364285714285715,21.59285714285714,0.8735517646533904
1000,44577617154917,0.78,0.3381714285714285,0.2049285714285714,0.5430999999999999,1.7658185714285717,0.2815,0.3250714285714285,22.32857142857143,0,Unjammed,0,0.10017110677154424,0.26445698593011757,0.0551006268928314,0.1465728112859709,0.47352142857142854,0.03213571428571429,21.957142857142856,0.8728952424002712
1000,70199386339719,0.78,0.2860142857142859,0.1943142857142857,0.4803285714285715,1.6599799999999996,0.3815,0.4122714285714285,21.02857142857143,0,Unjammed,0,0.12990663838491145,0.11344983195080278,0.06617548482686395,0.05725983379898266,0.4057,0.02995,24.428571428571427,0.8625043039136923
1000,78804909138230,0.78,0.5375000000000001,0.1903285714285714,0.7278285714285715,2.13623,0.1461571428571428,0.1609714285714285,19.11428571428572,0,Unjammed,0,0.22932823841596894,0.4323790999312343,0.1604924888440206,0.29350888994164315,0.5956785714285714,0.021192857142857142,18.635714285714286,0.9312892244274101
1000,91820085255413,0.78,0.4128714285714285,0.1945142857142857,0.6073857142857142,1.9040485714285715,0.2174285714285714,0.2517857142857143,23.02857142857143,0,Unjammed,0,0.17722098837281353,0.3974144545528172,0.10547926046780252,0.23620510859376723,0.5419785714285714,0.020392857142857143,18.65,0.9274754864603975
1000,121838283310165,0.78,0.3504857142857143,0.1968999999999999,0.5473857142857141,1.790277142857143,0.2590571428571429,0.2900428571428571,22.84285714285714,0,Unjammed,0,0.1544402922509085,0.2676860813258678,0.08467204986863805,0.14688779224038892,0.47579285714285713,0.02962142857142857,20.62857142857143,0.8827835721755845
1000,130453083214186,0.78,0.3448285714285714,0.1984714285714285,0.5432999999999999,1.7761128571428575,0.2624571428571428,0.3097714285714285,21.571428571428573,0,Unjammed,0,0.12912281027104291,0.24435977113565904,0.06749759728291457,0.12802529797223253,0.44155,0.03332142857142857,22.478571428571428,0.8596612616948949
1000,150917535351633,0.78,0.3506142857142856,0.1924571428571429,0.5430714285714285,1.7825385714285709,0.3115714285714285,0.3443428571428572,20.685714285714287,0,Unjammed,0,0.16652688955702746,0.25465299250618706,0.08493229856597437,0.1314958958093822,0.40962857142857145,0.03357142857142857,24.37857142857143,0.8485043837029397
1000,162309295428918,0.78,0.3025285714285714,0.2121857142857142,0.5147142857142857,1.706274285714285,0.3021571428571428,0.3499571428571428,21.17142857142857,0,Unjammed,0,0.1327676066435693,0.29226231078208503,0.06720937515949454,0.14692908478152172,0.41695,0.03377142857142857,22.635714285714286,0.8501450056259015
1000,166545407203722,0.78,0.6532,0.1929714285714286,0.8461714285714286,2.3562614285714294,0.0710714285714285,0.0751857142857142,18.9,0,Unjammed,0,0.25952651200961735,0.5474553250666285,0.2033991669766868,0.4420637567747237,0.7565428571428571,0.013592857142857143,16.635714285714286,0.9647000992403936
1000,170902461924754,0.78,0.3364714285714286,0.1934142857142857,0.5298857142857143,1.762344285714286,0.3150714285714285,0.3497714285714285,19.9,0,Unjammed,0,0.1720223807459434,0.2730559018867259,0.09341360491026823,0.14577906736085852,0.4596357142857143,0.03145,21.564285714285713,0.8719164533395393
1000,180878082594115,0.78,0.3243714285714286,0.2099857142857142,0.5343571428571428,1.7489557142857142,0.3022142857142857,0.3463428571428572,21.714285714285715,0,Unjammed,0,0.16010145696925873,0.21941372040925988,0.09813116251702689,0.13147615476042246,0.5088571428571428,0.029292857142857145,22.514285714285716,0.8911349729894745
1000,184656659025018,0.78,0.3553,0.1833,0.5386,1.7833957142857144,0.2909,0.3162857142857143,19.47142857142857,0,Unjammed,0,0.12640041031375454,0.2380304743320372,0.06501627435494081,0.12225906881953331,0.4365,0.03102857142857143,21.735714285714284,0.867265560546338
1000,201764007966294,0.78,0.2720857142857142,0.2032,0.4752857142857142,1.6451699999999998,0.3582428571428571,0.4222428571428571,21.17142857142857,0,Unjammed,0,0.10057917299773338,0.20325387737006617,0.04818967393324518,0.09666656728028979,0.3882785714285714,0.03090714285714286,25.22142857142857,0.8525372320485295
1000,211701226972609,0.78,0.3063857142857141,0.1924857142857142,0.4988714285714283,1.6977914285714284,0.3718285714285714,0.4377571428571428,19.857142857142858,0,Unjammed,0,0.1188823097413263,0.2017528118534607,0.06253638751930368,0.10511040982556823,0.4442285714285715,0.038549999999999994,21.75,0.8402994570122357
1000,215411591372525,0.78,0.3181,0.1987142857142857,0.5168142857142857,1.725402857142857,0.3223999999999999,0.357,24.62857142857143,0,Unjammed,0,0.14270411744289102,0.1945923131151487,0.0741521149713983,0.10010412999742353,0.4287571428571429,0.035692857142857144,21.678571428571427,0.8463005398089908
1000,215740729027954,0.78,0.3737857142857143,0.2007142857142857,0.5745,1.8370628571428576,0.2445,0.2834142857142857,21.585714285714285,0,Unjammed,0,0.1365064168975051,0.34208508180597696,0.07518907552119776,0.1898057657060652,0.48509285714285716,0.0277,21.90714285714286,0.8919641737822289
1000,216465895742590,0.78,0.3525714285714285,0.1816714285714285,0.534242857142857,1.7797314285714283,0.332,0.3563285714285714,20.3,0,Unjammed,0,0.15104892229667571,0.26676005891945254,0.0852615919571877,0.15033374996690663,0.4888642857142857,0.024907142857142857,20.964285714285715,0.9030419308197085
1000,229070237359158,0.78,0.4853142857142857,0.1994714285714285,0.6847857142857142,2.060085714285714,0.1715142857142857,0.1847142857142857,22.357142857142858,0,Unjammed,0,0.23609904879519733,0.4696443196214251,0.16357442334546288,0.32513537340090015,0.6419142857142857,0.019892857142857143,17.335714285714285,0.93988322018715
1000,260045648084392,0.78,0.3643714285714283,0.2117,0.5760714285714283,1.8317157142857148,0.2171285714285714,0.2625571428571429,23.8,0,Unjammed,0,0.1368963883036112,0.3293746334269862,0.08117575061013538,0.19494617624013688,0.5225571428571428,0.02337857142857143,20.085714285714285,0.9143541233269223
1000,292843692953188,0.78,0.3305428571428571,0.1909,0.5214428571428571,1.7406457142857146,0.3171285714285714,0.3481,22.571428571428573,0,Unjammed,0,0.16609186910006543,0.2710086881261731,0.08574168749412017,0.14108243359824474,0.4448714285714286,0.02337857142857143,23.55,0.9001449164823431
1000,292918525777755,0.78,0.3312142857142858,0.1840857142857143,0.5153000000000001,1.7365371428571432,0.3200428571428571,0.3675,21.4,0,Unjammed,0,0.12962920084846233,0.22978769685505693,0.06545299229851327,0.11507834874950615,0.40085000000000004,0.03717857142857143,23.82857142857143,0.8302459069858457
1000,295338566340576,0.78,0.3259428571428572,0.2053428571428571,0.5312857142857144,1.7456685714285711,0.3088714285714286,0.3486571428571428,25.642857142857142,0,Unjammed,0,0.1165441660822131,0.18632540632120548,0.060229517904684296,0.09733343319046923,0.43475714285714284,0.03415714285714286,22.464285714285715,0.8543139166463564
1000,308551055971772,0.78,0.3531285714285715,0.1966428571428571,0.5497714285714286,1.7867414285714278,0.279,0.3174571428571429,19.97142857142857,0,Unjammed,0,0.168831831991798,0.27563362641342826,0.09411355373030655,0.15427818645713334,0.47519285714285714,0.032600000000000004,21.214285714285715,0.871601187210758
1000,311751781598459,0.78,0.4724285714285715,0.1834142857142857,0.6558428571428572,1.990405714285714,0.2055,0.2226428571428571,23.02857142857143,0,Unjammed,0,0.16086345599441856,0.330677443971686,0.09998531992059534,0.2058060020542853,0.5714357142857143,0.016492857142857142,18.707142857142856,0.9438950309804398
1000,315712195248884,0.78,0.3836142857142858,0.2067285714285713,0.5903428571428571,1.8667200000000004,0.2392142857142856,0.2676857142857143,21.414285714285715,0,Unjammed,0,0.2095380695597127,0.36903959767557426,0.12675893722803938,0.22363989954338806,0.5456785714285715,0.025092857142857142,18.321428571428573,0.9120738849677128
1000,333614425743970,0.78,0.3902142857142857,0.1952714285714285,0.5854857142857142,1.858051428571429,0.2375714285714285,0.2775857142857142,21.142857142857142,0,Unjammed,0,0.19044652190379854,0.30956985350954397,0.11491847427666976,0.19076473633849908,0.5345571428571428,0.025842857142857143,20.22142857142857,0.9077699602324869
1000,341367030785281,0.78,0.3157142857142855,0.2028571428571428,0.5185714285714282,1.7278014285714285,0.3216285714285714,0.3748999999999999,22.1,0,Unjammed,0,0.12398526925993605,0.23042715725444124,0.06410662120927495,0.11940414370697568,0.43312142857142855,0.03374285714285714,22.957142857142856,0.8554489680390447
1000,343569160877337,0.78,0.3796714285714285,0.1857714285714286,0.5654428571428571,1.8320628571428568,0.283,0.3087285714285714,19.15714285714286,0,Unjammed,0,0.15138476779114413,0.32598962130287773,0.08035171073226717,0.17581688721889738,0.44539999999999996,0.0327,22.40714285714286,0.8632085337795441
1000,346214149398000,0.78,0.3798,0.1893714285714286,0.5691714285714287,1.8339557142857144,0.2748285714285714,0.3108142857142857,19.47142857142857,0,Unjammed,0,0.14619719277237533,0.2509098905311556,0.07705733059843214,0.1353296632919798,0.4392642857142857,0.0329,23.07857142857143,0.8606417257915678
