N,seed,rho,f_elongated,f_binary,f_active,mean_aspect_ratio,s_max_norm,s_max_norm_2,n_clusters,state_label,state_name,state_id,p_local_total,p_local_active
2000,162309295428918,0.84,0.2360214285714285,0.1569785714285714,0.3929999999999999,1.5564564285714286,0.5268357142857143,0.5467000000000001,24.8,0,Unjammed,0,0.3334913494504526,0.7168087750746688
2000,166545407203722,0.84,0.2382285714285713,0.1521642857142857,0.390392857142857,1.5493435714285713,0.524457142857143,0.5553642857142858,25.428571428571427,0,Unjammed,0,0.2282120224863828,0.6966052240740115
2000,170902461924754,0.84,0.2646714285714286,0.1627928571428571,0.4274642857142857,1.614141428571428,0.4793357142857143,0.49715,27.27142857142857,0,Unjammed,0,0.3275600860945801,0.7057036507776372
2000,180878082594115,0.84,0.1289142857142857,0.1442571428571428,0.2731714285714285,1.3346692857142854,0.6771428571428572,0.7039500000000001,17.114285714285714,0,Unjammed,0,0.1475753093159631,0.6865228744325624
2000,184656659025018,0.84,0.3302142857142858,0.1835,0.5137142857142858,1.7645571428571434,0.3375428571428571,0.3573285714285714,34.08571428571429,0,Unjammed,0,0.2339959193980324,0.7772337197904807
2000,201764007966294,0.84,0.2180428571428571,0.1426214285714286,0.3606642857142856,1.5050235714285711,0.5687571428571427,0.588957142857143,22.31428571428572,0,Unjammed,0,0.2467859173408659,0.6859025455010174
2000,211701226972609,0.84,0.2020142857142857,0.1557642857142857,0.3577785714285714,1.483272142857143,0.5682999999999999,0.5911928571428572,25.84285714285714,0,Unjammed,0,0.1964343666305288,0.663454352980105
2000,215411591372525,0.84,0.1522714285714286,0.1354999999999999,0.2877714285714285,1.37469,0.6478214285714285,0.6785142857142858,19.714285714285715,0,Unjammed,0,0.2045599492994352,0.719970023343791
2000,215740729027954,0.84,0.1578428571428571,0.1383,0.2961428571428571,1.3864357142857144,0.6572642857142859,0.6811,17.15714285714286,0,Unjammed,0,0.1674714990478605,0.7044648703785783
2000,216465895742590,0.84,0.21875,0.1493214285714286,0.3680714285714286,1.5126807142857142,0.5618142857142857,0.5879285714285715,22.17142857142857,0,Unjammed,0,0.2146175276360875,0.6936408807932367
2000,229070237359158,0.84,0.1378285714285714,0.1341428571428571,0.2719714285714285,1.344633571428571,0.6812714285714286,0.7053214285714285,16.4,0,Unjammed,0,0.1333782490758898,0.6129410071584349
2000,260045648084392,0.84,0.1134428571428571,0.1125857142857142,0.2260285714285713,1.2791135714285715,0.7363500000000001,0.7569571428571429,14.428571428571429,0,Unjammed,0,0.1833495155063587,0.7575816998973625
2000,292843692953188,0.84,0.1502,0.13955,0.28975,1.3723585714285715,0.6589571428571429,0.6811642857142857,21.214285714285715,0,Unjammed,0,0.169454092585758,0.6635184898406876
2000,292918525777755,0.84,0.1338071428571428,0.1252714285714286,0.2590785714285714,1.3278271428571429,0.7029285714285715,0.7222285714285714,16.185714285714287,0,Unjammed,0,0.1259128303249025,0.6497151406013438
2000,295338566340576,0.84,0.1926357142857142,0.1348142857142857,0.3274499999999999,1.45163,0.6112428571428572,0.6315714285714286,23.0,0,Unjammed,0,0.1779301218555477,0.6643949707001721
2000,308551055971772,0.84,0.1942,0.1560857142857143,0.3502857142857143,1.4703649999999997,0.5831285714285713,0.6058,20.88571428571429,0,Unjammed,0,0.2887868518208843,0.7866206033026222
2000,311751781598459,0.84,0.1980928571428571,0.1378642857142857,0.3359571428571428,1.457611428571429,0.6091642857142857,0.6295,21.51428571428572,0,Unjammed,0,0.2526821894964486,0.6946564802220391
2000,315712195248884,0.84,0.1597857142857142,0.1375785714285714,0.2973642857142856,1.391116428571429,0.6484142857142857,0.6701928571428571,20.81428571428572,0,Unjammed,0,0.1494573312353299,0.6926431594594009
2000,333614425743970,0.84,0.2337785714285713,0.1676785714285714,0.4014571428571427,1.5571928571428575,0.5043285714285715,0.5334928571428572,25.32857142857143,0,Unjammed,0,0.2525384234457968,0.6681582000910578
2000,341367030785281,0.84,0.2508214285714285,0.1494428571428572,0.4002642857142857,1.572607857142858,0.5295642857142857,0.5519714285714286,25.414285714285715,0,Unjammed,0,0.2097187326642615,0.6710685648397693
2000,343569160877337,0.84,0.2530142857142857,0.1634428571428572,0.4164571428571428,1.5834050000000002,0.4696785714285714,0.4967214285714286,26.214285714285715,0,Unjammed,0,0.2849046539944204,0.6663225483649498
2000,346214149398000,0.84,0.1869,0.1315571428571428,0.3184571428571427,1.4381721428571426,0.6334714285714286,0.65065,20.38571428571429,0,Unjammed,0,0.1685007778480545,0.707580730263007
2000,350020380685320,0.84,0.1138428571428571,0.1241,0.2379428571428571,1.2904700000000002,0.7197285714285714,0.7426071428571429,16.1,0,Unjammed,0,0.125768787139275,0.6900604702024545
2000,351091003490802,0.84,0.1622071428571428,0.1432214285714285,0.3054285714285712,1.3982750000000002,0.6394642857142856,0.6601,20.51428571428572,0,Unjammed,0,0.4715599594562692,0.7421033205161943
2000,353918643079908,0.84,0.0951142857142857,0.1201857142857142,0.2152999999999999,1.248852857142857,0.7470357142857145,0.7704714285714286,14.3,0,Unjammed,0,0.1482662157769015,0.7220155628932398
2000,371244909592213,0.84,0.1275714285714285,0.1361571428571428,0.2637285714285713,1.3241600000000002,0.6947714285714286,0.71445,18.714285714285715,0,Unjammed,0,0.0824831040739666,0.6564250541706765
2000,375074238073900,0.84,0.1636142857142857,0.1402285714285714,0.3038428571428571,1.400650714285714,0.6463,0.6651928571428571,20.457142857142856,0,Unjammed,0,0.125807468589185,0.7171807603798671
2000,380972098894405,0.84,0.1733714285714286,0.1370571428571428,0.3104285714285714,1.4161021428571428,0.6291357142857142,0.6497285714285714,19.7,0,Unjammed,0,0.1891838515416632,0.7039190161377337
2000,401686787590537,0.84,0.1824214285714286,0.13985,0.3222714285714286,1.434292142857143,0.6306857142857143,0.6478571428571429,20.17142857142857,0,Unjammed,0,0.2410635684460763,0.8008459309068324
