seed,n_round,max_round,2_max_round,n_elongated,max_elongated,2_max_elongated,n_round_2,max_round_2,2_max_round_2,n_elongated_2,max_elongated_2,2_max_elongated_2,ratio_round,ratio_elongated,ratio_round_2,ratio_elongated_2
1099062448631258,5.042857142857143,2.9714285714285715,1.457142857142857,131.22857142857143,784.8428571428572,37.77142857142857,4.614285714285714,3.2285714285714286,1.6571428571428573,24.685714285714287,945.4571428571429,11.628571428571428,0.6208462172747888,0.07724585879902891,0.6418728097299525,0.012880259431067577
853827592514924,17.385714285714286,26.014285714285716,13.3,143.97142857142856,706.8,23.8,14.414285714285715,26.8,14.185714285714285,38.7,835.4285714285714,20.785714285714285,0.566123724891563,0.0351168046198251,0.5788060081903257,0.025948064910284455
1052030010736714,0.0,0.0,0.0,261.8,597.6857142857143,22.985714285714284,0.0,0.0,0.0,28.32857142857143,935.2285714285714,17.97142857142857,,0.04016538127897707,,0.019610795968756548
993068073743470,28.757142857142856,31.385714285714286,18.82857142857143,163.34285714285716,551.0,64.85714285714286,23.042857142857144,34.0,20.457142857142856,35.614285714285714,802.1,24.285714285714285,0.6674412474111376,0.1631366453650552,0.6596529587165126,0.0331919757782607
375074238073900,21.15714285714286,43.05714285714286,19.271428571428572,152.11428571428573,614.7285714285714,38.97142857142857,16.4,45.77142857142857,21.414285714285715,38.042857142857144,781.1857142857143,29.12857142857143,0.5261201092902318,0.06731435628797894,0.5458614670755202,0.040196998491659225
416178520884477,24.0,28.385714285714286,11.142857142857142,160.18571428571428,614.9,56.542857142857144,20.02857142857143,30.285714285714285,11.842857142857143,36.24285714285714,814.5857142857143,30.042857142857144,0.49068246444791136,0.10669183291066239,0.49155240027298003,0.04339832423744729
874051135843279,13.7,19.12857142857143,6.171428571428572,142.25714285714287,752.8571428571429,15.8,11.142857142857142,20.2,7.214285714285714,39.15714285714286,861.6142857142858,22.12857142857143,0.4555847457773473,0.021541436475649593,0.5022644407480119,0.026339123713322695
12944511869278,22.442857142857143,38.08571428571429,15.0,151.28571428571428,593.1857142857143,79.51428571428572,18.257142857142856,40.44285714285714,16.242857142857144,34.0,831.7857142857143,17.15714285714286,0.5251252478318396,0.18284912409460197,0.5326453636493165,0.02143806016274271
542029227742456,21.785714285714285,25.942857142857143,12.657142857142857,159.07142857142858,618.3714285714286,59.885714285714286,18.02857142857143,27.685714285714287,13.385714285714286,34.47142857142857,837.6571428571428,23.257142857142856,0.5555659892346185,0.1188100481036067,0.5557063500418148,0.029798439650197742
1011744331896734,19.014285714285716,25.885714285714286,12.657142857142857,149.17142857142858,649.7857142857143,55.457142857142856,15.414285714285715,27.614285714285714,13.942857142857143,31.742857142857144,859.7285714285714,12.685714285714285,0.5303653451450834,0.11744457062818045,0.5542892683751633,0.015480128597440647
211701226972609,27.185714285714287,32.77142857142857,13.214285714285714,167.52857142857144,561.0571428571428,68.7,21.814285714285713,35.18571428571428,14.585714285714285,35.42857142857143,807.6857142857143,24.442857142857143,0.5695269692107363,0.17177197613285522,0.5776769131409232,0.0327549172334432
292918525777755,12.757142857142858,15.685714285714285,5.128571428571429,142.75714285714287,753.0428571428571,19.2,10.385714285714286,16.357142857142858,5.957142857142857,27.985714285714284,906.8857142857142,13.757142857142858,0.44187410568813323,0.027150153343175554,0.48362624642546975,0.015282867659939423
731147908347497,25.9,25.87142857142857,15.957142857142857,153.05714285714285,613.3142857142857,64.0,20.942857142857143,28.34285714285714,17.114285714285714,33.857142857142854,820.2,23.442857142857143,0.6432386698845564,0.13344472055264467,0.6444458217087866,0.03233566735986747
985549376192247,34.15714285714286,65.17142857142858,26.742857142857144,181.31428571428572,424.8857142857143,74.47142857142858,26.857142857142858,70.35714285714286,28.914285714285715,37.114285714285714,716.6571428571428,31.114285714285714,0.525727601686147,0.22100640570567448,0.5292282380887259,0.04771678398133089
873456432950595,2.5142857142857142,2.2285714285714286,0.7857142857142857,190.5,720.1857142857143,24.97142857142857,2.3142857142857145,2.4,0.7285714285714285,26.614285714285714,949.7,10.0,,0.038563216661146225,,0.01064081641603149
422219896800918,19.542857142857144,25.1,11.142857142857142,156.52857142857144,638.3714285714286,58.77142857142857,15.771428571428572,26.7,12.114285714285714,34.84285714285714,842.0857142857143,28.142857142857142,0.5536263059406583,0.10755981291263056,0.5629745260990296,0.038999090979868006
900740014674953,23.34285714285714,34.67142857142857,11.385714285714286,151.0857142857143,652.7428571428571,41.57142857142857,18.714285714285715,38.05714285714286,11.657142857142857,34.15714285714286,839.2428571428571,17.82857142857143,0.47853928892208625,0.07934556087101018,0.43745800109665023,0.021933007240968305
1020578668480920,1.3571428571428572,2.257142857142857,0.5571428571428572,188.5,714.2428571428571,22.1,1.1428571428571428,2.557142857142857,0.34285714285714286,27.457142857142856,933.5428571428571,20.87142857142857,,0.03798639061505338,,0.02318194864008854
343569160877337,30.942857142857143,48.15714285714286,22.17142857142857,176.5857142857143,469.84285714285716,78.42857142857143,24.414285714285715,55.31428571428572,23.585714285714285,36.385714285714286,756.8571428571429,29.142857142857142,0.5860728133394186,0.2191901570057945,0.535181788993711,0.040323541476913756
78804909138230,12.2,16.6,5.514285714285714,134.31428571428572,784.2428571428571,11.785714285714286,10.285714285714286,17.885714285714286,5.942857142857143,39.6,882.4714285714285,14.7,0.43910577818316987,0.01585562482330514,0.4130350642690174,0.016737047061917865
333614425743970,15.485714285714286,32.2,12.1,128.55714285714285,742.1571428571428,16.3,12.742857142857142,33.72857142857143,12.642857142857142,33.9,850.9857142857143,20.8,0.49359000777605594,0.02254099827990951,0.48120980526286444,0.025378707966255118
974443487743328,0.0,0.0,0.0,256.8857142857143,491.72857142857146,131.37142857142857,0.0,0.0,0.0,27.7,872.3,87.02857142857142,,0.3219617974708488,,0.14507678039513663
703985244396274,32.885714285714286,45.628571428571426,26.314285714285713,178.34285714285716,465.77142857142854,66.18571428571428,25.985714285714284,49.642857142857146,28.057142857142857,37.142857142857146,749.8428571428572,27.6,0.6357799646010853,0.20964788011112773,0.6268116640893632,0.04404154982583578
1122578106359740,30.142857142857142,31.071428571428573,17.457142857142856,166.92857142857142,569.1142857142858,44.8,23.857142857142858,32.91428571428571,19.114285714285714,34.871428571428574,789.0,27.771428571428572,0.596254983339204,0.11257827662203379,0.6262374940954012,0.03717457216572196
492938554100859,20.242857142857144,36.4,15.228571428571428,156.24285714285713,654.5428571428571,31.37142857142857,16.271428571428572,38.47142857142857,16.042857142857144,39.18571428571428,815.5571428571428,19.0,0.5262360285545811,0.06617975218293969,0.5336808359161845,0.024097375834073342
170902461924754,11.857142857142858,17.8,8.342857142857143,125.11428571428571,780.1714285714286,16.47142857142857,9.728571428571428,19.114285714285714,8.985714285714286,33.51428571428571,893.2428571428571,13.428571428571429,0.5409399882736466,0.021959147640334197,0.5572070458050689,0.015430189465746993
260045648084392,10.628571428571428,11.428571428571429,5.071428571428571,145.9142857142857,739.1857142857143,28.84285714285714,9.3,12.185714285714285,5.5,25.67142857142857,927.6285714285714,8.428571428571429,0.4568426510681589,0.048238770303061514,0.4568520869991801,0.009195391375967171
